GeographyCode,LC3605NI0001,LC3605NI0002,LC3605NI0003,LC3605NI0004,LC3605NI0005,LC3605NI0006,LC3605NI0007,LC3605NI0008,LC3605NI0009,LC3605NI0010,LC3605NI0011,LC3605NI0012,LC3605NI0013,LC3605NI0014,LC3605NI0015,LC3605NI0016,LC3605NI0017,LC3605NI0018,LC3605NI0019,LC3605NI0020,LC3605NI0021,LC3605NI0022,LC3605NI0023,LC3605NI0024
N00000109,385,75,310,264,20,244,66,10,56,198,10,188,121,55,66,41,18,23,33,31,2,47,6,41
N00000110,210,48,162,133,14,119,35,3,32,98,11,87,77,34,43,28,17,11,15,13,2,34,4,30
N00000111,266,49,217,182,18,164,48,7,41,134,11,123,84,31,53,41,15,26,10,10,0,33,6,27
N00000112,299,43,256,201,8,193,60,2,58,141,6,135,98,35,63,27,15,12,15,12,3,56,8,48
N00000113,230,38,192,160,10,150,48,3,45,112,7,105,70,28,42,24,11,13,13,13,0,33,4,29
N00000114,255,44,211,169,15,154,40,5,35,129,10,119,86,29,57,45,18,27,11,8,3,30,3,27
N00000115,224,71,153,119,13,106,38,5,33,81,8,73,105,58,47,25,23,2,24,24,0,56,11,45
N00000116,220,48,172,132,12,120,38,1,37,94,11,83,88,36,52,35,19,16,12,12,0,41,5,36
N00000117,120,55,65,46,9,37,17,3,14,29,6,23,74,46,28,17,16,1,27,25,2,30,5,25
N00000118,256,52,204,166,12,154,40,3,37,126,9,117,90,40,50,41,16,25,21,20,1,28,4,24
N00000119,221,41,180,120,10,110,33,3,30,87,7,80,101,31,70,57,20,37,8,7,1,36,4,32
N00000120,237,30,207,145,9,136,43,1,42,102,8,94,92,21,71,48,10,38,9,9,0,35,2,33
N00000121,230,57,173,126,11,115,31,3,28,95,8,87,104,46,58,60,33,27,10,9,1,34,4,30
N00000122,363,44,319,247,14,233,65,7,58,182,7,175,116,30,86,69,20,49,6,6,0,41,4,37
N00000123,255,36,219,157,13,144,42,5,37,115,8,107,98,23,75,64,16,48,8,6,2,26,1,25
N00000124,259,38,221,162,9,153,38,4,34,124,5,119,97,29,68,63,14,49,9,9,0,25,6,19
N00000125,322,43,279,215,16,199,53,7,46,162,9,153,107,27,80,30,12,18,9,9,0,68,6,62
N00000126,322,40,282,207,7,200,60,2,58,147,5,142,115,33,82,29,12,17,17,14,3,69,7,62
N00000127,264,47,217,177,9,168,46,4,42,131,5,126,87,38,49,28,17,11,17,15,2,42,6,36
N00000128,738,123,615,485,24,461,109,9,100,376,15,361,253,99,154,52,21,31,71,67,4,130,11,119
N00000129,242,79,163,102,14,88,35,6,29,67,8,59,140,65,75,25,18,7,38,33,5,77,14,63
N00000130,340,24,316,279,12,267,82,7,75,197,5,192,61,12,49,11,6,5,3,3,0,47,3,44
N00000131,303,42,261,212,19,193,58,4,54,154,15,139,91,23,68,51,12,39,9,8,1,31,3,28
N00000132,264,34,230,187,17,170,62,5,57,125,12,113,77,17,60,37,7,30,6,6,0,34,4,30
N00000133,236,58,178,145,10,135,34,2,32,111,8,103,91,48,43,41,26,15,17,14,3,33,8,25
N00000134,332,42,290,241,12,229,63,7,56,178,5,173,91,30,61,40,15,25,14,12,2,37,3,34
N00000135,225,50,175,127,11,116,35,5,30,92,6,86,98,39,59,33,17,16,15,13,2,50,9,41
N00000136,386,60,326,277,19,258,82,9,73,195,10,185,109,41,68,53,23,30,14,14,0,42,4,38
N00000137,225,40,185,159,11,148,47,4,43,112,7,105,66,29,37,28,17,11,12,10,2,26,2,24
N00000138,339,40,299,251,21,230,67,9,58,184,12,172,88,19,69,31,10,21,5,4,1,52,5,47
N00000139,227,56,171,130,18,112,35,3,32,95,15,80,97,38,59,49,18,31,18,16,2,30,4,26
N00000140,266,69,197,142,22,120,48,8,40,94,14,80,124,47,77,58,19,39,19,17,2,47,11,36
N00000141,293,91,202,153,17,136,53,10,43,100,7,93,140,74,66,43,30,13,38,34,4,59,10,49
N00000142,143,38,105,74,9,65,16,4,12,58,5,53,69,29,40,25,12,13,18,15,3,26,2,24
N00000143,160,45,115,80,5,75,26,0,26,54,5,49,80,40,40,32,16,16,18,17,1,30,7,23
N00000144,176,50,126,92,8,84,35,3,32,57,5,52,84,42,42,30,21,9,13,12,1,41,9,32
N00000145,80,31,49,34,5,29,9,1,8,25,4,21,46,26,20,20,13,7,8,7,1,18,6,12
N00000146,206,25,181,132,8,124,30,3,27,102,5,97,74,17,57,30,8,22,8,6,2,36,3,33
N00000147,160,46,114,92,11,81,32,4,28,60,7,53,68,35,33,18,11,7,20,19,1,30,5,25
N00000148,475,104,371,278,22,256,70,6,64,208,16,192,197,82,115,67,28,39,40,39,1,90,15,75
N00000149,298,76,222,175,11,164,45,4,41,130,7,123,123,65,58,66,42,24,14,11,3,43,12,31
N00000150,260,77,183,135,18,117,37,4,33,98,14,84,125,59,66,75,33,42,21,21,0,29,5,24
N00000151,217,65,152,111,15,96,27,2,25,84,13,71,106,50,56,41,26,15,20,12,8,45,12,33
N00000152,210,65,145,100,12,88,36,8,28,64,4,60,110,53,57,46,25,21,20,19,1,44,9,35
N00000153,167,47,120,70,3,67,20,1,19,50,2,48,97,44,53,41,17,24,23,22,1,33,5,28
N00000154,196,44,152,111,12,99,30,5,25,81,7,74,85,32,53,30,11,19,17,17,0,38,4,34
N00000155,261,48,213,166,11,155,47,6,41,119,5,114,95,37,58,36,18,18,13,11,2,46,8,38
N00000156,209,46,163,128,17,111,37,7,30,91,10,81,81,29,52,55,22,33,5,5,0,21,2,19
N00000157,279,61,218,183,21,162,46,5,41,137,16,121,96,40,56,48,18,30,14,13,1,34,9,25
N00000158,508,144,364,253,28,225,65,10,55,188,18,170,255,116,139,137,64,73,32,31,1,86,21,65
N00000159,171,40,131,83,6,77,20,2,18,63,4,59,88,34,54,49,21,28,12,10,2,27,3,24
N00000160,233,57,176,132,11,121,38,5,33,94,6,88,101,46,55,54,31,23,11,11,0,36,4,32
N00000161,267,38,229,165,14,151,65,9,56,100,5,95,102,24,78,58,20,38,4,4,0,40,0,40
N00000162,199,43,156,123,12,111,43,6,37,80,6,74,76,31,45,30,14,16,11,11,0,35,6,29
N00000163,240,86,154,107,10,97,27,3,24,80,7,73,133,76,57,48,36,12,33,30,3,52,10,42
N00000164,194,23,171,136,8,128,44,3,41,92,5,87,58,15,43,37,10,27,2,2,0,19,3,16
N00000165,234,34,200,140,8,132,34,1,33,106,7,99,94,26,68,49,18,31,10,7,3,35,1,34
N00000166,217,45,172,106,9,97,36,6,30,70,3,67,111,36,75,76,26,50,7,6,1,28,4,24
N00000167,276,38,238,175,12,163,57,2,55,118,10,108,101,26,75,66,21,45,4,3,1,31,2,29
N00000168,256,41,215,159,12,147,51,8,43,108,4,104,97,29,68,69,20,49,9,9,0,19,0,19
N00000169,546,99,447,370,28,342,113,12,101,257,16,241,176,71,105,101,41,60,20,19,1,55,11,44
N00000170,262,48,214,170,20,150,56,6,50,114,14,100,92,28,64,38,13,25,10,8,2,44,7,37
N00000171,313,56,257,216,22,194,64,10,54,152,12,140,97,34,63,46,20,26,12,11,1,39,3,36
N00000172,595,118,477,388,30,358,103,13,90,285,17,268,207,88,119,112,51,61,22,21,1,73,16,57
N00000173,286,49,237,185,12,173,46,5,41,139,7,132,101,37,64,54,23,31,13,13,0,34,1,33
N00000174,278,76,202,168,16,152,57,11,46,111,5,106,110,60,50,21,10,11,38,34,4,51,16,35
N00000175,279,57,222,199,17,182,61,6,55,138,11,127,80,40,40,40,19,21,15,13,2,25,8,17
N00000176,368,92,276,211,21,190,72,7,65,139,14,125,157,71,86,63,30,33,29,26,3,65,15,50
N00000177,247,76,171,134,18,116,38,5,33,96,13,83,113,58,55,35,21,14,22,21,1,56,16,40
N00000178,475,123,352,256,21,235,88,6,82,168,15,153,219,102,117,89,47,42,46,39,7,84,16,68
N00000179,632,179,453,344,27,317,72,5,67,272,22,250,288,152,136,105,62,43,74,66,8,109,24,85
N00000180,203,61,142,104,12,92,31,7,24,73,5,68,99,49,50,28,19,9,21,18,3,50,12,38
N00000181,238,66,172,145,16,129,36,4,32,109,12,97,93,50,43,38,24,14,17,14,3,38,12,26
N00000182,153,46,107,91,5,86,21,1,20,70,4,66,62,41,21,31,24,7,11,11,0,20,6,14
N00000183,231,37,194,151,11,140,34,3,31,117,8,109,80,26,54,31,13,18,12,11,1,37,2,35
N00000184,241,51,190,156,10,146,33,4,29,123,6,117,85,41,44,40,23,17,13,11,2,32,7,25
N00000185,151,44,107,78,9,69,15,2,13,63,7,56,73,35,38,42,23,19,8,8,0,23,4,19
N00000186,196,44,152,121,8,113,47,3,44,74,5,69,75,36,39,19,11,8,19,18,1,37,7,30
N00000187,178,64,114,92,13,79,31,7,24,61,6,55,86,51,35,38,27,11,19,17,2,29,7,22
N00000188,249,53,196,149,12,137,49,4,45,100,8,92,100,41,59,38,22,16,12,11,1,50,8,42
N00000189,248,41,207,160,14,146,51,3,48,109,11,98,88,27,61,41,15,26,7,7,0,40,5,35
N00000190,245,44,201,147,7,140,45,3,42,102,4,98,98,37,61,61,23,38,9,9,0,28,5,23
N00000191,244,50,194,157,13,144,51,5,46,106,8,98,87,37,50,52,25,27,8,8,0,27,4,23
N00000192,244,49,195,167,17,150,56,10,46,111,7,104,77,32,45,34,17,17,12,10,2,31,5,26
N00000193,196,41,155,113,7,106,39,4,35,74,3,71,83,34,49,21,14,7,16,14,2,46,6,40
N00000194,183,53,130,109,11,98,33,6,27,76,5,71,74,42,32,40,22,18,17,16,1,17,4,13
N00000195,160,54,106,83,13,70,17,5,12,66,8,58,77,41,36,32,16,16,18,17,1,27,8,19
N00000196,169,69,100,69,3,66,23,1,22,46,2,44,100,66,34,47,35,12,28,27,1,25,4,21
N00000197,247,39,208,171,17,154,40,6,34,131,11,120,76,22,54,36,10,26,6,6,0,34,6,28
N00000198,228,45,183,156,14,142,47,4,43,109,10,99,72,31,41,39,19,20,10,10,0,23,2,21
N00000199,265,40,225,185,12,173,53,1,52,132,11,121,80,28,52,40,16,24,11,8,3,29,4,25
N00000200,246,42,204,179,12,167,50,6,44,129,6,123,67,30,37,26,12,14,13,12,1,28,6,22
N00000201,228,48,180,146,17,129,51,6,45,95,11,84,82,31,51,55,19,36,5,5,0,22,7,15
N00000202,250,41,209,150,10,140,46,2,44,104,8,96,100,31,69,73,26,47,2,1,1,25,4,21
N00000203,243,42,201,160,12,148,42,3,39,118,9,109,83,30,53,46,16,30,9,9,0,28,5,23
N00000204,280,45,235,185,11,174,51,4,47,134,7,127,95,34,61,59,23,36,12,11,1,24,0,24
N00000205,225,31,194,159,7,152,50,2,48,109,5,104,66,24,42,34,13,21,9,9,0,23,2,21
N00000206,315,44,271,208,9,199,42,3,39,166,6,160,107,35,72,65,23,42,9,9,0,33,3,30
N00000207,215,27,188,153,10,143,46,3,43,107,7,100,62,17,45,31,9,22,6,3,3,25,5,20
N00000208,252,40,212,163,11,152,43,4,39,120,7,113,89,29,60,54,22,32,5,4,1,30,3,27
N00000209,285,33,252,210,13,197,67,3,64,143,10,133,75,20,55,36,15,21,4,3,1,35,2,33
N00000210,291,73,218,166,12,154,47,5,42,119,7,112,125,61,64,68,32,36,23,23,0,34,6,28
N00000211,369,99,270,193,15,178,52,5,47,141,10,131,176,84,92,105,52,53,29,25,4,42,7,35
N00000212,132,27,105,89,10,79,23,4,19,66,6,60,43,17,26,18,8,10,5,4,1,20,5,15
N00000213,222,46,176,137,15,122,41,3,38,96,12,84,85,31,54,46,19,27,10,9,1,29,3,26
N00000214,233,29,204,156,7,149,46,5,41,110,2,108,77,22,55,43,14,29,7,7,0,27,1,26
N00000215,310,43,267,197,16,181,55,5,50,142,11,131,113,27,86,65,17,48,3,3,0,45,7,38
N00000216,312,56,256,193,18,175,49,7,42,144,11,133,119,38,81,53,18,35,13,11,2,53,9,44
N00000217,350,37,313,213,10,203,61,5,56,152,5,147,137,27,110,82,19,63,9,6,3,46,2,44
N00000218,246,43,203,149,14,135,50,7,43,99,7,92,97,29,68,69,19,50,8,7,1,20,3,17
N00000219,183,59,124,88,11,77,29,4,25,59,7,52,95,48,47,27,20,7,23,21,2,45,7,38
N00000220,209,53,156,112,11,101,45,5,40,67,6,61,97,42,55,18,11,7,25,23,2,54,8,46
N00000221,194,63,131,99,7,92,31,5,26,68,2,66,95,56,39,31,23,8,24,23,1,40,10,30
N00000222,202,46,156,124,16,108,31,5,26,93,11,82,78,30,48,51,20,31,7,7,0,20,3,17
N00000223,235,47,188,150,10,140,51,5,46,99,5,94,85,37,48,49,28,21,7,6,1,29,3,26
N00000224,188,45,143,105,11,94,36,5,31,69,6,63,83,34,49,37,20,17,9,8,1,37,6,31
N00000225,95,26,69,41,6,35,10,1,9,31,5,26,54,20,34,43,16,27,4,4,0,7,0,7
N00000226,197,43,154,111,9,102,35,2,33,76,7,69,86,34,52,54,20,34,8,8,0,24,6,18
N00000227,149,61,88,75,8,67,28,8,20,47,0,47,74,53,21,43,33,10,16,14,2,15,6,9
N00000228,228,53,175,139,14,125,55,7,48,84,7,77,89,39,50,57,28,29,10,8,2,22,3,19
N00000229,272,61,211,174,11,163,45,7,38,129,4,125,98,50,48,52,32,20,13,13,0,33,5,28
N00000230,211,52,159,113,13,100,47,4,43,66,9,57,98,39,59,42,19,23,13,13,0,43,7,36
N00000231,205,51,154,92,8,84,43,2,41,49,6,43,113,43,70,27,15,12,27,23,4,59,5,54
N00000232,236,56,180,118,9,109,44,4,40,74,5,69,118,47,71,42,20,22,21,18,3,55,9,46
N00000233,199,53,146,115,14,101,36,4,32,79,10,69,84,39,45,33,18,15,18,17,1,33,4,29
N00000234,192,59,133,104,13,91,25,5,20,79,8,71,88,46,42,36,23,13,19,17,2,33,6,27
N00000235,240,37,203,127,5,122,45,3,42,82,2,80,113,32,81,71,19,52,11,11,0,31,2,29
N00000236,204,44,160,120,9,111,38,4,34,82,5,77,84,35,49,24,19,5,8,6,2,52,10,42
N00000237,301,47,254,201,20,181,64,8,56,137,12,125,100,27,73,49,16,33,8,7,1,43,4,39
N00000238,237,30,207,148,9,139,57,6,51,91,3,88,89,21,68,64,14,50,3,3,0,22,4,18
N00000239,186,66,120,92,11,81,37,5,32,55,6,49,94,55,39,27,22,5,28,26,2,39,7,32
N00000240,240,57,183,140,20,120,55,10,45,85,10,75,100,37,63,13,10,3,19,17,2,68,10,58
N00000241,316,27,289,223,11,212,73,3,70,150,8,142,93,16,77,48,11,37,6,5,1,39,0,39
N00000242,273,44,229,194,15,179,64,8,56,130,7,123,79,29,50,35,18,17,8,8,0,36,3,33
N00000243,197,47,150,110,7,103,36,3,33,74,4,70,87,40,47,43,21,22,17,13,4,27,6,21
N00000244,200,53,147,95,9,86,37,5,32,58,4,54,105,44,61,37,17,20,24,21,3,44,6,38
N00000245,243,55,188,149,14,135,46,7,39,103,7,96,94,41,53,63,27,36,12,12,0,19,2,17
N00000246,226,71,155,111,16,95,33,7,26,78,9,69,115,55,60,51,25,26,25,24,1,39,6,33
N00000247,241,46,195,145,9,136,46,3,43,99,6,93,96,37,59,56,25,31,10,8,2,30,4,26
N00000248,266,51,215,167,13,154,53,5,48,114,8,106,99,38,61,58,24,34,8,8,0,33,6,27
N00000249,280,41,239,219,23,196,68,10,58,151,13,138,61,18,43,19,10,9,6,5,1,36,3,33
N00000250,298,46,252,223,18,205,54,10,44,169,8,161,75,28,47,29,17,12,9,9,0,37,2,35
N00000251,311,36,275,235,14,221,66,4,62,169,10,159,76,22,54,22,7,15,10,10,0,44,5,39
N00000252,249,36,213,153,12,141,42,6,36,111,6,105,96,24,72,45,12,33,6,4,2,45,8,37
N00000253,380,57,323,275,26,249,74,9,65,201,17,184,105,31,74,56,21,35,5,5,0,44,5,39
N00000254,238,42,196,157,9,148,48,6,42,109,3,106,81,33,48,44,20,24,6,6,0,31,7,24
N00000255,260,43,217,178,18,160,49,8,41,129,10,119,82,25,57,49,20,29,5,4,1,28,1,27
