GeographyCode,LC3303NI0001,LC3303NI0002,LC3303NI0003,LC3303NI0004,LC3303NI0005,LC3303NI0006,LC3303NI0007,LC3303NI0008,LC3303NI0009,LC3303NI0010,LC3303NI0011,LC3303NI0012,LC3303NI0013,LC3303NI0014,LC3303NI0015,LC3303NI0016,LC3303NI0017,LC3303NI0018,LC3303NI0019,LC3303NI0020,LC3303NI0021,LC3303NI0022,LC3303NI0023,LC3303NI0024,LC3303NI0025,LC3303NI0026,LC3303NI0027
95BB03,4217,465,3752,3172,255,2917,1045,210,835,3203,274,2929,262,49,213,2941,225,2716,1014,191,823,783,161,622,231,30,201
95BB04,3009,308,2701,2333,147,2186,676,161,515,2401,165,2236,204,34,170,2197,131,2066,608,143,465,472,127,345,136,16,120
95BB05,3401,193,3208,2736,115,2621,665,78,587,2730,105,2625,166,9,157,2564,96,2468,671,88,583,499,69,430,172,19,153
95BB06,2870,970,1900,1992,526,1466,878,444,434,1997,522,1475,192,79,113,1805,443,1362,873,448,425,686,365,321,187,83,104
95BB07,2896,389,2507,2228,213,2015,668,176,492,2240,214,2026,156,34,122,2084,180,1904,656,175,481,512,142,370,144,33,111
95BB08,2625,339,2286,2042,185,1857,583,154,429,2008,180,1828,115,20,95,1893,160,1733,617,159,458,468,134,334,149,25,124
95BB09,2909,164,2745,2447,101,2346,462,63,399,2427,101,2326,146,15,131,2281,86,2195,482,63,419,316,48,268,166,15,151
95BB10,3278,392,2886,2584,190,2394,694,202,492,2658,207,2451,209,43,166,2449,164,2285,620,185,435,485,159,326,135,26,109
95BB11,2903,493,2410,2130,272,1858,773,221,552,2111,278,1833,160,42,118,1951,236,1715,792,215,577,613,179,434,179,36,143
95BB12,2776,626,2150,2229,434,1795,547,192,355,2228,423,1805,145,44,101,2083,379,1704,548,203,345,402,148,254,146,55,91
95BB13,4438,481,3957,3644,319,3325,794,162,632,3599,305,3294,180,25,155,3419,280,3139,839,176,663,614,137,477,225,39,186
95BB14,3088,85,3003,2590,50,2540,498,35,463,2649,50,2599,178,5,173,2471,45,2426,439,35,404,320,30,290,119,5,114
95BB15,3489,294,3195,2793,188,2605,696,106,590,2801,188,2613,163,26,137,2638,162,2476,688,106,582,533,80,453,155,26,129
95BB16,3133,100,3033,2621,59,2562,512,41,471,2636,61,2575,154,9,145,2482,52,2430,497,39,458,358,32,326,139,7,132
95BB17,3535,372,3163,2868,251,2617,667,121,546,2854,245,2609,168,19,149,2686,226,2460,681,127,554,499,102,397,182,25,157
95BB18,4212,298,3914,3350,158,3192,862,140,722,3376,144,3232,235,18,217,3141,126,3015,836,154,682,627,122,505,209,32,177
95BB19,4725,274,4451,4037,181,3856,688,93,595,4045,188,3857,226,20,206,3819,168,3651,680,86,594,462,73,389,218,13,205
95BB20,3368,436,2932,2558,224,2334,810,212,598,2572,236,2336,172,33,139,2400,203,2197,796,200,596,638,179,459,158,21,137
95BB21,4699,331,4368,3623,176,3447,1076,155,921,3671,189,3482,266,37,229,3405,152,3253,1028,142,886,810,118,692,218,24,194
95BB22,2993,669,2324,2440,486,1954,553,183,370,2332,448,1884,108,26,82,2224,422,1802,661,221,440,445,157,288,216,64,152
95BB23,2976,154,2822,2441,100,2341,535,54,481,2488,103,2385,166,12,154,2322,91,2231,488,51,437,369,42,327,119,9,110
95CC01,2376,440,1936,1888,299,1589,488,141,347,1904,290,1614,117,20,97,1787,270,1517,472,150,322,371,121,250,101,29,72
95CC02,2693,97,2596,2223,51,2172,470,46,424,2262,59,2203,128,12,116,2134,47,2087,431,38,393,342,34,308,89,4,85
95CC03,2791,829,1962,2174,574,1600,617,255,362,2147,558,1589,114,38,76,2033,520,1513,644,271,373,503,217,286,141,54,87
95CC04,2384,167,2217,1978,92,1886,406,75,331,1980,92,1888,95,12,83,1885,80,1805,404,75,329,311,63,248,93,12,81
95CC05,2749,170,2579,2213,91,2122,536,79,457,2203,92,2111,111,11,100,2092,81,2011,546,78,468,425,68,357,121,10,111
95CC06,2750,175,2575,2258,103,2155,492,72,420,2298,115,2183,144,23,121,2154,92,2062,452,60,392,348,49,299,104,11,93
95CC07,3475,153,3322,2930,85,2845,545,68,477,2943,86,2857,150,11,139,2793,75,2718,532,67,465,395,57,338,137,10,127
95CC08,2511,529,1982,1956,329,1627,555,200,355,1997,341,1656,144,43,101,1853,298,1555,514,188,326,411,157,254,103,31,72
95CC09,3323,64,3259,2866,26,2840,457,38,419,2874,28,2846,138,8,130,2736,20,2716,449,36,413,319,30,289,130,6,124
95CC10,2495,73,2422,2073,38,2035,422,35,387,2082,40,2042,110,8,102,1972,32,1940,413,33,380,312,27,285,101,6,95
95CC11,1787,380,1407,1338,209,1129,449,171,278,1306,193,1113,84,21,63,1222,172,1050,481,187,294,365,150,215,116,37,79
95CC12,2751,86,2665,2303,47,2256,448,39,409,2299,47,2252,119,10,109,2180,37,2143,452,39,413,329,29,300,123,10,113
95CC13,2474,83,2391,2036,26,2010,438,57,381,2057,29,2028,115,7,108,1942,22,1920,417,54,363,323,50,273,94,4,90
95CC14,3017,168,2849,2452,88,2364,565,80,485,2479,81,2398,147,9,138,2332,72,2260,538,87,451,418,71,347,120,16,104
95CC15,2893,147,2746,2349,83,2266,544,64,480,2357,81,2276,134,13,121,2223,68,2155,536,66,470,410,51,359,126,15,111
95CC16,2801,318,2483,2191,182,2009,610,136,474,2224,187,2037,160,27,133,2064,160,1904,577,131,446,450,109,341,127,22,105
95CC17,2724,123,2601,2288,70,2218,436,53,383,2296,75,2221,116,11,105,2180,64,2116,428,48,380,320,42,278,108,6,102
95CC18,2309,273,2036,1858,159,1699,451,114,337,1878,162,1716,120,22,98,1758,140,1618,431,111,320,331,92,239,100,19,81
95CC19,2720,158,2562,2220,72,2148,500,86,414,2239,81,2158,116,14,102,2123,67,2056,481,77,404,384,72,312,97,5,92
95CC20,2966,211,2755,2473,131,2342,493,80,413,2496,131,2365,156,19,137,2340,112,2228,470,80,390,337,61,276,133,19,114
95CC21,2925,295,2630,2357,193,2164,568,102,466,2324,191,2133,124,20,104,2200,171,2029,601,104,497,444,82,362,157,22,135
95CC22,1724,377,1347,1320,247,1073,404,130,274,1300,244,1056,84,25,59,1216,219,997,424,133,291,320,105,215,104,28,76
95DD01,2031,198,1833,1672,116,1556,359,82,277,1675,119,1556,103,20,83,1572,99,1473,356,79,277,256,62,194,100,17,83
95DD02,3872,273,3599,3261,158,3103,611,115,496,3276,172,3104,157,34,123,3119,138,2981,596,101,495,454,81,373,142,20,122
95DD03,3474,196,3278,2957,139,2818,517,57,460,3023,149,2874,182,17,165,2841,132,2709,451,47,404,335,40,295,116,7,109
95DD04,1926,714,1212,1453,484,969,473,230,243,1376,467,909,78,42,36,1298,425,873,550,247,303,395,188,207,155,59,96
95DD05,1739,560,1179,1353,416,937,386,144,242,1327,406,921,95,33,62,1232,373,859,412,154,258,291,111,180,121,43,78
95DD06,2427,138,2289,2009,79,1930,418,59,359,2032,86,1946,116,14,102,1916,72,1844,395,52,343,302,45,257,93,7,86
95DD07,3363,283,3080,2690,140,2550,673,143,530,2691,149,2542,187,35,152,2504,114,2390,672,134,538,486,108,378,186,26,160
95DD08,2083,812,1271,1523,524,999,560,288,272,1514,530,984,128,74,54,1386,456,930,569,282,287,432,214,218,137,68,69
95DD09,2572,63,2509,2162,36,2126,410,27,383,2173,34,2139,115,6,109,2058,28,2030,399,29,370,295,21,274,104,8,96
95DD10,2805,338,2467,2224,193,2031,581,145,436,2225,199,2026,148,32,116,2077,167,1910,580,139,441,433,113,320,147,26,121
95DD11,2363,709,1654,1916,519,1397,447,190,257,1895,526,1369,117,47,70,1778,479,1299,468,183,285,330,143,187,138,40,98
95DD12,2582,71,2511,2141,24,2117,441,47,394,2149,27,2122,124,9,115,2025,18,2007,433,44,389,317,38,279,116,6,110
95DD13,1743,392,1351,1367,253,1114,376,139,237,1382,267,1115,116,40,76,1266,227,1039,361,125,236,260,99,161,101,26,75
95DD14,3268,138,3130,2819,81,2738,449,57,392,2833,95,2738,141,20,121,2692,75,2617,435,43,392,308,37,271,127,6,121
95DD15,3451,135,3316,2970,84,2886,481,51,430,2991,87,2904,147,8,139,2844,79,2765,460,48,412,334,43,291,126,5,121
95DD16,2943,86,2857,2453,47,2406,490,39,451,2469,46,2423,134,7,127,2335,39,2296,474,40,434,356,32,324,118,8,110
95DD17,3461,107,3354,2934,54,2880,527,53,474,2960,57,2903,143,11,132,2817,46,2771,501,50,451,384,42,342,117,8,109
95DD18,1813,407,1406,1374,272,1102,439,135,304,1321,252,1069,86,18,68,1235,234,1001,492,155,337,353,117,236,139,38,101
95DD19,3315,262,3053,2702,150,2552,613,112,501,2696,140,2556,138,19,119,2558,121,2437,619,122,497,475,93,382,144,29,115
95DD20,1742,564,1178,1250,365,885,492,199,293,1244,365,879,105,41,64,1139,324,815,498,199,299,387,158,229,111,41,70
95DD21,2130,360,1770,1794,264,1530,336,96,240,1785,265,1520,99,24,75,1686,241,1445,345,95,250,237,72,165,108,23,85
95DD22,3118,280,2838,2478,134,2344,640,146,494,2512,165,2347,173,40,133,2339,125,2214,606,115,491,467,106,361,139,9,130
95DD23,2490,59,2431,2065,27,2038,425,32,393,2100,33,2067,137,8,129,1963,25,1938,390,26,364,288,24,264,102,2,100
95DD24,2692,262,2430,2255,168,2087,437,94,343,2248,172,2076,117,23,94,2131,149,1982,444,90,354,320,71,249,124,19,105
95EE01,1895,104,1791,1570,65,1505,325,39,286,1574,62,1512,69,5,64,1505,57,1448,321,42,279,256,34,222,65,8,57
95EE02,2095,197,1898,1703,117,1586,392,80,312,1689,105,1584,84,7,77,1605,98,1507,406,92,314,308,73,235,98,19,79
95EE03,1983,329,1654,1540,197,1343,443,132,311,1537,189,1348,90,22,68,1447,167,1280,446,140,306,353,110,243,93,30,63
95EE04,1990,153,1837,1629,96,1533,361,57,304,1615,91,1524,93,14,79,1522,77,1445,375,62,313,268,43,225,107,19,88
95EE05,1497,109,1388,1200,68,1132,297,41,256,1183,61,1122,58,0,58,1125,61,1064,314,48,266,239,41,198,75,7,68
95EE06,2278,143,2135,1916,73,1843,362,70,292,1907,82,1825,83,12,71,1824,70,1754,371,61,310,279,58,221,92,3,89
95EE07,1798,259,1539,1371,167,1204,427,92,335,1393,165,1228,98,15,83,1295,150,1145,405,94,311,329,77,252,76,17,59
95EE08,1633,196,1437,1287,124,1163,346,72,274,1309,128,1181,98,18,80,1211,110,1101,324,68,256,248,54,194,76,14,62
95EE09,1859,117,1742,1525,63,1462,334,54,280,1539,69,1470,82,11,71,1457,58,1399,320,48,272,252,43,209,68,5,63
95EE10,1797,138,1659,1525,104,1421,272,34,238,1536,103,1433,85,9,76,1451,94,1357,261,35,226,187,25,162,74,10,64
95EE11,1677,53,1624,1376,26,1350,301,27,274,1378,22,1356,72,2,70,1306,20,1286,299,31,268,229,25,204,70,6,64
95EE12,2500,454,2046,1976,289,1687,524,165,359,1936,276,1660,112,28,84,1824,248,1576,564,178,386,412,137,275,152,41,111
95EE13,1529,361,1168,1083,187,896,446,174,272,1110,197,913,104,31,73,1006,166,840,419,164,255,342,143,199,77,21,56
95EE14,2684,224,2460,2152,139,2013,532,85,447,2185,140,2045,136,12,124,2049,128,1921,499,84,415,396,73,323,103,11,92
95EE15,1728,100,1628,1394,53,1341,334,47,287,1414,64,1350,85,14,71,1329,50,1279,314,36,278,249,33,216,65,3,62
95EE16,2111,82,2029,1703,46,1657,408,36,372,1730,48,1682,112,7,105,1618,41,1577,381,34,347,296,29,267,85,5,80
95FF01,4753,236,4517,4056,182,3874,697,54,643,4085,171,3914,212,10,202,3873,161,3712,668,65,603,485,44,441,183,21,162
95FF02,2817,78,2739,2362,37,2325,455,41,414,2373,39,2334,107,6,101,2266,33,2233,444,39,405,348,35,313,96,4,92
95FF03,3006,287,2719,2434,184,2250,572,103,469,2445,182,2263,153,22,131,2292,160,2132,561,105,456,419,81,338,142,24,118
95FF04,2629,70,2559,2163,28,2135,466,42,424,2177,34,2143,107,9,98,2070,25,2045,452,36,416,359,33,326,93,3,90
95FF05,2563,394,2169,2015,226,1789,548,168,380,2034,229,1805,120,25,95,1914,204,1710,529,165,364,428,143,285,101,22,79
95FF06,4054,245,3809,3473,150,3323,581,95,486,3494,156,3338,167,22,145,3327,134,3193,560,89,471,414,73,341,146,16,130
95FF07,2763,603,2160,2123,392,1731,640,211,429,2102,395,1707,132,45,87,1970,350,1620,661,208,453,508,166,342,153,42,111
95FF08,2328,352,1976,1791,174,1617,537,178,359,1791,188,1603,116,31,85,1675,157,1518,537,164,373,421,147,274,116,17,99
95FF09,2521,352,2169,1934,199,1735,587,153,434,1921,190,1731,128,20,108,1793,170,1623,600,162,438,459,133,326,141,29,112
95FF10,3473,93,3380,2954,47,2907,519,46,473,2924,43,2881,142,9,133,2782,34,2748,549,50,499,377,37,340,172,13,159
95FF11,2582,70,2512,2150,26,2124,432,44,388,2159,29,2130,100,6,94,2059,23,2036,423,41,382,332,38,294,91,3,88
95FF12,2721,168,2553,2168,92,2076,553,76,477,2188,89,2099,139,13,126,2049,76,1973,533,79,454,414,63,351,119,16,103
95FF13,2708,123,2585,2197,51,2146,511,72,439,2221,49,2172,127,13,114,2094,36,2058,487,74,413,384,59,325,103,15,88
95FF14,2413,58,2355,2021,29,1992,392,29,363,2031,27,2004,99,5,94,1932,22,1910,382,31,351,293,24,269,89,7,82
95FF15,2680,333,2347,2103,180,1923,577,153,424,2102,189,1913,131,32,99,1971,157,1814,578,144,434,446,121,325,132,23,109
95FF16,2317,208,2109,1892,117,1775,425,91,334,1881,113,1768,110,18,92,1771,95,1676,436,95,341,315,73,242,121,22,99
95FF17,1717,442,1275,1258,249,1009,459,193,266,1259,259,1000,96,35,61,1163,224,939,458,183,275,363,158,205,95,25,70
95GG01,4845,1266,3579,3233,639,2594,1612,627,985,3334,660,2674,328,99,229,3006,561,2445,1511,606,905,1284,528,756,227,78,149
95GG02,5987,3598,2389,4141,2408,1733,1846,1190,656,4060,2361,1699,281,185,96,3779,2176,1603,1927,1237,690,1565,1005,560,362,232,130
95GG03,5857,859,4998,4821,524,4297,1036,335,701,4861,539,4322,305,83,222,4556,456,4100,996,320,676,731,252,479,265,68,197
95GG04,4908,2438,2470,3430,1563,1867,1478,875,603,3374,1507,1867,250,120,130,3124,1387,1737,1534,931,603,1228,755,473,306,176,130
95GG05,5892,1942,3950,4989,1495,3494,903,447,456,4924,1461,3463,229,99,130,4695,1362,3333,968,481,487,674,348,326,294,133,161
95GG06,5567,1505,4062,4240,1019,3221,1327,486,841,4157,967,3190,262,78,184,3895,889,3006,1410,538,872,1065,408,657,345,130,215
95GG07,5467,2637,2830,4000,1820,2180,1467,817,650,3955,1779,2176,258,130,128,3697,1649,2048,1512,858,654,1209,687,522,303,171,132
95GG08,4910,1222,3688,3787,792,2995,1123,430,693,3753,764,2989,236,63,173,3517,701,2816,1157,458,699,887,367,520,270,91,179
95GG09,6055,990,5065,4839,618,4221,1216,372,844,4843,590,4253,333,71,262,4510,519,3991,1212,400,812,883,301,582,329,99,230
95GG10,3997,1910,2087,3100,1374,1726,897,536,361,2949,1269,1680,136,66,70,2813,1203,1610,1048,641,407,761,470,291,287,171,116
95GG11,5389,1784,3605,4209,1196,3013,1180,588,592,4129,1150,2979,251,94,157,3878,1056,2822,1260,634,626,929,494,435,331,140,191
95GG12,8726,3978,4748,7697,3354,4343,1029,624,405,7582,3287,4295,281,145,136,7301,3142,4159,1144,691,453,748,479,269,396,212,184
95GG13,4697,1119,3578,3605,647,2958,1092,472,620,3591,633,2958,244,82,162,3347,551,2796,1106,486,620,848,390,458,258,96,162
95GG14,4820,400,4420,4020,254,3766,800,146,654,4116,270,3846,263,41,222,3853,229,3624,704,130,574,537,105,432,167,25,142
95GG15,5690,637,5053,4655,355,4300,1035,282,753,4678,375,4303,293,65,228,4385,310,4075,1012,262,750,742,217,525,270,45,225
95GG16,5366,1416,3950,4256,947,3309,1110,469,641,4228,929,3299,242,87,155,3986,842,3144,1138,487,651,868,382,486,270,105,165
95GG17,5330,1755,3575,4008,1170,2838,1322,585,737,3936,1152,2784,256,110,146,3680,1042,2638,1394,603,791,1066,475,591,328,128,200
95GG18,4975,2691,2284,3528,1810,1718,1447,881,566,3471,1770,1701,198,111,87,3273,1659,1614,1504,921,583,1249,770,479,255,151,104
95GG19,4524,2474,2050,2821,1367,1454,1703,1107,596,2754,1322,1432,249,142,107,2505,1180,1325,1770,1152,618,1454,965,489,316,187,129
95GG20,4792,2401,2391,3433,1575,1858,1359,826,533,3358,1525,1833,218,127,91,3140,1398,1742,1434,876,558,1141,699,442,293,177,116
95GG21,5079,3322,1757,3371,2096,1275,1708,1226,482,3335,2078,1257,234,172,62,3101,1906,1195,1744,1244,500,1474,1054,420,270,190,80
95GG22,5290,1456,3834,3798,832,2966,1492,624,868,3806,825,2981,294,98,196,3512,727,2785,1484,631,853,1198,526,672,286,105,181
95GG23,4499,424,4075,3684,206,3478,815,218,597,3768,232,3536,228,46,182,3540,186,3354,731,192,539,587,172,415,144,20,124
95GG24,4364,978,3386,3434,623,2811,930,355,575,3430,626,2804,207,71,136,3223,555,2668,934,352,582,723,284,439,211,68,143
95GG25,5527,1790,3737,3995,1095,2900,1532,695,837,4028,1081,2947,274,95,179,3754,986,2768,1499,709,790,1258,600,658,241,109,132
95GG26,3675,1513,2162,2586,1001,1585,1089,512,577,2545,953,1592,187,68,119,2358,885,1473,1130,560,570,902,444,458,228,116,112
95GG27,6406,1961,4445,4706,1253,3453,1700,708,992,4680,1235,3445,299,107,192,4381,1128,3253,1726,726,1000,1401,601,800,325,125,200
95GG28,5635,1599,4036,4241,1034,3207,1394,565,829,4151,986,3165,273,89,184,3878,897,2981,1484,613,871,1121,476,645,363,137,226
95GG29,5004,1989,3015,3824,1328,2496,1180,661,519,3785,1301,2484,220,101,119,3565,1200,2365,1219,688,531,960,560,400,259,128,131
95GG30,4827,706,4121,3810,378,3432,1017,328,689,3809,381,3428,246,53,193,3563,328,3235,1018,325,693,771,275,496,247,50,197
95GG31,6519,1658,4861,4899,1082,3817,1620,576,1044,4897,1081,3816,311,98,213,4586,983,3603,1622,577,1045,1309,478,831,313,99,214
95GG32,6391,1867,4524,4871,1240,3631,1520,627,893,4818,1206,3612,275,86,189,4543,1120,3423,1573,661,912,1245,541,704,328,120,208
95GG33,5452,452,5000,4819,319,4500,633,133,500,4908,334,4574,249,45,204,4659,289,4370,544,118,426,384,88,296,160,30,130
95GG34,4866,718,4148,3949,425,3524,917,293,624,3929,425,3504,218,56,162,3711,369,3342,937,293,644,699,237,462,238,56,182
95GG35,4869,2987,1882,3167,1840,1327,1702,1147,555,3103,1782,1321,230,131,99,2873,1651,1222,1766,1205,561,1472,1016,456,294,189,105
95GG36,5619,741,4878,4471,390,4081,1148,351,797,4492,420,4072,290,76,214,4202,344,3858,1127,321,806,858,275,583,269,46,223
95GG37,5891,1018,4873,5055,745,4310,836,273,563,5025,737,4288,224,51,173,4801,686,4115,866,281,585,612,222,390,254,59,195
95GG38,6379,865,5514,5353,493,4860,1026,372,654,5397,511,4886,304,78,226,5093,433,4660,982,354,628,722,294,428,260,60,200
95GG39,7172,3882,3290,5248,2619,2629,1924,1263,661,5100,2508,2592,314,176,138,4786,2332,2454,2072,1374,698,1610,1087,523,462,287,175
95GG40,3705,2074,1631,2435,1257,1178,1270,817,453,2358,1195,1163,209,119,90,2149,1076,1073,1347,879,468,1061,698,363,286,181,105
95GG41,5272,375,4897,4425,215,4210,847,160,687,4532,240,4292,300,43,257,4232,197,4035,740,135,605,547,117,430,193,18,175
95GG42,6592,872,5720,5936,714,5222,656,158,498,5992,726,5266,281,63,218,5711,663,5048,600,146,454,375,95,280,225,51,174
95GG43,4783,1311,3472,3683,826,2857,1100,485,615,3636,821,2815,229,88,141,3407,733,2674,1147,490,657,871,397,474,276,93,183
95GG44,5591,2821,2770,4179,1937,2242,1412,884,528,3989,1812,2177,228,132,96,3761,1680,2081,1602,1009,593,1184,752,432,418,257,161
95GG45,4817,1053,3764,3751,646,3105,1066,407,659,3787,649,3138,280,76,204,3507,573,2934,1030,404,626,786,331,455,244,73,171
95GG46,5204,2448,2756,3556,1562,1994,1648,886,762,3522,1562,1960,259,138,121,3263,1424,1839,1682,886,796,1389,748,641,293,138,155
95GG47,5764,2907,2857,4054,1844,2210,1710,1063,647,4028,1825,2203,293,162,131,3735,1663,2072,1736,1082,654,1417,901,516,319,181,138
95GG48,5601,3048,2553,3840,2002,1838,1761,1046,715,3848,1994,1854,270,142,128,3578,1852,1726,1753,1054,699,1491,904,587,262,150,112
95GG49,8036,3029,5007,7240,2614,4626,796,415,381,7082,2531,4551,197,95,102,6885,2436,4449,954,498,456,599,320,279,355,178,177
95GG50,5445,2510,2935,4172,1745,2427,1273,765,508,4072,1708,2364,266,144,122,3806,1564,2242,1373,802,571,1007,621,386,366,181,185
95GG51,4073,2099,1974,2650,1261,1389,1423,838,585,2537,1200,1337,183,111,72,2354,1089,1265,1536,899,637,1240,727,513,296,172,124
95HH01,1981,264,1717,1553,153,1400,428,111,317,1585,156,1429,117,17,100,1468,139,1329,396,108,288,311,94,217,85,14,71
95HH02,2962,126,2836,2510,85,2425,452,41,411,2518,85,2433,135,7,128,2383,78,2305,444,41,403,317,34,283,127,7,120
95HH03,1663,174,1489,1257,70,1187,406,104,302,1302,88,1214,122,27,95,1180,61,1119,361,86,275,284,77,207,77,9,68
95HH04,3067,143,2924,2461,74,2387,606,69,537,2480,79,2401,149,13,136,2331,66,2265,587,64,523,457,56,401,130,8,122
95HH05,2171,637,1534,1711,429,1282,460,208,252,1693,427,1266,103,39,64,1590,388,1202,478,210,268,357,169,188,121,41,80
95HH06,4788,295,4493,4128,194,3934,660,101,559,4116,196,3920,185,22,163,3931,174,3757,672,99,573,475,79,396,197,20,177
95HH07,1493,429,1064,1088,243,845,405,186,219,1089,242,847,88,37,51,1001,205,796,404,187,217,317,149,168,87,38,49
95HH08,2553,216,2337,2104,131,1973,449,85,364,2103,138,1965,134,21,113,1969,117,1852,450,78,372,315,64,251,135,14,121
95HH09,2543,838,1705,1819,476,1343,724,362,362,1814,503,1311,164,81,83,1650,422,1228,729,335,394,560,281,279,169,54,115
95HH10,2488,145,2343,2112,80,2032,376,65,311,2151,88,2063,111,14,97,2040,74,1966,337,57,280,265,51,214,72,6,66
95HH11,1366,444,922,1006,297,709,360,147,213,990,297,693,87,38,49,903,259,644,376,147,229,273,109,164,103,38,65
95HH12,1552,228,1324,1210,173,1037,342,55,287,1211,169,1042,91,15,76,1120,154,966,341,59,282,251,40,211,90,19,71
95HH13,1407,469,938,1077,334,743,330,135,195,1009,322,687,52,25,27,957,297,660,398,147,251,278,110,168,120,37,83
95HH14,1530,504,1026,1027,297,730,503,207,296,1009,286,723,99,31,68,910,255,655,521,218,303,404,176,228,117,42,75
95HH15,2585,436,2149,2002,236,1766,583,200,383,2028,241,1787,143,33,110,1885,208,1677,557,195,362,440,167,273,117,28,89
95HH16,2159,245,1914,1738,152,1586,421,93,328,1755,147,1608,123,15,108,1632,132,1500,404,98,306,298,78,220,106,20,86
95HH17,2477,112,2365,2099,73,2026,378,39,339,2068,67,2001,88,2,86,1980,65,1915,409,45,364,290,37,253,119,8,111
95II01,3066,159,2907,2542,90,2452,524,69,455,2503,82,2421,124,5,119,2379,77,2302,563,77,486,400,64,336,163,13,150
95II02,4600,462,4138,3763,250,3513,837,212,625,3804,264,3540,240,46,194,3564,218,3346,796,198,598,597,166,431,199,32,167
95II03,3523,146,3377,3123,92,3031,400,54,346,3137,96,3041,126,9,117,3011,87,2924,386,50,336,274,45,229,112,5,107
95II04,4245,548,3697,3505,359,3146,740,189,551,3457,342,3115,164,25,139,3293,317,2976,788,206,582,576,164,412,212,42,170
95II05,3412,213,3199,2813,109,2704,599,104,495,2855,124,2731,193,29,164,2662,95,2567,557,89,468,406,75,331,151,14,137
95II06,3398,191,3207,2928,128,2800,470,63,407,2963,132,2831,156,14,142,2807,118,2689,435,59,376,314,49,265,121,10,111
95II07,2077,678,1399,1486,377,1109,591,301,290,1463,365,1098,111,43,68,1352,322,1030,614,313,301,480,258,222,134,55,79
95II08,2417,396,2021,1878,210,1668,539,186,353,1896,226,1670,140,39,101,1756,187,1569,521,170,351,399,147,252,122,23,99
95II09,3347,313,3034,2734,166,2568,613,147,466,2775,188,2587,176,39,137,2599,149,2450,572,125,447,437,108,329,135,17,118
