GeographyCode,KS401NI0001,KS401NI0002,KS401NI0003,KS401NI0004,KS401NI0005,KS401NI0006,KS401NI0007,KS401NI0008,KS401NI0009,KS401NI0010,KS401NI0011,KS401NI0012,KS401NI0013,KS401NI0014,KS401NI0015,KS401NI0016,KS401NI0017,KS401NI0018,KS401NI0019,KS401NI0020
95BB18,1759,1759,0,1759,1638,121,746,625,342,28,10,5,3,42.41,35.53,19.44,1.59,0.57,0.28,0.17
95BB19,1771,1771,0,1771,1724,47,706,833,189,39,4,0,0,39.86,47.04,10.67,2.20,0.23,0,0
95BB20,1441,1441,0,1441,1290,151,511,311,527,75,4,12,1,35.46,21.58,36.57,5.20,0.28,0.83,0.07
95BB21,2077,2077,0,2077,1821,256,993,607,406,65,2,2,2,47.81,29.22,19.55,3.13,0.10,0.10,0.10
95BB22,1239,1239,0,1239,1194,45,158,355,510,216,0,0,0,12.75,28.65,41.16,17.43,0,0,0
95BB23,1185,1185,0,1185,1161,24,704,409,53,17,1,1,0,59.41,34.51,4.47,1.43,0.08,0.08,0
95CC01,956,956,0,956,904,52,271,282,311,77,7,8,0,28.35,29.50,32.53,8.05,0.73,0.84,0
95CC02,931,931,0,931,875,56,783,121,24,0,0,0,3,84.10,13.00,2.58,0,0,0,0.32
95CC03,1200,1200,0,1200,1127,73,172,329,477,182,27,13,0,14.33,27.42,39.75,15.17,2.25,1.08,0
95CC04,891,891,0,891,790,101,652,113,117,1,0,0,8,73.18,12.68,13.13,0.11,0,0,0.90
95CC05,1021,1021,0,1021,954,67,715,180,101,11,8,0,6,70.03,17.63,9.89,1.08,0.78,0,0.59
95CC06,1150,1150,0,1150,1096,54,575,471,82,17,5,0,0,50.00,40.96,7.13,1.48,0.43,0,0
95CC07,1234,1234,0,1234,1108,126,917,243,41,23,3,0,7,74.31,19.69,3.32,1.86,0.24,0,0.57
95CC08,1056,1056,0,1056,990,66,255,377,363,54,0,7,0,24.15,35.70,34.38,5.11,0,0.66,0
95CC09,1290,1290,0,1290,1190,100,892,274,102,3,9,0,10,69.15,21.24,7.91,0.23,0.70,0,0.78
95CC10,974,974,0,974,901,73,722,159,87,0,2,0,4,74.13,16.32,8.93,0,0.21,0,0.41
95CC11,896,896,0,896,786,110,153,305,344,60,16,18,0,17.08,34.04,38.39,6.70,1.79,2.01,0
95CC12,959,959,0,959,890,69,754,126,58,2,2,3,14,78.62,13.14,6.05,0.21,0.21,0.31,1.46
95CC13,869,869,0,869,817,52,614,170,76,1,3,2,3,70.66,19.56,8.75,0.12,0.35,0.23,0.35
95CC14,1192,1192,0,1192,1132,60,663,363,165,0,1,0,0,55.62,30.45,13.84,0,0.08,0,0
95CC15,1092,1092,0,1092,1007,85,757,203,121,3,4,0,4,69.32,18.59,11.08,0.27,0.37,0,0.37
95CC16,1126,1126,0,1126,1076,50,517,269,295,34,1,6,4,45.91,23.89,26.20,3.02,0.09,0.53,0.36
95CC17,971,971,0,971,897,74,668,108,181,2,1,1,10,68.80,11.12,18.64,0.21,0.10,0.10,1.03
95CC18,1017,1017,0,1017,937,80,510,242,178,58,3,25,1,50.15,23.80,17.50,5.70,0.29,2.46,0.10
95CC19,1053,1053,0,1053,981,72,702,186,148,7,1,3,6,66.67,17.66,14.06,0.66,0.09,0.28,0.57
95CC20,1165,1165,0,1165,1127,38,543,428,146,39,6,3,0,46.61,36.74,12.53,3.35,0.52,0.26,0
95CC21,1237,1237,0,1237,1167,70,541,317,298,64,7,10,0,43.73,25.63,24.09,5.17,0.57,0.81,0
95CC22,911,911,0,911,842,69,111,290,350,141,15,4,0,12.18,31.83,38.42,15.48,1.65,0.44,0
95DD01,881,881,0,881,836,45,546,198,87,46,4,0,0,61.98,22.47,9.88,5.22,0.45,0,0
95DD02,1533,1533,0,1533,1490,43,639,539,277,73,3,0,2,41.68,35.16,18.07,4.76,0.20,0,0.13
95DD03,1431,1431,0,1431,1389,42,727,494,142,60,7,1,0,50.80,34.52,9.92,4.19,0.49,0.07,0
95DD04,886,886,0,886,859,27,90,195,439,160,2,0,0,10.16,22.01,49.55,18.06,0.23,0,0
95DD05,705,705,0,705,685,20,105,203,368,29,0,0,0,14.89,28.79,52.20,4.11,0,0,0
95DD06,967,967,0,967,944,23,783,155,17,11,1,0,0,80.97,16.03,1.76,1.14,0.10,0,0
95DD07,1467,1467,0,1467,1412,55,628,354,337,137,5,6,0,42.81,24.13,22.97,9.34,0.34,0.41,0
95DD08,1098,1098,0,1098,1041,57,66,216,442,314,50,10,0,6.01,19.67,40.26,28.60,4.55,0.91,0
95DD09,981,981,0,981,929,52,832,97,46,1,0,1,4,84.81,9.89,4.69,0.10,0,0.10,0.41
95DD10,1224,1224,0,1224,1180,44,437,322,397,61,3,2,2,35.70,26.31,32.43,4.98,0.25,0.16,0.16
95DD11,974,974,0,974,955,19,174,138,540,112,9,1,0,17.86,14.17,55.44,11.50,0.92,0.10,0
95DD12,934,934,0,934,890,44,734,158,33,2,1,2,4,78.59,16.92,3.53,0.21,0.11,0.21,0.43
95DD13,768,768,0,768,741,27,91,334,225,110,4,4,0,11.85,43.49,29.30,14.32,0.52,0.52,0
95DD14,1288,1288,0,1288,1233,55,736,369,140,36,3,3,1,57.14,28.65,10.87,2.80,0.23,0.23,0.08
95DD15,1228,1228,0,1228,1174,54,848,218,143,9,4,3,3,69.06,17.75,11.64,0.73,0.33,0.24,0.24
95DD16,1092,1092,0,1092,1019,73,906,118,54,4,2,0,8,82.97,10.81,4.95,0.37,0.18,0,0.73
95DD17,1207,1207,0,1207,1148,59,981,151,61,6,0,1,7,81.28,12.51,5.05,0.50,0,0.08,0.58
95DD18,933,933,0,933,873,60,172,291,374,73,13,10,0,18.44,31.19,40.09,7.82,1.39,1.07,0
95DD19,1319,1319,0,1319,1275,44,611,414,277,6,0,9,2,46.32,31.39,21.00,0.45,0,0.68,0.15
95DD20,866,866,0,866,826,40,44,157,382,277,1,5,0,5.08,18.13,44.11,31.99,0.12,0.58,0
95DD21,927,927,0,927,891,36,337,256,257,66,10,1,0,36.35,27.62,27.72,7.12,1.08,0.11,0
95DD22,1209,1209,0,1209,1156,53,744,263,134,48,9,11,0,61.54,21.75,11.08,3.97,0.74,0.91,0
95DD23,950,950,0,950,881,69,837,78,21,5,4,0,5,88.11,8.21,2.21,0.53,0.42,0,0.53
95DD24,1005,1005,0,1005,990,15,376,550,42,31,5,0,1,37.41,54.73,4.18,3.08,0.50,0,0.10
95EE01,600,600,0,600,592,8,370,188,36,0,3,1,2,61.67,31.33,6.00,0,0.50,0.17,0.33
95EE02,823,823,0,823,790,33,440,303,73,2,0,3,2,53.46,36.82,8.87,0.24,0,0.36,0.24
95EE03,838,838,0,838,808,30,443,207,145,37,5,1,0,52.86,24.70,17.30,4.42,0.60,0.12,0
95EE04,758,758,0,758,736,22,312,377,62,4,0,3,0,41.16,49.74,8.18,0.53,0,0.40,0
95EE05,600,600,0,600,577,23,336,234,15,12,1,0,2,56.00,39.00,2.50,2.00,0.17,0,0.33
95EE06,712,712,0,712,692,20,426,228,51,3,1,2,1,59.83,32.02,7.16,0.42,0.14,0.28,0.14
95EE07,767,767,0,767,740,27,233,441,92,0,0,0,1,30.38,57.50,11.99,0,0,0,0.13
95EE08,777,777,0,777,711,66,412,147,117,74,16,11,0,53.02,18.92,15.06,9.52,2.06,1.42,0
95EE09,632,632,0,632,605,27,445,143,36,2,1,1,4,70.41,22.63,5.70,0.32,0.16,0.16,0.63
95EE10,619,619,0,619,598,21,378,156,75,4,2,2,2,61.07,25.20,12.12,0.65,0.32,0.32,0.32
95EE11,567,567,0,567,551,16,435,123,3,1,1,0,4,76.72,21.69,0.53,0.18,0.18,0,0.71
95EE12,1095,1095,0,1095,1059,36,269,511,247,66,2,0,0,24.57,46.67,22.56,6.03,0.18,0,0
95EE13,784,783,1,785,718,67,256,123,235,143,17,11,0,32.61,15.67,29.94,18.22,2.17,1.40,0
95EE14,1060,1060,0,1060,1016,44,590,388,77,2,2,0,1,55.66,36.60,7.26,0.19,0.19,0,0.09
95EE15,628,628,0,628,606,22,378,237,12,0,0,0,1,60.19,37.74,1.91,0,0,0,0.16
95EE16,757,757,0,757,709,48,482,258,10,0,0,3,4,63.67,34.08,1.32,0,0,0.40,0.53
95FF01,1795,1795,0,1795,1740,55,980,486,293,35,1,0,0,54.60,27.08,16.32,1.95,0.06,0,0
95FF02,1007,1007,0,1007,923,84,821,98,66,1,2,1,18,81.53,9.73,6.55,0.10,0.20,0.10,1.79
95FF03,1216,1216,0,1216,1169,47,200,659,319,36,2,0,0,16.45,54.19,26.23,2.96,0.16,0,0
95FF04,920,920,0,920,862,58,789,76,48,1,2,0,4,85.76,8.26,5.22,0.11,0.22,0,0.43
95FF05,1193,1192,1,1195,1119,76,329,332,447,67,8,12,0,27.53,27.78,37.41,5.61,0.67,1.00,0
95FF06,1608,1608,0,1608,1540,68,840,384,288,89,5,2,0,52.24,23.88,17.91,5.53,0.31,0.12,0
95FF07,1222,1222,0,1222,1154,68,181,335,543,160,2,1,0,14.81,27.41,44.44,13.09,0.16,0.08,0
95FF08,1040,1040,0,1040,993,47,382,309,214,127,3,5,0,36.73,29.71,20.58,12.21,0.29,0.48,0
95FF09,1066,1066,0,1066,1000,66,391,243,374,38,12,8,0,36.68,22.80,35.08,3.56,1.13,0.75,0
95FF10,1309,1309,0,1309,1216,93,936,194,152,11,4,1,11,71.50,14.82,11.61,0.84,0.31,0.08,0.84
95FF11,938,938,0,938,873,65,813,57,55,1,0,0,12,86.67,6.08,5.86,0.11,0,0,1.28
95FF12,1059,1059,0,1059,1018,41,567,286,198,6,0,0,2,53.54,27.01,18.70,0.57,0,0,0.19
95FF13,1019,1019,0,1019,977,42,611,201,193,3,5,2,4,59.96,19.73,18.94,0.29,0.49,0.20,0.39
95FF14,953,953,0,953,862,91,844,25,80,1,0,0,3,88.56,2.62,8.39,0.10,0,0,0.31
95FF15,1136,1136,0,1136,1073,63,275,471,341,30,2,16,1,24.21,41.46,30.02,2.64,0.18,1.41,0.09
95FF16,976,976,0,976,927,49,515,176,201,78,4,0,2,52.77,18.03,20.59,7.99,0.41,0,0.20
95FF17,919,919,0,919,857,62,121,135,518,117,6,22,0,13.17,14.69,56.37,12.73,0.65,2.39,0
95GG01,2054,2053,1,2055,2004,51,133,930,733,247,4,8,0,6.47,45.26,35.67,12.02,0.19,0.39,0
95GG02,2697,2697,0,2697,2568,129,138,240,2057,234,26,1,1,5.12,8.90,76.27,8.68,0.96,0.04,0.04
95GG03,2816,2815,1,2819,2667,152,265,1148,872,432,98,4,0,9.40,40.72,30.93,15.32,3.48,0.14,0
95GG04,2450,2450,0,2450,2297,153,107,209,1443,651,36,4,0,4.37,8.53,58.90,26.57,1.47,0.16,0
95GG05,3053,3052,1,3056,2800,256,76,496,1789,605,80,10,0,2.49,16.23,58.54,19.80,2.62,0.33,0
95GG06,2485,2485,0,2485,2381,104,202,1681,532,61,5,4,0,8.13,67.65,21.41,2.45,0.20,0.16,0
95GG07,2409,2409,0,2409,2269,140,102,463,1522,284,23,13,2,4.23,19.22,63.18,11.79,0.95,0.54,0.08
95GG08,2312,2312,0,2312,2151,161,338,1220,408,330,2,14,0,14.62,52.77,17.65,14.27,0.09,0.61,0
95GG09,2738,2738,0,2738,2604,134,537,1225,634,320,14,8,0,19.61,44.74,23.16,11.69,0.51,0.29,0
95GG10,2220,2220,0,2220,2017,203,80,149,1842,137,12,0,0,3.60,6.71,82.97,6.17,0.54,0,0
95GG11,2865,2864,1,2866,2686,180,137,676,1643,352,44,13,1,4.78,23.59,57.33,12.28,1.54,0.45,0.03
95GG12,4488,4479,9,4508,3429,1079,114,226,1955,944,1233,36,0,2.53,5.01,43.37,20.94,27.35,0.80,0
95GG13,2237,2237,0,2237,2116,121,340,784,572,516,23,1,1,15.20,35.05,25.57,23.07,1.03,0.04,0.04
95GG14,1860,1860,0,1860,1817,43,934,754,85,73,13,1,0,50.22,40.54,4.57,3.92,0.70,0.05,0
95GG15,2669,2668,1,2670,2544,126,778,946,477,455,12,2,0,29.14,35.43,17.87,17.04,0.45,0.07,0
95GG16,2390,2386,4,2397,2230,167,201,677,888,377,250,4,0,8.39,28.24,37.05,15.73,10.43,0.17,0
95GG17,2237,2237,0,2237,2137,100,303,1234,592,93,14,1,0,13.54,55.16,26.46,4.16,0.63,0.04,0
95GG18,2283,2283,0,2283,2143,140,72,295,1556,337,15,7,1,3.15,12.92,68.16,14.76,0.66,0.31,0.04
95GG19,2364,2363,1,2366,2239,127,152,502,1334,356,16,6,0,6.42,21.22,56.38,15.05,0.68,0.25,0
95GG20,2877,2875,2,2879,2359,520,123,418,1213,1071,39,15,0,4.27,14.52,42.13,37.20,1.35,0.52,0
95GG21,2417,2417,0,2417,2262,155,130,266,1407,578,24,12,0,5.38,11.01,58.21,23.91,0.99,0.50,0
95GG22,2282,2282,0,2282,2208,74,167,1186,652,262,10,5,0,7.32,51.97,28.57,11.48,0.44,0.22,0
95GG23,1878,1878,0,1878,1821,57,509,870,327,162,5,5,0,27.10,46.33,17.41,8.63,0.27,0.27,0
95GG24,2092,2092,0,2092,1945,147,324,570,974,195,25,4,0,15.49,27.25,46.56,9.32,1.20,0.19,0
95GG25,2236,2236,0,2236,2194,42,164,680,920,448,21,3,0,7.33,30.41,41.14,20.04,0.94,0.13,0
95GG26,1753,1753,0,1753,1654,99,124,547,962,113,6,1,0,7.07,31.20,54.88,6.45,0.34,0.06,0
95GG27,2559,2559,0,2559,2467,92,196,705,1085,563,6,4,0,7.66,27.55,42.40,22.00,0.23,0.16,0
95GG28,2411,2411,0,2411,2325,86,223,1014,940,224,10,0,0,9.25,42.06,38.99,9.29,0.41,0,0
95GG29,2923,2922,1,2924,2430,494,86,413,1406,972,34,13,0,2.94,14.12,48.08,33.24,1.16,0.44,0
95GG30,2172,2172,0,2172,2083,89,376,1116,339,306,33,2,0,17.31,51.38,15.61,14.09,1.52,0.09,0
95GG31,2516,2516,0,2516,2463,53,120,1298,794,287,16,1,0,4.77,51.59,31.56,11.41,0.64,0.04,0
95GG32,2801,2800,1,2804,2649,155,383,1173,1077,153,7,1,10,13.66,41.83,38.41,5.46,0.25,0.04,0.36
95GG33,2371,2371,0,2371,2195,176,1024,469,362,417,74,25,0,43.19,19.78,15.27,17.59,3.12,1.05,0
95GG34,2102,2102,0,2102,1999,103,237,1030,498,326,7,4,0,11.27,49.00,23.69,15.51,0.33,0.19,0
95GG35,2446,2444,2,2449,2244,205,98,229,1315,771,27,9,0,4.00,9.35,53.70,31.48,1.10,0.37,0
95GG36,2586,2586,0,2586,2481,105,157,1809,430,178,5,7,0,6.07,69.95,16.63,6.88,0.19,0.27,0
95GG37,2813,2813,0,2813,2687,126,280,985,1038,462,41,7,0,9.95,35.02,36.90,16.42,1.46,0.25,0
95GG38,3044,3042,2,3046,2915,131,288,1165,648,843,93,8,1,9.46,38.25,21.27,27.68,3.05,0.26,0.03
95GG39,4025,4023,2,4029,3616,413,111,201,1723,1922,56,16,0,2.76,4.99,42.76,47.70,1.39,0.40,0
95GG40,1996,1996,0,1996,1861,135,153,338,1203,288,7,5,2,7.67,16.93,60.27,14.43,0.35,0.25,0.10
95GG41,2289,2289,0,2289,2173,116,1304,492,156,276,59,2,0,56.97,21.49,6.82,12.06,2.58,0.09,0
95GG42,2769,2768,1,2773,2606,167,711,938,574,427,116,7,0,25.64,33.83,20.70,15.40,4.18,0.25,0
95GG43,2444,2444,0,2444,2316,128,91,545,1464,312,32,0,0,3.72,22.30,59.90,12.77,1.31,0,0
95GG44,2880,2879,1,2881,2705,176,116,221,1859,603,68,14,0,4.03,7.67,64.53,20.93,2.36,0.49,0
95GG45,2199,2198,1,2200,2129,71,645,515,707,317,10,6,0,29.32,23.41,32.14,14.41,0.45,0.27,0
95GG46,1957,1957,0,1957,1932,25,111,797,908,131,5,4,1,5.67,40.73,46.40,6.69,0.26,0.20,0.05
95GG47,3168,3163,5,3176,2641,535,101,365,1423,870,385,31,1,3.18,11.49,44.80,27.39,12.12,0.98,0.03
95GG48,2081,2081,0,2081,2051,30,107,472,1352,142,8,0,0,5.14,22.68,64.97,6.82,0.38,0,0
95GG49,3841,3838,3,3847,3351,496,162,369,1780,967,517,52,0,4.21,9.59,46.27,25.14,13.44,1.35,0
95GG50,2844,2844,0,2844,2653,191,80,216,2209,273,53,13,0,2.81,7.59,77.67,9.60,1.86,0.46,0
95GG51,2289,2289,0,2289,2081,208,112,573,1408,176,13,7,0,4.89,25.03,61.51,7.69,0.57,0.31,0
95HH01,925,925,0,925,890,35,278,253,254,128,7,5,0,30.05,27.35,27.46,13.84,0.76,0.54,0
95HH02,1076,1076,0,1076,1063,13,569,484,15,7,1,0,0,52.88,44.98,1.39,0.65,0.09,0,0
95HH03,750,750,0,750,726,24,524,120,79,27,0,0,0,69.87,16.00,10.53,3.60,0,0,0
95HH04,1169,1169,0,1169,1160,9,671,411,42,44,1,0,0,57.40,35.16,3.59,3.76,0.09,0,0
95HH05,939,939,0,939,908,31,95,195,552,92,5,0,0,10.12,20.77,58.79,9.80,0.53,0,0
95HH06,1711,1711,0,1711,1682,29,1051,484,118,42,5,8,3,61.43,28.29,6.90,2.45,0.29,0.47,0.18
95HH07,775,775,0,775,733,42,70,99,344,255,7,0,0,9.03,12.77,44.39,32.90,0.90,0,0
95HH08,1158,1158,0,1158,1083,75,488,282,194,179,15,0,0,42.14,24.35,16.75,15.46,1.30,0,0
95HH09,1590,1590,0,1590,1423,167,87,234,588,614,37,29,1,5.47,14.72,36.98,38.62,2.33,1.82,0.06
95HH10,983,983,0,983,945,38,548,185,213,36,1,0,0,55.75,18.82,21.67,3.66,0.10,0,0
95HH11,670,670,0,670,655,15,56,147,344,119,3,1,0,8.36,21.94,51.34,17.76,0.45,0.15,0
95HH12,637,637,0,637,626,11,198,322,111,6,0,0,0,31.08,50.55,17.43,0.94,0,0,0
95HH13,637,637,0,637,614,23,25,92,482,38,0,0,0,3.92,14.44,75.67,5.97,0,0,0
95HH14,789,789,0,789,764,25,56,138,431,159,1,4,0,7.10,17.49,54.63,20.15,0.13,0.51,0
95HH15,1111,1111,0,1111,1083,28,257,327,362,159,5,1,0,23.13,29.43,32.58,14.31,0.45,0.09,0
95HH16,963,963,0,963,917,46,401,237,212,87,19,7,0,41.64,24.61,22.01,9.03,1.97,0.73,0
95HH17,959,959,0,959,928,31,550,306,76,22,0,1,4,57.35,31.91,7.92,2.29,0,0.10,0.42
95II01,1305,1305,0,1305,1260,45,601,522,101,76,5,0,0,46.05,40.00,7.74,5.82,0.38,0,0
95II02,1977,1977,0,1977,1911,66,688,451,440,389,7,2,0,34.80,22.81,22.26,19.68,0.35,0.10,0
95II03,1339,1339,0,1339,1304,35,327,944,20,38,10,0,0,24.42,70.50,1.49,2.84,0.75,0,0
95II04,1732,1732,0,1732,1672,60,444,567,550,164,6,1,0,25.64,32.74,31.76,9.47,0.35,0.06,0
95II05,1332,1332,0,1332,1301,31,613,489,136,91,3,0,0,46.02,36.71,10.21,6.83,0.23,0,0
95II06,1324,1324,0,1324,1285,39,648,531,76,67,0,0,2,48.94,40.11,5.74,5.06,0,0,0.15
95II07,1049,1049,0,1049,991,58,35,127,539,345,3,0,0,3.34,12.11,51.38,32.89,0.29,0,0
95II08,1118,1118,0,1118,1073,45,32,634,225,222,3,2,0,2.86,56.71,20.13,19.86,0.27,0.18,0
95II09,1507,1506,1,1509,1417,92,204,916,189,185,3,12,0,13.52,60.70,12.52,12.26,0.20,0.80,0
95II10,1179,1179,0,1179,1144,35,95,192,674,213,4,1,0,8.06,16.28,57.17,18.07,0.34,0.08,0
95II11,1082,1082,0,1082,1055,27,292,709,14,64,3,0,0,26.99,65.53,1.29,5.91,0.28,0,0
95II12,1052,1052,0,1052,1007,45,534,407,24,77,2,8,0,50.76,38.69,2.28,7.32,0.19,0.76,0
95II13,1306,1306,0,1306,1253,53,182,402,360,356,3,3,0,13.94,30.78,27.57,27.26,0.23,0.23,0
95II14,1059,1059,0,1059,1026,33,449,535,49,25,0,0,1,42.40,50.52,4.63,2.36,0,0,0.09
95II15,1338,1338,0,1338,1319,19,608,643,46,36,3,2,0,45.44,48.06,3.44,2.69,0.22,0.15,0
95II16,926,926,0,926,890,36,30,574,257,65,0,0,0,3.24,61.99,27.75,7.02,0,0,0
95II17,1248,1248,0,1248,1190,58,217,435,252,338,3,3,0,17.39,34.86,20.19,27.08,0.24,0.24,0
95II18,1148,1148,0,1148,1090,58,38,211,577,318,3,0,1,3.31,18.38,50.26,27.70,0.26,0,0.09
95II19,1425,1425,0,1425,1389,36,907,292,200,22,2,0,2,63.65,20.49,14.04,1.54,0.14,0,0.14
95II20,1255,1255,0,1255,1211,44,259,684,130,172,9,1,0,20.64,54.50,10.36,13.71,0.72,0.08,0
95II21,1092,1092,0,1092,1045,47,63,258,590,175,6,0,0,5.77,23.63,54.03,16.03,0.55,0,0
95II22,1019,1019,0,1019,990,29,200,367,335,113,4,0,0,19.63,36.02,32.88,11.09,0.39,0,0
95II23,935,935,0,935,910,25,102,630,165,37,0,1,0,10.91,67.38,17.65,3.96,0,0.11,0
95JJ01,928,928,0,928,892,36,717,173,34,2,0,1,1,77.26,18.64,3.66,0.22,0,0.11,0.11
95JJ02,1581,1581,0,1581,1074,507,611,399,278,270,22,1,0,38.65,25.24,17.58,17.08,1.39,0.06,0
95JJ03,1039,1039,0,1039,1023,16,219,249,442,126,2,1,0,21.08,23.97,42.54,12.13,0.19,0.10,0
95JJ04,1625,1625,0,1625,1279,346,847,398,234,117,20,6,3,52.12,24.49,14.40,7.20,1.23,0.37,0.18
95JJ05,1007,1007,0,1007,892,115,63,176,512,211,30,15,0,6.26,17.48,50.84,20.95,2.98,1.49,0
95JJ06,1105,1105,0,1105,1063,42,92,419,393,192,6,3,0,8.33,37.92,35.57,17.38,0.54,0.27,0
95JJ07,1134,1134,0,1134,1092,42,167,244,630,88,3,2,0,14.73,21.52,55.56,7.76,0.26,0.18,0
95JJ08,1406,1406,0,1406,1187,219,744,480,124,52,3,1,2,52.92,34.14,8.82,3.70,0.21,0.07,0.14
95JJ09,1343,1343,0,1343,839,504,734,359,128,106,14,0,2,54.65,26.73,9.53,7.89,1.04,0,0.15
95JJ10,1069,1068,1,1070,1027,43,656,181,185,37,1,7,3,61.31,16.92,17.29,3.46,0.09,0.65,0.28
95JJ11,1899,1899,0,1899,1542,357,1101,569,155,70,3,0,1,57.98,29.96,8.16,3.69,0.16,0,0.05
95JJ12,1051,1051,0,1051,1002,49,478,264,215,67,5,19,3,45.48,25.12,20.46,6.37,0.48,1.81,0.29
95JJ13,1517,1517,0,1517,1457,60,883,493,105,34,1,1,0,58.21,32.50,6.92,2.24,0.07,0.07,0
95JJ14,870,870,0,870,849,21,549,215,103,1,0,1,1,63.10,24.71,11.84,0.11,0,0.11,0.11
95JJ15,871,871,0,871,779,92,350,149,191,161,15,5,0,40.18,17.11,21.93,18.48,1.72,0.57,0
95JJ16,1429,1428,1,1432,916,516,185,391,357,431,45,22,1,12.92,27.30,24.93,30.10,3.14,1.54,0.07
