GeographyCode,DC2503NI0001,DC2503NI0002,DC2503NI0003,DC2503NI0004,DC2503NI0005,DC2503NI0006,DC2503NI0007,DC2503NI0008,DC2503NI0009,DC2503NI0010,DC2503NI0011,DC2503NI0012,DC2503NI0013,DC2503NI0014,DC2503NI0015,DC2503NI0016,DC2503NI0017,DC2503NI0018,DC2503NI0019,DC2503NI0020,DC2503NI0021,DC2503NI0022,DC2503NI0023,DC2503NI0024,DC2503NI0025,DC2503NI0026,DC2503NI0027,DC2503NI0028,DC2503NI0029,DC2503NI0030,DC2503NI0031,DC2503NI0032,DC2503NI0033,DC2503NI0034,DC2503NI0035,DC2503NI0036,DC2503NI0037,DC2503NI0038,DC2503NI0039,DC2503NI0040,DC2503NI0041,DC2503NI0042,DC2503NI0043,DC2503NI0044,DC2503NI0045,DC2503NI0046,DC2503NI0047,DC2503NI0048,DC2503NI0049,DC2503NI0050,DC2503NI0051,DC2503NI0052,DC2503NI0053,DC2503NI0054,DC2503NI0055,DC2503NI0056,DC2503NI0057,DC2503NI0058,DC2503NI0059,DC2503NI0060,DC2503NI0061,DC2503NI0062,DC2503NI0063,DC2503NI0064,DC2503NI0065,DC2503NI0066,DC2503NI0067,DC2503NI0068,DC2503NI0069,DC2503NI0070,DC2503NI0071,DC2503NI0072
95BB06,2484,974,319,374,120,265,325,107,2211,901,281,338,111,238,287,55,88,24,19,8,2,12,20,3,23,9,0,7,1,1,3,2,3,0,1,1,0,0,1,0,22,13,1,4,1,2,0,1,15,4,3,2,1,1,1,3,48,5,4,4,1,3,5,26,74,18,10,10,3,8,8,17
95BB07,2445,730,307,353,154,315,482,104,2204,673,279,322,145,290,413,82,90,24,10,15,6,12,21,2,27,5,4,5,2,3,8,0,7,2,1,2,0,0,1,1,33,17,3,1,0,0,9,3,7,1,1,2,0,2,1,0,32,3,1,1,1,3,15,8,45,5,8,5,0,5,14,8
95BB08,2102,640,333,331,136,251,331,80,1915,607,307,301,125,231,285,59,72,9,15,10,6,12,16,4,26,7,2,4,2,3,7,1,1,0,0,0,0,1,0,0,21,5,3,5,1,1,5,1,8,0,1,4,0,1,2,0,25,5,1,2,0,0,7,10,34,7,4,5,2,2,9,5
95BB09,2507,526,259,402,152,347,732,89,2259,499,231,373,147,315,630,64,93,14,14,10,2,15,35,3,32,3,3,9,1,5,11,0,6,0,0,0,0,1,5,0,29,7,0,4,1,1,12,4,13,0,3,1,1,0,7,1,30,1,5,1,0,2,8,13,45,2,3,4,0,8,24,4
95BB10,2828,657,320,446,116,309,852,128,2450,589,287,390,109,271,709,95,173,35,15,28,3,21,65,6,47,11,7,8,3,1,16,1,11,1,1,1,0,2,6,0,53,14,4,6,0,4,18,7,10,2,1,0,0,2,4,1,9,0,1,1,0,0,2,5,75,5,4,12,1,8,32,13
95BB11,2480,786,335,401,159,257,431,111,2206,714,296,363,149,240,353,91,132,35,16,21,5,8,37,10,32,13,5,3,2,1,7,1,9,4,0,1,0,1,2,1,36,11,2,4,2,2,10,5,11,3,2,1,0,2,1,2,10,2,4,0,0,0,3,1,44,4,10,8,1,3,18,0
95BB12,2177,628,294,328,90,235,505,97,1930,572,262,296,83,215,437,65,101,24,16,20,3,8,25,5,25,7,2,2,3,1,8,2,10,3,4,0,0,1,2,0,24,5,1,1,0,3,11,3,12,1,1,2,0,0,4,4,19,1,3,0,0,1,5,9,56,15,5,7,1,6,13,9
95BB13,3448,871,483,632,191,433,703,135,3115,801,431,585,183,393,622,100,160,36,27,21,6,20,44,6,36,14,7,3,1,0,9,2,12,3,2,2,0,2,3,0,26,5,0,3,0,4,9,5,30,2,6,7,0,5,8,2,26,1,3,5,0,3,0,14,43,9,7,6,1,6,8,6
95BB14,2533,465,257,402,113,331,884,81,2222,429,233,364,110,299,729,58,145,12,14,23,1,17,75,3,32,2,5,5,0,5,15,0,5,0,0,1,0,0,4,0,37,7,1,1,1,3,21,3,9,3,2,1,1,0,2,0,43,10,1,2,0,2,13,15,40,2,1,5,0,5,25,2
95BB15,2699,717,346,475,170,308,571,112,2474,664,322,443,154,291,511,89,91,16,11,17,2,8,31,6,33,10,5,2,2,4,10,0,4,2,0,0,0,0,2,0,37,15,4,4,3,2,8,1,8,4,0,0,3,0,1,0,19,1,0,5,4,0,0,9,33,5,4,4,2,3,8,7
95BB16,2571,528,272,381,138,318,848,86,2372,498,256,366,132,292,757,71,98,10,12,10,2,13,50,1,16,0,0,3,1,3,8,1,3,0,0,1,1,0,1,0,42,13,1,1,2,7,11,7,5,1,0,0,0,0,4,0,11,1,1,0,0,1,4,4,24,5,2,0,0,2,13,2
95BB17,2711,690,388,476,157,367,532,101,2420,622,360,408,151,326,468,85,148,38,17,37,3,18,34,1,37,9,4,11,1,6,3,3,5,3,1,0,1,0,0,0,24,9,1,2,0,3,8,1,24,2,2,8,0,7,4,1,17,3,0,3,0,2,6,3,36,4,3,7,1,5,9,7
95BB18,3308,887,363,582,192,454,736,94,2978,816,331,528,186,401,640,76,196,40,20,35,4,36,58,3,35,10,4,6,1,6,8,0,9,1,4,2,0,0,2,0,25,9,1,2,0,1,9,3,20,4,1,4,0,4,6,1,6,2,0,1,0,0,0,3,39,5,2,4,1,6,13,8
95BB19,3719,776,504,726,213,551,824,125,3389,711,446,671,201,510,751,99,144,30,28,26,5,20,32,3,38,6,7,6,3,6,8,2,10,0,5,1,0,1,1,2,24,6,1,2,0,2,11,2,19,2,5,7,0,3,2,0,23,1,2,0,0,2,7,11,72,20,10,13,4,7,12,6
95BB20,2729,813,359,434,168,314,523,118,2474,763,328,398,158,286,448,93,123,16,21,22,4,17,38,5,20,7,2,2,2,4,1,2,4,1,0,0,0,1,2,0,52,19,4,1,1,3,19,5,9,0,0,3,0,0,5,1,15,1,2,0,1,1,0,10,32,6,2,8,2,2,10,2
95BB21,3671,1094,493,583,211,452,657,181,3284,1013,445,533,201,395,562,135,191,41,26,25,6,29,53,11,55,13,8,5,0,10,15,4,8,3,1,0,1,0,1,2,31,8,1,5,1,6,5,5,17,1,3,1,1,5,3,3,42,11,2,3,0,4,5,17,43,4,7,11,1,3,13,4
95BB22,2238,708,402,371,105,237,335,80,1992,647,361,327,98,221,285,53,115,31,22,25,4,7,23,3,32,13,2,5,1,2,9,0,2,1,1,0,0,0,0,0,19,3,3,3,0,1,5,4,25,4,5,7,0,4,3,2,17,3,4,1,0,0,0,9,36,6,4,3,2,2,10,9
95BB23,2531,501,310,460,149,318,681,112,2286,452,273,433,146,295,606,81,79,14,12,10,1,7,33,2,28,5,5,3,0,5,7,3,6,0,2,2,0,0,2,0,40,7,5,5,1,5,12,5,11,1,2,2,1,0,1,4,31,8,2,1,0,1,6,13,50,14,9,4,0,5,14,4
95CC01,2046,750,211,289,72,222,381,121,1702,660,174,252,64,195,305,52,72,17,17,14,3,6,14,1,13,2,1,5,1,2,2,0,1,0,0,0,0,1,0,0,88,33,9,8,2,7,27,2,9,1,1,0,0,0,5,2,122,31,7,9,0,4,15,56,39,6,2,1,2,7,13,8
95CC02,2140,634,226,344,104,261,496,75,1977,596,204,322,96,242,457,60,52,9,12,10,1,9,7,4,7,3,3,1,0,0,0,0,4,0,0,0,0,1,2,1,62,22,5,6,4,4,17,4,3,0,1,0,1,0,1,0,17,1,1,2,1,4,4,4,18,3,0,3,1,1,8,2
95CC03,2141,773,273,287,76,208,321,203,1613,623,224,241,64,176,237,48,65,22,13,11,0,2,15,2,15,7,2,1,0,2,3,0,0,0,0,0,0,0,0,0,112,46,11,11,2,9,19,14,11,0,0,0,0,1,4,6,262,59,13,19,9,14,28,120,63,16,10,4,1,4,15,13
95CC04,1879,659,230,230,94,222,348,96,1647,583,202,214,85,199,302,62,43,7,7,5,2,9,9,4,6,3,1,1,0,0,1,0,1,1,0,0,0,0,0,0,130,57,12,9,6,7,24,15,3,1,0,0,0,2,0,0,35,7,6,0,1,1,5,15,14,0,2,1,0,4,7,0
95CC05,2112,662,210,325,93,268,434,120,1886,618,197,299,87,237,383,65,57,12,4,9,3,11,17,1,6,1,0,1,0,1,3,0,4,2,0,0,0,2,0,0,45,14,1,4,1,5,16,4,8,1,0,0,0,0,3,4,86,13,7,10,2,8,5,41,20,1,1,2,0,4,7,5
95CC06,2186,489,251,356,90,256,637,107,1837,414,212,310,76,230,547,48,80,13,10,20,6,8,18,5,17,5,1,3,1,1,4,2,6,0,2,0,1,2,1,0,108,28,10,9,1,12,35,13,9,3,2,1,0,0,1,2,89,22,11,6,4,1,14,31,40,4,3,7,1,2,17,6
95CC07,2554,779,275,391,138,344,519,108,2165,666,247,348,123,285,433,63,92,17,11,12,6,17,26,3,13,4,1,2,0,1,5,0,2,0,1,0,0,0,1,0,217,82,11,24,6,26,40,28,4,0,1,0,0,2,1,0,40,10,2,3,0,6,7,12,21,0,1,2,3,7,6,2
95CC08,1988,679,257,284,61,206,395,106,1707,602,225,257,55,183,336,49,71,21,11,9,5,6,17,2,7,2,0,1,0,0,3,1,1,0,0,0,0,1,0,0,71,34,6,6,0,5,7,13,2,0,0,0,0,0,2,0,100,19,9,7,1,9,18,37,29,1,6,4,0,2,12,4
95CC09,2630,627,278,419,150,374,661,121,2411,591,255,393,135,351,617,69,73,15,10,16,5,9,17,1,12,2,2,2,1,1,4,0,9,1,1,1,0,2,4,0,43,11,5,3,3,4,10,7,7,0,2,1,1,0,1,2,53,4,1,3,2,4,1,38,22,3,2,0,3,3,7,4
95CC10,2101,562,202,333,103,216,603,82,1908,520,188,307,96,202,534,61,63,15,5,7,4,6,24,2,10,1,0,1,1,2,4,1,1,0,0,0,0,0,1,0,45,15,2,3,0,1,19,5,8,1,3,0,0,0,3,1,42,4,2,10,2,5,8,11,24,6,2,5,0,0,10,1
95CC11,1482,597,142,218,54,141,231,99,1192,496,117,189,46,116,191,37,62,22,7,9,4,7,9,4,8,4,1,1,0,0,2,0,2,0,0,0,0,2,0,0,109,55,10,6,3,6,13,16,4,1,1,0,0,0,2,0,97,18,6,11,1,9,11,41,8,1,0,2,0,1,3,1
95CC12,2119,664,228,356,102,262,423,84,1977,627,224,333,97,248,382,66,33,8,1,10,3,6,4,1,13,3,0,6,1,1,2,0,2,0,0,0,0,0,2,0,55,21,1,1,1,3,19,9,5,0,0,2,0,0,3,0,17,3,1,2,0,2,4,5,17,2,1,2,0,2,7,3
95CC13,1923,577,227,323,79,231,422,64,1693,514,208,300,71,211,352,37,43,10,4,9,0,4,16,0,8,2,0,2,0,1,3,0,1,0,0,0,0,0,1,0,130,45,7,6,7,10,37,18,6,0,0,0,0,2,3,1,24,4,3,3,1,1,5,7,18,2,5,3,0,2,5,1
95CC14,2328,659,281,384,98,311,508,87,2110,616,259,357,92,282,439,65,99,18,10,16,3,16,27,9,22,7,2,4,0,2,7,0,5,0,0,0,0,1,3,1,38,9,4,3,2,5,11,4,10,1,1,2,0,2,4,0,21,5,2,1,0,1,5,7,23,3,3,1,1,2,12,1
95CC15,2228,673,254,340,102,234,544,81,2040,631,237,317,99,223,478,55,52,8,6,8,2,3,25,0,14,4,2,3,0,0,5,0,0,0,0,0,0,0,0,0,33,12,3,3,0,2,11,2,9,0,2,1,0,1,4,1,63,15,3,7,0,4,13,21,17,3,1,1,1,1,8,2
95CC16,2155,779,246,318,80,258,385,89,1940,720,221,294,75,240,338,52,79,20,15,13,2,8,16,5,10,4,3,1,0,1,1,0,3,1,0,0,0,1,1,0,40,13,1,5,1,4,12,4,14,2,1,3,1,0,6,1,52,17,3,2,0,2,4,24,17,2,2,0,1,2,7,3
95CC17,2117,595,217,334,100,258,532,81,1898,536,202,304,95,236,470,55,53,8,5,8,1,9,19,3,9,2,1,1,0,0,5,0,0,0,0,0,0,0,0,0,97,30,7,17,4,8,23,8,3,0,0,0,0,0,3,0,37,14,1,2,0,3,5,12,20,5,1,2,0,2,7,3
95CC18,1899,474,164,275,51,198,614,123,1504,388,140,235,42,164,488,47,76,18,5,14,3,8,27,1,23,2,2,3,3,1,12,0,14,2,0,1,0,3,8,0,87,21,5,8,0,11,28,14,7,0,0,0,0,1,5,1,138,32,10,8,2,8,20,58,50,11,2,6,1,2,26,2
95CC19,2070,602,224,325,97,233,510,79,1890,557,212,306,93,211,446,65,60,10,6,9,2,7,25,1,11,2,0,2,0,2,4,1,3,0,0,1,0,0,2,0,47,16,4,3,1,3,14,6,7,2,0,1,0,1,3,0,26,13,2,0,0,2,7,2,26,2,0,3,1,7,9,4
95CC20,2342,581,280,395,107,286,556,137,2023,503,245,363,100,252,489,71,103,33,14,16,3,9,24,4,24,4,4,2,1,6,5,2,12,1,5,1,0,2,2,1,39,14,0,3,1,6,10,5,12,1,2,1,1,3,3,1,99,22,6,4,0,5,13,49,30,3,4,5,1,3,10,4
95CC21,2289,689,294,344,89,270,486,117,2032,623,271,309,83,233,422,91,113,25,13,20,3,16,30,6,31,6,5,3,3,5,6,3,1,0,0,1,0,0,0,0,41,15,3,5,0,6,7,5,4,1,0,1,0,2,0,0,40,11,2,2,0,4,10,11,27,8,0,3,0,4,11,1
95CC22,1466,517,169,202,37,152,261,128,1159,452,144,165,33,123,193,49,69,17,6,11,2,13,15,5,15,3,3,2,1,1,3,2,2,0,0,0,0,0,1,1,44,14,2,4,1,4,15,4,13,1,3,3,0,2,3,1,124,22,9,11,0,5,14,63,40,8,2,6,0,4,17,3
95DD01,1765,500,143,252,62,175,538,95,1531,463,121,223,56,157,462,49,59,7,8,10,1,9,23,1,18,4,1,1,2,0,9,1,1,0,0,0,0,0,1,0,23,6,2,1,1,1,9,3,12,3,1,0,0,1,5,2,80,12,7,11,1,2,11,36,41,5,3,6,1,5,18,3
95DD02,3041,853,377,489,167,401,632,122,2812,811,348,455,159,367,575,97,108,23,11,25,6,18,20,5,36,10,8,8,0,5,5,0,3,0,1,0,0,0,2,0,8,2,0,0,0,0,4,2,18,1,3,0,0,5,6,3,11,0,0,0,0,3,1,7,45,6,6,1,2,3,19,8
95DD03,2779,583,251,426,108,341,921,149,2353,504,227,363,99,299,789,72,112,22,9,18,1,13,41,8,29,11,1,4,0,3,10,0,6,0,0,2,0,1,2,1,32,6,4,2,0,3,14,3,17,3,0,5,0,3,5,1,166,22,6,27,8,13,33,57,64,15,4,5,0,6,27,7
95DD04,1512,752,209,221,41,139,101,49,1378,698,191,200,40,122,88,39,60,22,11,8,1,10,5,3,25,18,1,3,0,1,2,0,5,1,0,2,0,1,1,0,13,6,0,2,0,2,3,0,6,1,4,1,0,0,0,0,11,0,1,3,0,1,0,6,14,6,1,2,0,2,2,1
95DD05,1330,599,188,214,39,132,105,53,1217,555,178,198,34,124,87,41,50,21,6,7,2,2,5,7,20,9,1,5,2,2,1,0,2,0,0,0,0,1,1,0,7,3,0,2,1,0,1,0,12,8,1,0,0,2,1,0,3,1,0,0,0,0,0,2,19,2,2,2,0,1,9,3
95DD06,2216,618,189,342,86,250,587,144,1965,560,173,311,80,236,529,76,79,13,8,14,4,8,29,3,23,5,1,6,1,1,8,1,2,0,0,0,0,1,1,0,30,8,4,5,0,1,9,3,4,1,0,0,0,1,1,1,91,24,1,4,1,2,3,56,22,7,2,2,0,0,7,4
95DD07,2710,897,278,380,125,303,615,112,2505,868,251,351,121,282,544,88,81,7,14,16,2,9,28,5,27,7,1,2,1,4,9,3,5,2,0,0,0,0,2,1,25,6,1,3,1,1,9,4,20,1,5,4,0,3,5,2,10,3,1,0,0,0,1,5,37,3,5,4,0,4,17,4
95DD08,1842,766,244,204,69,119,235,205,1335,643,187,164,53,105,139,44,58,16,16,9,3,3,10,1,21,14,1,3,2,0,1,0,0,0,0,0,0,0,0,0,30,11,8,4,0,0,4,3,14,5,1,2,0,0,2,4,330,57,25,18,9,11,63,147,54,20,6,4,2,0,16,6
95DD09,2059,619,189,302,104,264,517,64,1946,599,181,293,103,242,470,58,49,8,3,5,1,9,21,2,11,2,1,0,0,3,5,0,1,0,0,1,0,0,0,0,14,5,0,0,0,1,8,0,9,2,0,3,0,3,1,0,12,2,3,0,0,2,4,1,17,1,1,0,0,4,8,3
95DD10,2297,833,274,323,114,286,376,91,2145,810,258,306,110,262,336,63,49,4,5,9,2,12,16,1,29,8,2,2,1,5,9,2,5,0,0,1,1,3,0,0,7,2,0,0,0,0,2,3,11,3,1,2,0,2,2,1,34,3,7,1,0,1,3,19,17,3,1,2,0,1,8,2
95DD11,1718,613,253,221,67,169,250,145,1350,515,206,186,55,144,192,52,69,22,13,10,3,5,13,3,17,6,2,3,0,1,3,2,5,3,0,1,1,0,0,0,24,12,4,2,1,2,1,2,16,9,1,1,1,0,3,1,209,40,24,15,6,13,32,79,28,6,3,3,0,4,6,6
95DD12,2069,648,204,318,129,246,453,71,1956,626,186,308,125,230,420,61,52,8,10,7,4,5,15,3,14,1,2,1,0,5,4,1,1,1,0,0,0,0,0,0,22,8,1,1,0,3,7,2,2,0,0,1,0,0,1,0,6,2,2,0,0,0,0,2,16,2,3,0,0,3,6,2
95DD13,1435,536,150,196,48,132,272,101,1156,467,125,154,44,116,220,30,43,11,6,8,1,4,11,2,13,6,3,1,0,1,2,0,3,1,0,0,0,1,1,0,27,15,0,3,1,0,8,0,10,3,1,3,0,0,1,2,160,30,14,25,2,6,21,62,23,3,1,2,0,4,8,5
95DD14,2600,604,255,405,117,332,824,63,2367,559,237,371,110,307,736,47,73,15,8,14,1,4,29,2,46,4,3,7,3,5,22,2,3,1,0,0,0,1,1,0,18,5,1,0,1,2,8,1,15,3,2,1,1,5,2,1,17,0,2,1,0,1,5,8,61,17,2,11,1,7,21,2
95DD15,2606,657,284,396,130,366,681,92,2453,634,269,374,126,342,630,78,53,5,7,12,2,10,15,2,32,5,3,2,1,7,13,1,2,0,0,1,0,0,1,0,33,4,2,2,0,5,16,4,1,0,1,0,0,0,0,0,14,4,0,1,1,0,2,6,18,5,2,4,0,2,4,1
95DD16,2368,624,263,370,129,307,579,96,2201,590,245,346,125,293,521,81,74,13,12,9,1,9,26,4,20,8,1,3,2,1,5,0,1,0,1,0,0,0,0,0,26,4,3,1,0,2,13,3,7,0,0,2,1,1,1,2,9,3,0,1,0,0,1,4,30,6,1,8,0,1,12,2
95DD17,2658,727,239,411,141,317,748,75,2517,704,224,395,138,298,692,66,71,7,10,10,1,9,33,1,19,6,1,0,0,3,9,0,1,0,0,0,0,0,0,1,24,5,1,3,2,4,5,4,3,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,22,4,3,3,0,3,7,2
95DD18,1635,698,166,187,76,166,254,88,1467,654,151,175,71,150,214,52,38,15,5,4,1,5,7,1,16,5,2,2,1,1,3,2,1,0,0,0,0,0,1,0,8,3,1,1,0,1,1,1,8,0,1,3,2,0,1,1,63,15,3,1,1,5,10,28,34,6,3,1,0,4,17,3
95DD19,2661,794,315,431,142,331,548,100,2456,757,287,397,135,305,500,75,94,16,17,21,6,8,24,2,26,4,3,8,1,6,4,0,7,0,4,1,0,0,2,0,10,8,1,1,0,0,0,0,16,5,1,1,0,6,2,1,25,1,0,1,0,0,5,18,27,3,2,1,0,6,11,4
95DD20,1442,678,213,224,57,116,107,47,1309,640,182,206,52,101,88,40,46,13,14,4,2,4,7,2,22,9,4,2,1,2,4,0,2,2,0,0,0,0,0,0,9,6,0,0,0,2,0,1,10,3,2,4,0,1,0,0,34,3,9,6,2,5,7,2,10,2,2,2,0,1,1,2
