GeographyCode,DC3606NI0001,DC3606NI0002,DC3606NI0003,DC3606NI0004,DC3606NI0005,DC3606NI0006,DC3606NI0007,DC3606NI0008,DC3606NI0009,DC3606NI0010,DC3606NI0011,DC3606NI0012,DC3606NI0013,DC3606NI0014,DC3606NI0015,DC3606NI0016,DC3606NI0017,DC3606NI0018,DC3606NI0019,DC3606NI0020,DC3606NI0021,DC3606NI0022,DC3606NI0023,DC3606NI0024,DC3606NI0025,DC3606NI0026,DC3606NI0027,DC3606NI0028,DC3606NI0029,DC3606NI0030,DC3606NI0031,DC3606NI0032,DC3606NI0033,DC3606NI0034,DC3606NI0035,DC3606NI0036,DC3606NI0037,DC3606NI0038,DC3606NI0039,DC3606NI0040,DC3606NI0041,DC3606NI0042,DC3606NI0043,DC3606NI0044,DC3606NI0045,DC3606NI0046,DC3606NI0047,DC3606NI0048,DC3606NI0049,DC3606NI0050,DC3606NI0051,DC3606NI0052,DC3606NI0053,DC3606NI0054,DC3606NI0055,DC3606NI0056,DC3606NI0057,DC3606NI0058,DC3606NI0059,DC3606NI0060,DC3606NI0061,DC3606NI0062,DC3606NI0063,DC3606NI0064,DC3606NI0065,DC3606NI0066,DC3606NI0067,DC3606NI0068,DC3606NI0069,DC3606NI0070,DC3606NI0071,DC3606NI0072,DC3606NI0073,DC3606NI0074,DC3606NI0075,DC3606NI0076,DC3606NI0077,DC3606NI0078,DC3606NI0079,DC3606NI0080,DC3606NI0081,DC3606NI0082,DC3606NI0083,DC3606NI0084,DC3606NI0085,DC3606NI0086,DC3606NI0087,DC3606NI0088,DC3606NI0089,DC3606NI0090,DC3606NI0091,DC3606NI0092,DC3606NI0093,DC3606NI0094,DC3606NI0095,DC3606NI0096,DC3606NI0097,DC3606NI0098,DC3606NI0099,DC3606NI0100,DC3606NI0101,DC3606NI0102,DC3606NI0103,DC3606NI0104,DC3606NI0105,DC3606NI0106,DC3606NI0107,DC3606NI0108,DC3606NI0109,DC3606NI0110,DC3606NI0111,DC3606NI0112,DC3606NI0113,DC3606NI0114,DC3606NI0115,DC3606NI0116,DC3606NI0117,DC3606NI0118,DC3606NI0119,DC3606NI0120,DC3606NI0121,DC3606NI0122,DC3606NI0123,DC3606NI0124,DC3606NI0125,DC3606NI0126,DC3606NI0127,DC3606NI0128,DC3606NI0129,DC3606NI0130,DC3606NI0131,DC3606NI0132,DC3606NI0133,DC3606NI0134,DC3606NI0135,DC3606NI0136,DC3606NI0137,DC3606NI0138,DC3606NI0139,DC3606NI0140,DC3606NI0141,DC3606NI0142,DC3606NI0143,DC3606NI0144,DC3606NI0145,DC3606NI0146,DC3606NI0147,DC3606NI0148,DC3606NI0149,DC3606NI0150,DC3606NI0151,DC3606NI0152,DC3606NI0153,DC3606NI0154,DC3606NI0155,DC3606NI0156,DC3606NI0157,DC3606NI0158,DC3606NI0159,DC3606NI0160,DC3606NI0161,DC3606NI0162,DC3606NI0163,DC3606NI0164,DC3606NI0165,DC3606NI0166,DC3606NI0167,DC3606NI0168,DC3606NI0169,DC3606NI0170,DC3606NI0171,DC3606NI0172,DC3606NI0173,DC3606NI0174,DC3606NI0175,DC3606NI0176,DC3606NI0177,DC3606NI0178,DC3606NI0179,DC3606NI0180,DC3606NI0181,DC3606NI0182
95AA11,3834,2934,513,1935,65,187,108,126,900,416,128,95,186,75,123,60,13,35,3,7,2,0,63,40,1,0,16,6,40,16,1,11,0,0,2,2,24,12,0,1,10,1,38,4,1,3,0,0,0,0,34,4,2,2,25,1,305,81,21,46,4,4,5,1,224,128,2,4,80,10,68,20,2,11,0,0,2,5,48,3,5,0,39,1,230,89,26,49,3,1,5,5,141,38,5,7,78,13,342,138,36,80,1,11,9,1,204,115,3,5,74,7,274,161,31,105,5,4,9,7,113,61,2,5,39,6,48,6,0,5,0,0,1,0,42,17,0,0,24,1,219,88,21,51,2,8,4,2,131,82,1,2,41,5,184,93,21,49,6,6,10,1,91,47,7,2,28,7,2755,2363,394,1577,47,157,84,104,392,150,109,78,13,42
95AA12,2037,1495,283,781,72,265,29,65,542,252,138,67,56,29,93,54,15,25,5,7,1,1,39,30,1,4,3,1,22,8,1,6,0,1,0,0,14,10,0,3,0,1,5,1,1,0,0,0,0,0,4,1,1,0,1,1,148,36,9,14,5,7,1,0,112,58,4,5,39,6,16,7,3,2,0,1,1,0,9,1,5,0,1,2,73,35,9,18,3,5,0,0,38,10,1,3,21,3,161,59,19,23,5,10,2,0,102,55,2,7,36,2,134,76,7,48,5,12,1,3,58,25,15,5,10,3,8,0,0,0,0,0,0,0,8,2,0,1,4,1,109,49,9,25,3,11,0,1,60,39,3,1,16,1,99,52,12,20,4,14,1,1,47,29,4,3,10,1,1476,1190,215,634,49,208,25,59,286,108,111,44,4,19
95AA13,2339,1681,293,1000,51,173,94,70,658,291,117,64,140,46,80,33,5,23,1,3,1,0,47,31,2,0,14,0,17,6,4,1,1,0,0,0,11,5,1,0,5,0,26,4,0,4,0,0,0,0,22,6,3,0,13,0,211,46,15,23,0,5,3,0,165,73,5,3,78,6,47,15,3,8,0,1,2,1,32,4,7,1,20,0,153,61,15,29,3,3,8,3,92,20,3,3,64,2,199,65,12,34,1,11,6,1,134,64,4,3,58,5,158,80,18,47,3,5,3,4,78,37,5,4,28,4,29,2,1,1,0,0,0,0,27,6,1,1,19,0,150,53,7,33,4,6,2,1,97,58,2,2,32,3,115,51,10,35,0,2,3,1,64,21,5,4,31,3,1694,1374,231,821,41,147,74,60,320,130,95,50,12,33
95AA14,1678,1215,231,627,38,194,55,70,463,215,80,55,85,28,70,41,6,23,3,7,1,1,29,20,0,1,8,0,16,3,0,1,0,2,0,0,13,7,0,0,6,0,29,2,0,1,0,0,0,1,27,2,1,0,23,1,134,39,7,22,2,6,2,0,95,37,1,4,52,1,36,6,1,3,0,0,0,2,30,0,3,0,26,1,67,31,7,15,1,4,4,0,36,6,0,4,23,3,147,72,16,30,8,12,5,1,75,35,0,7,30,3,113,69,10,41,1,10,2,5,44,19,3,5,15,2,14,4,1,3,0,0,0,0,10,4,0,1,4,1,89,33,7,17,1,6,2,0,56,31,1,1,21,2,96,50,8,28,4,5,3,2,46,23,2,3,17,1,1208,961,183,489,27,159,43,60,247,110,72,39,8,18
95AA15,3028,2276,413,1449,59,110,136,109,752,246,106,114,220,66,82,38,11,18,1,2,5,1,44,29,1,0,11,3,33,14,2,9,1,0,1,1,19,7,0,0,12,0,38,7,0,5,1,0,1,0,31,4,2,1,23,1,273,68,12,42,4,1,7,2,205,81,4,4,107,9,40,5,2,1,0,0,2,0,35,4,5,2,23,1,267,90,22,50,2,2,10,4,177,34,4,4,122,13,280,93,23,54,4,5,7,0,187,75,3,12,88,9,229,120,27,72,1,3,9,8,109,50,11,4,41,3,62,6,1,2,0,0,2,1,56,17,0,3,35,1,201,80,5,47,5,9,8,6,121,70,0,4,46,1,160,90,22,47,5,5,9,2,70,20,4,5,34,7,2118,1829,322,1195,42,87,95,88,289,71,80,86,12,40
95AA16,1351,896,191,552,9,40,67,37,455,197,48,56,114,40,64,20,5,12,0,1,1,1,44,30,1,0,13,0,14,5,0,4,1,0,0,0,9,5,0,0,4,0,25,8,2,5,0,0,1,0,17,4,0,0,11,2,214,42,13,18,1,3,6,1,172,89,5,1,73,4,19,9,2,5,0,0,1,1,10,2,2,0,2,4,123,36,11,16,0,1,8,0,87,13,1,7,57,9,207,62,14,35,0,3,7,3,145,73,4,3,60,5,150,54,14,28,1,3,5,3,96,48,9,4,31,4,27,3,2,1,0,0,0,0,24,6,0,1,15,2,103,36,7,24,0,3,2,0,67,41,4,3,17,2,96,42,9,22,2,2,5,2,54,25,3,4,20,2,831,679,138,431,7,30,44,29,152,51,34,40,5,22
95AA17,1614,1117,236,658,23,58,99,43,497,214,73,62,112,36,78,31,8,18,1,1,3,0,47,32,3,3,9,0,26,5,2,2,0,0,0,1,21,13,1,0,7,0,23,4,1,0,0,0,3,0,19,5,1,0,13,0,190,42,13,18,2,2,7,0,148,78,3,5,60,2,32,9,3,2,0,0,4,0,23,5,3,0,13,2,141,49,15,25,0,4,5,0,92,23,3,2,60,4,215,73,24,33,3,6,7,0,142,80,2,2,56,2,153,63,12,36,3,4,7,1,90,48,2,6,32,2,26,4,1,2,0,1,0,0,22,9,0,0,13,0,132,49,8,30,3,4,4,0,83,53,4,0,23,3,94,38,8,20,1,2,7,0,56,25,3,2,23,3,1065,867,176,520,16,43,71,41,198,65,57,47,7,22
95AA18,1821,1160,198,655,51,166,35,55,661,402,83,68,71,37,108,37,7,20,2,7,1,0,71,54,2,1,8,6,25,7,2,4,0,0,0,1,18,14,0,0,4,0,28,1,0,1,0,0,0,0,27,9,0,0,17,1,153,24,8,12,0,2,2,0,129,80,1,2,42,4,45,7,2,2,0,1,1,1,38,9,1,0,27,1,75,21,3,15,1,1,1,0,54,18,5,5,24,2,153,43,13,19,1,9,1,0,110,72,1,2,33,2,139,66,7,40,3,7,3,6,73,54,5,2,11,1,23,1,1,0,0,0,0,0,22,15,0,2,3,2,122,42,4,24,1,12,1,0,80,53,0,1,25,1,103,39,7,18,3,7,1,3,64,33,4,3,21,3,1279,931,160,526,40,133,26,46,348,199,68,56,3,22
95AA19,1888,1271,233,653,32,217,75,61,617,164,135,101,152,65,57,23,1,11,0,8,3,0,34,19,1,1,12,1,21,3,1,0,2,0,0,0,18,5,0,2,11,0,52,3,1,1,0,0,1,0,49,2,5,0,41,1,191,28,6,10,4,5,3,0,163,51,2,3,101,6,63,4,1,2,0,0,1,0,59,0,4,0,50,5,83,29,10,11,1,4,3,0,54,13,1,4,30,6,151,55,17,18,5,12,3,0,96,38,1,7,45,5,112,54,9,27,3,8,5,2,58,21,5,7,21,4,10,1,1,0,0,0,0,0,9,2,0,0,7,0,117,41,10,20,2,7,0,2,76,34,2,3,37,0,98,48,11,17,5,12,3,0,50,20,1,5,20,4,1359,1045,185,557,18,168,60,57,314,66,120,74,9,45
95BB01,2650,1976,391,1110,72,228,88,87,674,325,146,74,95,34,127,67,13,35,5,9,4,1,60,48,0,1,9,2,30,12,3,7,1,0,1,0,18,12,0,0,4,2,16,5,3,1,0,0,0,1,11,1,1,0,8,1,214,69,21,26,7,12,2,1,145,78,2,6,51,8,33,14,5,3,0,0,3,3,19,2,7,0,9,1,126,52,19,21,5,4,1,2,74,30,2,9,30,3,227,81,21,35,4,15,3,3,146,81,1,9,51,4,180,109,24,62,1,12,6,4,71,41,7,1,20,2,20,1,0,0,1,0,0,0,19,11,0,0,8,0,167,72,13,38,6,11,3,1,95,60,5,2,27,1,139,82,20,43,6,9,4,0,57,24,5,4,21,3,1904,1552,297,892,49,173,67,74,352,146,123,57,10,16
95BB02,1711,1037,221,545,31,91,94,55,674,305,74,73,160,62,91,34,6,18,5,2,3,0,57,40,0,2,13,2,30,9,1,4,0,0,4,0,21,13,0,2,6,0,26,8,0,6,0,2,0,0,18,0,1,1,14,2,244,49,16,23,2,4,2,2,195,91,3,5,88,8,31,7,2,3,0,0,2,0,24,1,2,0,17,4,179,65,21,28,1,4,10,1,114,22,2,11,71,8,261,79,23,33,7,7,8,1,182,84,4,7,77,10,206,73,24,23,3,6,9,8,133,65,6,9,46,7,31,5,1,3,1,0,0,0,26,8,0,1,16,1,172,46,12,25,2,2,4,1,126,76,2,4,37,7,103,43,12,16,4,5,5,1,60,28,0,5,24,3,1027,767,145,428,17,71,62,44,260,108,65,48,10,29
95BB03,3080,1861,370,1023,58,217,137,56,1219,642,126,140,219,92,174,64,12,42,2,3,4,1,110,91,1,2,13,3,47,16,5,7,1,2,1,0,31,22,0,1,7,1,40,9,3,2,1,1,1,1,31,9,3,0,16,3,425,84,16,42,5,12,8,1,341,201,5,6,116,13,54,16,4,6,0,1,5,0,38,6,10,0,18,4,253,67,16,25,3,13,9,1,186,51,5,16,101,13,431,116,33,58,2,14,8,1,315,175,4,10,111,15,358,145,30,78,3,15,12,7,213,112,16,14,56,15,55,11,4,3,0,2,2,0,44,20,0,1,19,4,263,78,12,35,5,13,12,1,185,123,0,7,45,10,196,63,11,32,6,3,9,2,133,70,8,7,40,8,1869,1392,274,784,39,160,89,46,477,234,92,95,10,46
95BB04,2287,1429,312,756,64,150,90,57,858,536,107,79,103,33,164,62,18,22,6,13,3,0,102,89,0,2,8,3,36,11,4,5,1,1,0,0,25,16,1,0,7,1,24,3,1,1,0,0,1,0,21,10,0,0,10,1,239,40,12,17,6,2,3,0,199,129,1,5,62,2,34,11,1,5,0,1,2,2,23,2,2,0,18,1,120,40,9,21,3,0,6,1,80,29,3,3,39,6,270,74,16,38,6,7,6,1,196,138,1,3,52,2,160,78,29,29,3,6,9,2,82,55,5,2,17,3,20,1,0,1,0,0,0,0,19,13,0,0,5,1,195,55,9,31,1,7,5,2,140,105,3,3,26,3,137,55,18,27,3,7,0,0,82,60,2,5,14,1,1493,1094,227,595,46,112,62,52,399,219,92,63,6,19
95BB05,2559,1784,358,864,94,326,81,61,775,412,95,93,130,45,131,56,7,20,5,18,6,0,75,61,0,2,9,3,36,19,7,7,0,2,3,0,17,12,0,0,3,2,24,4,1,2,1,0,0,0,20,9,0,1,7,3,271,69,18,24,6,14,7,0,202,102,1,8,85,6,36,12,1,5,1,0,4,1,24,5,3,3,7,6,152,60,15,25,3,5,12,0,92,23,0,9,52,8,301,98,24,36,10,18,10,0,203,103,1,11,83,5,235,116,20,63,5,14,9,5,119,70,9,9,28,3,33,8,1,2,0,2,3,0,25,7,0,2,15,1,197,83,22,35,10,11,5,0,114,71,1,6,29,7,171,86,12,48,7,12,5,2,85,49,3,5,23,5,1671,1344,270,655,58,259,49,53,327,161,78,62,6,20
95BB06,2163,1353,277,773,27,78,142,56,810,358,82,89,209,72,117,39,6,25,2,3,2,1,78,52,1,4,17,4,46,12,0,9,0,2,1,0,34,18,3,3,9,1,31,3,0,1,1,0,1,0,28,10,2,0,16,0,348,60,13,32,2,0,13,0,288,133,4,7,123,21,57,15,3,9,0,0,2,1,42,3,3,2,25,9,218,65,11,39,0,1,14,0,153,37,2,12,86,16,345,85,20,41,1,2,21,0,260,111,1,11,124,13,263,96,24,46,3,7,13,3,167,66,9,16,65,11,43,2,0,2,0,0,0,0,41,15,0,3,20,3,221,55,14,30,4,1,6,0,166,88,2,7,61,8,132,47,11,24,0,5,6,1,85,28,1,10,42,4,1274,1015,208,585,19,58,95,50,259,100,62,53,14,30
95BB07,2136,1414,298,781,37,137,100,61,722,393,82,92,118,37,139,49,9,31,1,0,7,1,90,72,2,4,9,3,27,14,7,5,1,0,1,0,13,8,0,0,4,1,24,5,3,0,0,0,1,1,19,6,1,0,12,0,266,58,20,23,2,6,5,2,208,124,4,6,64,10,30,10,3,1,0,0,5,1,20,2,7,0,11,0,141,40,19,15,0,3,1,2,101,29,5,6,53,8,300,91,25,44,3,10,8,1,209,126,3,12,61,7,204,101,30,48,4,8,5,6,103,69,4,4,23,3,22,1,1,0,0,0,0,0,21,11,0,0,10,0,154,41,13,21,0,4,2,1,113,81,2,4,23,3,112,50,19,22,2,2,4,1,62,32,2,3,25,0,1367,1086,202,620,26,117,71,50,281,132,63,65,5,16
95BB08,1938,1317,299,762,26,106,77,47,621,315,74,66,131,35,109,48,11,25,3,7,2,0,61,45,2,2,12,0,29,10,0,4,1,2,1,2,19,9,1,0,9,0,15,2,1,0,0,0,1,0,13,4,2,0,7,0,264,60,15,34,4,4,2,1,204,103,4,10,82,5,17,7,1,2,0,1,1,2,10,1,2,0,6,1,133,44,16,19,2,3,2,2,89,24,5,10,46,4,277,87,21,52,4,7,2,1,190,95,4,8,78,5,197,92,18,60,1,7,5,1,105,59,6,2,32,6,25,2,0,2,0,0,0,0,23,7,1,1,12,2,152,51,9,32,2,4,2,2,101,65,4,8,17,7,122,60,20,33,2,2,3,0,62,24,5,2,27,4,1212,983,215,574,16,80,61,37,229,112,52,39,7,19
95BB09,2293,1604,322,934,59,153,63,73,689,453,92,50,61,33,131,61,13,34,5,5,4,0,70,61,2,0,6,1,27,14,2,9,0,2,1,0,13,9,1,1,2,0,16,4,2,1,0,0,0,1,12,3,1,0,7,1,159,35,8,15,2,7,2,1,124,81,2,3,35,3,23,5,3,0,0,0,1,1,18,3,5,0,9,1,83,33,8,17,3,2,2,1,50,20,6,1,22,1,211,85,19,47,0,13,3,3,126,84,4,3,34,1,157,75,18,47,0,6,3,1,82,53,6,5,14,4,20,4,1,2,0,0,1,0,16,14,0,0,2,0,162,68,13,40,4,4,5,2,94,73,3,3,13,2,121,55,18,27,1,4,5,0,66,47,5,1,9,4,1608,1266,246,741,45,125,45,64,342,208,73,37,4,20
