GeographyCode,DC2612NI0001,DC2612NI0002,DC2612NI0003,DC2612NI0004,DC2612NI0005,DC2612NI0006,DC2612NI0007,DC2612NI0008,DC2612NI0009,DC2612NI0010,DC2612NI0011,DC2612NI0012,DC2612NI0013,DC2612NI0014,DC2612NI0015,DC2612NI0016,DC2612NI0017,DC2612NI0018,DC2612NI0019,DC2612NI0020,DC2612NI0021,DC2612NI0022,DC2612NI0023,DC2612NI0024,DC2612NI0025,DC2612NI0026,DC2612NI0027,DC2612NI0028,DC2612NI0029,DC2612NI0030,DC2612NI0031,DC2612NI0032,DC2612NI0033,DC2612NI0034,DC2612NI0035,DC2612NI0036,DC2612NI0037,DC2612NI0038,DC2612NI0039,DC2612NI0040,DC2612NI0041,DC2612NI0042,DC2612NI0043,DC2612NI0044,DC2612NI0045,DC2612NI0046,DC2612NI0047,DC2612NI0048,DC2612NI0049,DC2612NI0050,DC2612NI0051,DC2612NI0052,DC2612NI0053,DC2612NI0054,DC2612NI0055,DC2612NI0056,DC2612NI0057,DC2612NI0058,DC2612NI0059,DC2612NI0060,DC2612NI0061,DC2612NI0062,DC2612NI0063,DC2612NI0064,DC2612NI0065,DC2612NI0066,DC2612NI0067,DC2612NI0068,DC2612NI0069,DC2612NI0070,DC2612NI0071,DC2612NI0072,DC2612NI0073,DC2612NI0074,DC2612NI0075,DC2612NI0076,DC2612NI0077,DC2612NI0078,DC2612NI0079,DC2612NI0080,DC2612NI0081,DC2612NI0082,DC2612NI0083,DC2612NI0084,DC2612NI0085,DC2612NI0086,DC2612NI0087,DC2612NI0088,DC2612NI0089,DC2612NI0090,DC2612NI0091,DC2612NI0092,DC2612NI0093,DC2612NI0094,DC2612NI0095,DC2612NI0096,DC2612NI0097,DC2612NI0098,DC2612NI0099,DC2612NI0100,DC2612NI0101,DC2612NI0102,DC2612NI0103,DC2612NI0104,DC2612NI0105,DC2612NI0106,DC2612NI0107,DC2612NI0108,DC2612NI0109,DC2612NI0110,DC2612NI0111,DC2612NI0112,DC2612NI0113,DC2612NI0114,DC2612NI0115,DC2612NI0116,DC2612NI0117,DC2612NI0118,DC2612NI0119,DC2612NI0120,DC2612NI0121,DC2612NI0122,DC2612NI0123,DC2612NI0124,DC2612NI0125,DC2612NI0126,DC2612NI0127,DC2612NI0128,DC2612NI0129,DC2612NI0130,DC2612NI0131,DC2612NI0132,DC2612NI0133,DC2612NI0134,DC2612NI0135,DC2612NI0136,DC2612NI0137,DC2612NI0138,DC2612NI0139,DC2612NI0140,DC2612NI0141,DC2612NI0142,DC2612NI0143,DC2612NI0144,DC2612NI0145,DC2612NI0146,DC2612NI0147,DC2612NI0148,DC2612NI0149,DC2612NI0150,DC2612NI0151,DC2612NI0152,DC2612NI0153,DC2612NI0154,DC2612NI0155,DC2612NI0156,DC2612NI0157,DC2612NI0158,DC2612NI0159,DC2612NI0160,DC2612NI0161,DC2612NI0162,DC2612NI0163,DC2612NI0164,DC2612NI0165,DC2612NI0166,DC2612NI0167,DC2612NI0168,DC2612NI0169,DC2612NI0170,DC2612NI0171,DC2612NI0172,DC2612NI0173,DC2612NI0174,DC2612NI0175,DC2612NI0176,DC2612NI0177,DC2612NI0178,DC2612NI0179,DC2612NI0180,DC2612NI0181,DC2612NI0182,DC2612NI0183,DC2612NI0184,DC2612NI0185,DC2612NI0186,DC2612NI0187,DC2612NI0188,DC2612NI0189,DC2612NI0190,DC2612NI0191,DC2612NI0192,DC2612NI0193,DC2612NI0194,DC2612NI0195,DC2612NI0196
95AA11,3834,3563,107,16,2,6,50,6,9,1,0,13,21,40,2934,2688,99,16,1,5,46,5,8,1,0,12,18,35,513,470,15,1,0,0,2,3,0,0,0,4,7,11,1935,1757,73,13,1,3,42,2,8,1,0,7,11,17,65,64,0,0,0,0,1,0,0,0,0,0,0,0,187,181,2,0,0,0,0,0,0,0,0,1,0,3,108,93,7,2,0,2,1,0,0,0,0,0,0,3,126,123,2,0,0,0,0,0,0,0,0,0,0,1,900,875,8,0,1,1,4,1,1,0,0,1,3,5,416,413,0,0,0,0,0,0,0,0,0,1,0,2,128,121,4,0,0,0,0,1,1,0,0,0,0,1,95,89,1,0,0,1,2,0,0,0,0,0,0,2,186,185,0,0,1,0,0,0,0,0,0,0,0,0,75,67,3,0,0,0,2,0,0,0,0,0,3,0
95AA12,2037,2036,0,0,0,0,0,0,0,0,0,0,0,1,1495,1495,0,0,0,0,0,0,0,0,0,0,0,0,283,283,0,0,0,0,0,0,0,0,0,0,0,0,781,781,0,0,0,0,0,0,0,0,0,0,0,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,265,265,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,542,541,0,0,0,0,0,0,0,0,0,0,0,1,252,252,0,0,0,0,0,0,0,0,0,0,0,0,138,138,0,0,0,0,0,0,0,0,0,0,0,0,67,66,0,0,0,0,0,0,0,0,0,0,0,1,56,56,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0
95AA13,2339,2216,17,64,7,9,4,4,1,1,4,0,2,10,1681,1587,14,47,5,4,4,4,1,1,4,0,2,8,293,283,1,3,1,1,2,0,0,0,0,0,0,2,1000,936,10,36,1,1,2,4,1,0,4,0,0,5,51,48,0,2,0,1,0,0,0,0,0,0,0,0,173,167,1,1,3,0,0,0,0,0,0,0,0,1,94,85,2,4,0,1,0,0,0,1,0,0,1,0,70,68,0,1,0,0,0,0,0,0,0,0,1,0,658,629,3,17,2,5,0,0,0,0,0,0,0,2,291,289,1,0,1,0,0,0,0,0,0,0,0,0,117,110,1,4,0,2,0,0,0,0,0,0,0,0,64,56,1,6,0,1,0,0,0,0,0,0,0,0,140,135,0,2,1,1,0,0,0,0,0,0,0,1,46,39,0,5,0,1,0,0,0,0,0,0,0,1
95AA14,1678,1671,3,0,1,0,0,2,0,0,0,0,0,1,1215,1208,3,0,1,0,0,2,0,0,0,0,0,1,231,229,0,0,1,0,0,1,0,0,0,0,0,0,627,622,3,0,0,0,0,1,0,0,0,0,0,1,38,38,0,0,0,0,0,0,0,0,0,0,0,0,194,194,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,463,463,0,0,0,0,0,0,0,0,0,0,0,0,215,215,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,85,85,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0
95AA15,3028,2685,116,64,0,2,40,2,24,5,0,27,9,54,2276,1966,101,58,0,2,38,1,22,4,0,26,9,49,413,359,20,10,0,1,3,0,2,0,0,3,3,12,1449,1216,77,45,0,1,31,1,18,4,0,19,6,31,59,58,1,0,0,0,0,0,0,0,0,0,0,0,110,104,0,1,0,0,0,0,1,0,0,0,0,4,136,126,3,2,0,0,3,0,0,0,0,1,0,1,109,103,0,0,0,0,1,0,1,0,0,3,0,1,752,719,15,6,0,0,2,1,2,1,0,1,0,5,246,244,1,0,0,0,0,0,0,0,0,0,0,1,106,97,3,1,0,0,2,0,1,1,0,1,0,0,114,105,5,0,0,0,0,1,0,0,0,0,0,3,220,216,0,3,0,0,0,0,0,0,0,0,0,1,66,57,6,2,0,0,0,0,1,0,0,0,0,0
95AA16,1351,1234,54,8,0,5,27,0,0,1,0,0,9,13,896,789,50,8,0,4,25,0,0,1,0,0,9,10,191,177,7,0,0,0,5,0,0,0,0,0,0,2,552,464,41,8,0,4,20,0,0,1,0,0,8,6,9,9,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,0,0,0,0,0,0,0,0,0,1,1,67,65,2,0,0,0,0,0,0,0,0,0,0,0,37,36,0,0,0,0,0,0,0,0,0,0,0,1,455,445,4,0,0,1,2,0,0,0,0,0,0,3,197,197,0,0,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,56,49,4,0,0,0,2,0,0,0,0,0,0,1,114,114,0,0,0,0,0,0,0,0,0,0,0,0,40,37,0,0,0,1,0,0,0,0,0,0,0,2
95AA17,1614,1548,16,19,0,0,8,0,0,2,0,6,2,13,1117,1057,15,16,0,0,8,0,0,1,0,6,2,12,236,224,4,1,0,0,1,0,0,1,0,2,0,3,658,616,10,12,0,0,6,0,0,0,0,4,2,8,23,22,0,1,0,0,0,0,0,0,0,0,0,0,58,56,0,0,0,0,1,0,0,0,0,0,0,1,99,96,1,2,0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,497,491,1,3,0,0,0,0,0,1,0,0,0,1,214,214,0,0,0,0,0,0,0,0,0,0,0,0,73,72,0,1,0,0,0,0,0,0,0,0,0,0,62,59,1,1,0,0,0,0,0,0,0,0,0,1,112,110,0,1,0,0,0,0,0,1,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0
95AA18,1821,1793,7,0,0,0,1,3,2,0,1,0,2,12,1160,1137,7,0,0,0,1,3,1,0,1,0,2,8,198,197,0,0,0,0,0,0,0,0,0,0,1,0,655,637,7,0,0,0,1,1,1,0,0,0,1,7,51,49,0,0,0,0,0,1,0,0,0,0,0,1,166,166,0,0,0,0,0,0,0,0,0,0,0,0,35,33,0,0,0,0,0,1,0,0,1,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,661,656,0,0,0,0,0,0,1,0,0,0,0,4,402,399,0,0,0,0,0,0,1,0,0,0,0,2,83,83,0,0,0,0,0,0,0,0,0,0,0,0,68,67,0,0,0,0,0,0,0,0,0,0,0,1,71,71,0,0,0,0,0,0,0,0,0,0,0,0,37,36,0,0,0,0,0,0,0,0,0,0,0,1
95AA19,1888,1859,12,1,6,0,0,0,0,0,0,8,0,2,1271,1246,11,1,4,0,0,0,0,0,0,8,0,1,233,233,0,0,0,0,0,0,0,0,0,0,0,0,653,632,9,1,3,0,0,0,0,0,0,8,0,0,32,31,0,0,1,0,0,0,0,0,0,0,0,0,217,216,1,0,0,0,0,0,0,0,0,0,0,0,75,73,1,0,0,0,0,0,0,0,0,0,0,1,61,61,0,0,0,0,0,0,0,0,0,0,0,0,617,613,1,0,2,0,0,0,0,0,0,0,0,1,164,164,0,0,0,0,0,0,0,0,0,0,0,0,135,134,0,0,1,0,0,0,0,0,0,0,0,0,101,100,1,0,0,0,0,0,0,0,0,0,0,0,152,152,0,0,0,0,0,0,0,0,0,0,0,0,65,63,0,0,1,0,0,0,0,0,0,0,0,1
95BB01,2650,2628,3,2,1,2,0,3,0,0,1,0,0,10,1976,1956,3,2,1,2,0,3,0,0,1,0,0,8,391,388,0,0,0,0,0,0,0,0,0,0,0,3,1110,1097,3,1,0,1,0,3,0,0,1,0,0,4,72,71,0,0,0,1,0,0,0,0,0,0,0,0,228,228,0,0,0,0,0,0,0,0,0,0,0,0,88,86,0,1,0,0,0,0,0,0,0,0,0,1,87,86,0,0,1,0,0,0,0,0,0,0,0,0,674,672,0,0,0,0,0,0,0,0,0,0,0,2,325,325,0,0,0,0,0,0,0,0,0,0,0,0,146,146,0,0,0,0,0,0,0,0,0,0,0,0,74,73,0,0,0,0,0,0,0,0,0,0,0,1,95,95,0,0,0,0,0,0,0,0,0,0,0,0,34,33,0,0,0,0,0,0,0,0,0,0,0,1
95BB02,1711,1665,8,19,0,0,0,1,0,2,2,0,0,14,1037,999,8,18,0,0,0,1,0,1,2,0,0,8,221,217,1,1,0,0,0,0,0,0,0,0,0,2,545,517,5,16,0,0,0,0,0,1,2,0,0,4,31,31,0,0,0,0,0,0,0,0,0,0,0,0,91,88,2,0,0,0,0,1,0,0,0,0,0,0,94,92,0,1,0,0,0,0,0,0,0,0,0,1,55,54,0,0,0,0,0,0,0,0,0,0,0,1,674,666,0,1,0,0,0,0,0,1,0,0,0,6,305,303,0,0,0,0,0,0,0,0,0,0,0,2,74,72,0,1,0,0,0,0,0,0,0,0,0,1,73,70,0,0,0,0,0,0,0,0,0,0,0,3,160,160,0,0,0,0,0,0,0,0,0,0,0,0,62,61,0,0,0,0,0,0,0,1,0,0,0,0
95BB03,3080,3049,12,1,0,0,0,0,1,0,0,0,0,17,1861,1840,11,1,0,0,0,0,1,0,0,0,0,8,370,366,0,0,0,0,0,0,1,0,0,0,0,3,1023,1009,10,1,0,0,0,0,0,0,0,0,0,3,58,57,0,0,0,0,0,0,0,0,0,0,0,1,217,217,0,0,0,0,0,0,0,0,0,0,0,0,137,136,0,0,0,0,0,0,0,0,0,0,0,1,56,55,1,0,0,0,0,0,0,0,0,0,0,0,1219,1209,1,0,0,0,0,0,0,0,0,0,0,9,642,639,0,0,0,0,0,0,0,0,0,0,0,3,126,126,0,0,0,0,0,0,0,0,0,0,0,0,140,134,1,0,0,0,0,0,0,0,0,0,0,5,219,218,0,0,0,0,0,0,0,0,0,0,0,1,92,92,0,0,0,0,0,0,0,0,0,0,0,0
95BB04,2287,2255,4,5,0,2,1,2,0,0,4,0,0,14,1429,1406,4,5,0,2,0,1,0,0,4,0,0,7,312,308,2,1,0,0,0,0,0,0,0,0,0,1,756,744,2,4,0,2,0,0,0,0,2,0,0,2,64,63,0,0,0,0,0,0,0,0,0,0,0,1,150,149,0,0,0,0,0,1,0,0,0,0,0,0,90,86,0,0,0,0,0,0,0,0,2,0,0,2,57,56,0,0,0,0,0,0,0,0,0,0,0,1,858,849,0,0,0,0,1,1,0,0,0,0,0,7,536,534,0,0,0,0,0,0,0,0,0,0,0,2,107,105,0,0,0,0,0,0,0,0,0,0,0,2,79,76,0,0,0,0,0,1,0,0,0,0,0,2,103,102,0,0,0,0,0,0,0,0,0,0,0,1,33,32,0,0,0,0,1,0,0,0,0,0,0,0
95BB05,2559,2542,1,1,0,0,2,0,0,0,0,0,0,13,1784,1772,1,1,0,0,2,0,0,0,0,0,0,8,358,354,0,0,0,0,1,0,0,0,0,0,0,3,864,859,1,1,0,0,1,0,0,0,0,0,0,2,94,93,0,0,0,0,0,0,0,0,0,0,0,1,326,325,0,0,0,0,0,0,0,0,0,0,0,1,81,81,0,0,0,0,0,0,0,0,0,0,0,0,61,60,0,0,0,0,0,0,0,0,0,0,0,1,775,770,0,0,0,0,0,0,0,0,0,0,0,5,412,410,0,0,0,0,0,0,0,0,0,0,0,2,95,95,0,0,0,0,0,0,0,0,0,0,0,0,93,92,0,0,0,0,0,0,0,0,0,0,0,1,130,130,0,0,0,0,0,0,0,0,0,0,0,0,45,43,0,0,0,0,0,0,0,0,0,0,0,2
95BB06,2163,2082,14,19,0,3,1,12,4,1,0,2,3,22,1353,1286,12,19,0,3,1,7,4,1,0,2,2,16,277,266,3,1,0,0,0,2,0,0,0,0,0,5,773,727,9,18,0,2,0,4,4,1,0,2,1,5,27,25,0,0,0,0,0,0,0,0,0,0,0,2,78,76,0,0,0,0,0,1,0,0,0,0,0,1,142,138,0,0,0,1,0,0,0,0,0,0,1,2,56,54,0,0,0,0,1,0,0,0,0,0,0,1,810,796,2,0,0,0,0,5,0,0,0,0,1,6,358,357,0,0,0,0,0,0,0,0,0,0,0,1,82,77,0,0,0,0,0,3,0,0,0,0,0,2,89,83,2,0,0,0,0,0,0,0,0,0,1,3,209,207,0,0,0,0,0,2,0,0,0,0,0,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0
95BB07,2136,2092,12,3,0,1,2,0,2,3,6,0,0,15,1414,1377,12,3,0,1,2,0,1,2,6,0,0,10,298,295,3,0,0,0,0,0,0,0,0,0,0,0,781,753,9,3,0,1,2,0,1,2,5,0,0,5,37,37,0,0,0,0,0,0,0,0,0,0,0,0,137,133,0,0,0,0,0,0,0,0,0,0,0,4,100,98,0,0,0,0,0,0,0,0,1,0,0,1,61,61,0,0,0,0,0,0,0,0,0,0,0,0,722,715,0,0,0,0,0,0,1,1,0,0,0,5,393,393,0,0,0,0,0,0,0,0,0,0,0,0,82,80,0,0,0,0,0,0,0,0,0,0,0,2,92,88,0,0,0,0,0,0,1,1,0,0,0,2,118,117,0,0,0,0,0,0,0,0,0,0,0,1,37,37,0,0,0,0,0,0,0,0,0,0,0,0
