GeographyCode,DC2247NI0001,DC2247NI0002,DC2247NI0003,DC2247NI0004,DC2247NI0005,DC2247NI0006,DC2247NI0007,DC2247NI0008,DC2247NI0009,DC2247NI0010,DC2247NI0011,DC2247NI0012,DC2247NI0013,DC2247NI0014,DC2247NI0015,DC2247NI0016,DC2247NI0017,DC2247NI0018,DC2247NI0019,DC2247NI0020,DC2247NI0021,DC2247NI0022,DC2247NI0023,DC2247NI0024,DC2247NI0025,DC2247NI0026,DC2247NI0027,DC2247NI0028,DC2247NI0029,DC2247NI0030,DC2247NI0031,DC2247NI0032,DC2247NI0033,DC2247NI0034,DC2247NI0035,DC2247NI0036,DC2247NI0037,DC2247NI0038,DC2247NI0039,DC2247NI0040,DC2247NI0041,DC2247NI0042,DC2247NI0043,DC2247NI0044,DC2247NI0045,DC2247NI0046,DC2247NI0047,DC2247NI0048,DC2247NI0049,DC2247NI0050,DC2247NI0051,DC2247NI0052,DC2247NI0053,DC2247NI0054,DC2247NI0055,DC2247NI0056,DC2247NI0057,DC2247NI0058,DC2247NI0059,DC2247NI0060,DC2247NI0061,DC2247NI0062,DC2247NI0063,DC2247NI0064,DC2247NI0065,DC2247NI0066,DC2247NI0067,DC2247NI0068,DC2247NI0069,DC2247NI0070,DC2247NI0071,DC2247NI0072,DC2247NI0073,DC2247NI0074,DC2247NI0075,DC2247NI0076,DC2247NI0077,DC2247NI0078,DC2247NI0079,DC2247NI0080,DC2247NI0081,DC2247NI0082,DC2247NI0083,DC2247NI0084,DC2247NI0085,DC2247NI0086,DC2247NI0087,DC2247NI0088,DC2247NI0089,DC2247NI0090,DC2247NI0091,DC2247NI0092,DC2247NI0093,DC2247NI0094,DC2247NI0095,DC2247NI0096,DC2247NI0097,DC2247NI0098,DC2247NI0099,DC2247NI0100,DC2247NI0101,DC2247NI0102,DC2247NI0103,DC2247NI0104,DC2247NI0105,DC2247NI0106,DC2247NI0107,DC2247NI0108,DC2247NI0109,DC2247NI0110,DC2247NI0111,DC2247NI0112,DC2247NI0113,DC2247NI0114,DC2247NI0115,DC2247NI0116,DC2247NI0117,DC2247NI0118,DC2247NI0119,DC2247NI0120,DC2247NI0121,DC2247NI0122,DC2247NI0123,DC2247NI0124,DC2247NI0125,DC2247NI0126,DC2247NI0127,DC2247NI0128,DC2247NI0129,DC2247NI0130,DC2247NI0131,DC2247NI0132,DC2247NI0133,DC2247NI0134,DC2247NI0135,DC2247NI0136,DC2247NI0137,DC2247NI0138,DC2247NI0139,DC2247NI0140,DC2247NI0141,DC2247NI0142,DC2247NI0143,DC2247NI0144,DC2247NI0145,DC2247NI0146,DC2247NI0147,DC2247NI0148,DC2247NI0149,DC2247NI0150,DC2247NI0151,DC2247NI0152,DC2247NI0153,DC2247NI0154,DC2247NI0155,DC2247NI0156,DC2247NI0157,DC2247NI0158,DC2247NI0159,DC2247NI0160
95AA08W1,1698,680,623,353,192,12,66,13,247,135,1674,670,619,350,191,12,66,9,242,134,1674,670,619,350,191,12,66,9,242,134,0,0,0,0,0,0,0,0,0,0,18,9,2,1,1,0,0,3,3,1,6,1,2,1,1,0,0,0,3,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0
95AA09W1,2220,387,1244,669,410,47,118,26,346,217,2117,371,1227,663,404,45,115,2,305,212,2117,371,1227,663,404,45,115,2,305,212,0,0,0,0,0,0,0,0,0,0,87,15,7,1,4,1,1,24,37,4,38,1,2,0,1,0,1,1,33,1,37,14,4,0,3,1,0,12,4,3,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,14,0,9,5,2,1,1,0,4,1,1,1,0,0,0,0,0,0,0,0
95AA10W1,1953,712,810,437,224,54,95,23,292,116,1902,709,797,432,224,54,87,7,274,115,1902,709,797,432,224,54,87,7,274,115,0,0,0,0,0,0,0,0,0,0,36,2,3,2,0,0,1,15,16,0,25,2,0,0,0,0,0,7,16,0,9,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8,1,6,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,6,1,0,0,1,1,0,0,0,0,0,0,0,0,7,0,4,3,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
95AA11S1,2800,832,1313,675,425,70,143,29,455,171,2747,825,1303,673,422,69,139,13,437,169,2741,820,1303,673,422,69,139,13,436,169,6,5,0,0,0,0,0,0,1,0,36,3,3,0,0,0,3,13,16,1,10,0,0,0,0,0,0,5,5,0,17,1,3,0,0,0,3,6,7,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,2,0,1,5,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,11,2,4,1,2,1,0,3,1,1,1,0,0,0,0,0,0,0,1,0
95AA11S2,2564,1043,987,516,292,44,135,24,346,164,2439,967,982,515,292,44,131,10,318,162,2433,962,982,515,292,44,131,10,318,161,6,5,0,0,0,0,0,0,0,1,111,71,3,0,0,0,3,13,23,1,21,1,0,0,0,0,0,0,19,1,42,27,3,0,0,0,3,12,0,0,5,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,1,1,0,0,0,1,4,1,3,1,1,0,0,0,1,0,1,0
95AA12W1,2775,133,2161,1491,357,31,282,20,332,129,2768,133,2158,1491,356,31,280,20,328,129,2768,133,2158,1491,356,31,280,20,328,129,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
95AA13S1,1745,1116,367,213,90,16,48,7,129,126,1732,1111,365,212,89,16,48,7,124,125,1731,1111,365,212,89,16,48,7,124,124,1,0,0,0,0,0,0,0,0,1,9,3,0,0,0,0,0,0,5,1,8,2,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA13S2,1562,1023,334,187,88,5,54,2,101,102,1545,1020,330,187,88,5,50,2,91,102,1544,1019,330,187,88,5,50,2,91,102,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
95AA14W1,2349,816,1215,836,169,27,183,13,178,127,2338,816,1208,835,168,27,178,13,174,127,2338,816,1208,835,168,27,178,13,174,127,0,0,0,0,0,0,0,0,0,0,6,0,6,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA15S1,2641,998,1040,551,293,38,158,52,423,128,2458,922,1003,546,289,38,130,11,404,118,2458,922,1003,546,289,38,130,11,404,118,0,0,0,0,0,0,0,0,0,0,162,68,34,3,4,0,27,36,15,9,14,0,0,0,0,0,0,2,11,1,112,44,23,1,4,0,18,34,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,24,11,2,0,0,9,0,1,0,8,1,3,2,0,0,1,4,0,0,3,1,2,1,0,0,1,0,0,0,5,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0
95AA15S2,1545,588,502,235,165,31,71,43,273,139,1463,561,489,234,165,29,61,17,259,137,1463,561,489,234,165,29,61,17,259,137,0,0,0,0,0,0,0,0,0,0,59,18,8,1,0,2,5,25,7,1,4,0,3,1,0,2,0,0,1,0,44,13,4,0,0,0,4,21,5,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,5,1,0,0,0,1,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,8,5,0,0,0,5,0,5,1,2,0,0,0,0,0,0,0,2,0
95AA16W1,1807,291,1128,608,366,34,120,14,256,118,1765,285,1106,601,365,34,106,7,250,117,1765,285,1106,601,365,34,106,7,250,117,0,0,0,0,0,0,0,0,0,0,23,1,11,4,0,0,7,6,5,0,8,0,3,3,0,0,0,0,5,0,6,0,0,0,0,0,0,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,7,0,0,0,7,0,0,0,11,5,4,1,1,0,2,1,0,1,2,0,2,0,1,0,1,0,0,0,9,5,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,7,0,7,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0
95AA17W1,2142,694,852,407,301,45,99,25,395,176,2086,672,838,400,300,42,96,17,390,169,2086,672,838,400,300,42,96,17,390,169,0,0,0,0,0,0,0,0,0,0,41,22,4,0,1,3,0,8,3,4,6,0,0,0,0,0,0,0,3,3,34,22,3,0,0,3,0,8,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,12,0,7,6,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0
95AA18W1,2439,283,1608,1043,346,61,158,34,348,166,2392,283,1603,1040,344,61,158,15,338,153,2390,283,1602,1040,343,61,158,15,338,152,2,0,1,0,1,0,0,0,0,1,35,0,0,0,0,0,0,17,9,9,8,0,0,0,0,0,0,0,8,0,15,0,0,0,0,0,0,11,0,4,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,3,2,0,0,1,1,4,1,0,0,0,0,0,0,1,0,0
95AA19W1,2687,2335,170,94,37,3,36,3,56,123,2663,2321,168,94,37,3,34,2,51,121,2663,2321,168,94,37,3,34,2,51,121,0,0,0,0,0,0,0,0,0,0,18,14,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,18,14,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1
95BB01S1,1574,224,1051,679,158,48,166,14,190,95,1555,223,1037,672,158,48,159,11,189,95,1555,223,1037,672,158,48,159,11,189,95,0,0,0,0,0,0,0,0,0,0,5,1,3,2,0,0,1,1,0,0,2,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,9,0,7,1,0,0,6,2,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,0,6,0,0,0,6,1,0,0,4,0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
95BB01S2,2035,124,1473,928,283,66,196,11,333,94,2021,123,1470,928,283,66,193,10,325,93,2021,123,1470,928,283,66,193,10,325,93,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,3,1,4,1,1,0,0,0,0,0,0,0,1,0
95BB02W1,2347,184,1546,861,388,113,184,31,390,196,2329,182,1545,860,388,113,184,17,389,196,2328,182,1544,859,388,113,184,17,389,196,1,0,1,1,0,0,0,0,0,0,15,0,0,0,0,0,0,14,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB03S1,2026,42,1590,811,535,57,187,17,268,109,2014,42,1585,811,532,57,185,15,267,105,2014,42,1585,811,532,57,185,15,267,105,0,0,0,0,0,0,0,0,0,0,9,0,2,0,1,0,1,2,1,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,4,2,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB03S2,2193,132,1510,804,368,105,233,28,401,122,2178,131,1504,804,367,105,228,27,394,122,2178,131,1504,804,367,105,228,27,394,122,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,1,3,0,3,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,7,0,5,0,1,0,4,0,2,0
95BB04S1,1438,90,959,540,206,89,124,17,239,133,1420,90,956,540,206,89,121,8,233,133,1420,90,956,540,206,89,121,8,233,133,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,2,9,5,0,8,0,2,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95BB04S2,1610,83,1215,620,299,101,195,5,237,70,1602,82,1215,620,299,101,195,2,233,70,1602,82,1215,620,299,101,195,2,233,70,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
95BB05S1,1490,44,1116,671,237,52,156,33,212,85,1467,44,1114,669,237,52,156,28,198,83,1467,44,1114,669,237,52,156,28,198,83,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,12,0,0,0,0,0,0,2,8,2,1,0,0,0,0,0,0,0,1,0
