GeographyCode,DC2248NI0001,DC2248NI0002,DC2248NI0003,DC2248NI0004,DC2248NI0005,DC2248NI0006,DC2248NI0007,DC2248NI0008,DC2248NI0009,DC2248NI0010,DC2248NI0011,DC2248NI0012,DC2248NI0013,DC2248NI0014,DC2248NI0015,DC2248NI0016,DC2248NI0017,DC2248NI0018,DC2248NI0019,DC2248NI0020,DC2248NI0021,DC2248NI0022,DC2248NI0023,DC2248NI0024,DC2248NI0025,DC2248NI0026,DC2248NI0027,DC2248NI0028,DC2248NI0029,DC2248NI0030,DC2248NI0031,DC2248NI0032,DC2248NI0033,DC2248NI0034,DC2248NI0035,DC2248NI0036,DC2248NI0037,DC2248NI0038,DC2248NI0039,DC2248NI0040,DC2248NI0041,DC2248NI0042,DC2248NI0043,DC2248NI0044,DC2248NI0045,DC2248NI0046,DC2248NI0047,DC2248NI0048,DC2248NI0049,DC2248NI0050,DC2248NI0051,DC2248NI0052,DC2248NI0053,DC2248NI0054,DC2248NI0055,DC2248NI0056,DC2248NI0057,DC2248NI0058,DC2248NI0059,DC2248NI0060,DC2248NI0061,DC2248NI0062,DC2248NI0063,DC2248NI0064,DC2248NI0065,DC2248NI0066,DC2248NI0067,DC2248NI0068,DC2248NI0069,DC2248NI0070,DC2248NI0071,DC2248NI0072,DC2248NI0073,DC2248NI0074,DC2248NI0075,DC2248NI0076,DC2248NI0077,DC2248NI0078,DC2248NI0079,DC2248NI0080
95AA11S1,2800,955,1548,37,260,2747,945,1538,17,247,2741,940,1538,17,246,6,5,0,0,1,36,4,3,17,12,10,0,0,5,5,17,1,3,9,4,4,1,0,0,3,0,0,0,0,0,5,2,0,3,0,5,2,3,0,0,0,0,0,0,0,4,2,2,0,0,1,0,1,0,0,11,4,4,3,0,1,0,0,0,1
95AA11S2,2564,1130,1190,25,219,2439,1053,1184,11,191,2433,1048,1183,11,191,6,5,1,0,0,111,72,3,13,23,21,2,0,0,19,42,27,3,12,0,5,0,0,1,4,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,2,1,4,3,1,1,0,1
95AA12W1,2775,197,2395,23,160,2768,197,2392,23,156,2768,197,2392,23,156,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,1,0,3,0,0,0,0,0
95AA13S1,1745,1201,456,7,81,1732,1196,454,7,75,1731,1196,453,7,75,1,0,1,0,0,9,3,0,0,6,8,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0
95AA13S2,1562,1081,412,3,66,1545,1077,408,3,57,1544,1076,408,3,57,1,1,0,0,0,6,1,0,0,5,5,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,9,3,3,0,3,0,0,0,0,0
95AA14W1,2349,872,1373,13,91,2338,871,1363,13,91,2338,871,1363,13,91,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA15S1,2641,1091,1226,62,262,2458,1014,1189,11,244,2458,1014,1189,11,244,0,0,0,0,0,162,69,34,45,14,14,0,0,3,11,112,45,23,42,2,0,0,0,0,0,0,0,0,0,0,36,24,11,0,1,8,1,3,4,0,3,1,2,0,0,5,0,1,4,0,0,0,0,0,0,13,7,0,2,4,0,0,0,0,0
95AA15S2,1545,665,652,44,184,1463,633,636,18,176,1463,633,636,18,176,0,0,0,0,0,59,21,9,25,4,4,0,3,0,1,44,16,5,21,2,3,0,0,3,0,0,0,0,0,0,8,5,1,1,1,2,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,19,8,7,0,4,2,2,0,0,0
95AA16W1,1807,344,1276,14,173,1765,338,1252,7,168,1765,338,1252,7,168,0,0,0,0,0,23,1,11,6,5,8,0,3,0,5,6,0,0,6,0,1,0,1,0,0,0,0,0,0,0,8,1,7,0,0,11,5,5,1,0,2,0,2,0,0,9,5,3,1,0,0,0,0,0,0,7,0,7,0,0,1,0,1,0,0
95AA17W1,2142,813,1067,27,235,2086,791,1049,19,227,2086,791,1049,19,227,0,0,0,0,0,41,22,5,8,6,6,0,0,0,6,34,22,4,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,12,0,10,0,2,0,0,0,0,0
95AA18W1,2439,341,1891,37,170,2392,341,1875,17,159,2390,341,1873,17,159,2,0,2,0,0,35,0,6,18,11,8,0,0,0,8,15,0,3,12,0,3,0,0,1,2,0,0,0,0,0,9,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,1,0,1,0,0,1,0
95AA19W1,2687,2410,231,6,40,2663,2394,228,5,36,2663,2394,228,5,36,0,0,0,0,0,18,15,2,1,0,0,0,0,0,0,18,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3,1,1,0,0,0
95BB01S1,1574,255,1197,14,108,1555,254,1183,11,107,1555,254,1183,11,107,0,0,0,0,0,5,1,3,1,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,9,0,7,2,0,1,0,1,0,0,1,0,0,1,0,7,0,6,1,0,4,0,4,0,0,1,0,0,0,1
95BB01S2,2035,150,1697,11,177,2021,149,1689,10,173,2021,149,1689,10,173,0,0,0,0,0,4,1,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,1,0,1,0,0,0,1
95BB02W1,2347,224,1881,33,209,2329,222,1880,19,208,2328,222,1879,19,208,1,0,1,0,0,15,0,0,14,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
95BB03S1,2026,59,1781,22,164,2014,59,1776,15,164,2014,59,1776,15,164,0,0,0,0,0,9,0,2,7,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,5,0,0,5,0,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
95BB03S2,2193,174,1782,31,206,2178,173,1774,29,202,2178,173,1774,29,202,0,0,0,0,0,5,0,1,1,3,3,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,7,0,7,0,0
95BB04S1,1438,127,1150,19,142,1420,127,1147,9,137,1420,127,1147,9,137,0,0,0,0,0,16,0,2,9,5,8,0,2,1,5,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
95BB04S2,1610,100,1388,5,117,1602,99,1386,2,115,1602,99,1386,2,115,0,0,0,0,0,4,0,1,3,0,1,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,2,0,0,0,0,0
95BB05S1,1490,54,1289,36,111,1467,52,1285,30,100,1467,52,1285,30,100,0,0,0,0,0,8,2,0,4,2,0,0,0,0,0,5,2,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,12,0,2,2,8,1,0,0,0,1
95BB05S2,1911,57,1658,18,178,1886,57,1648,12,169,1886,57,1648,12,169,0,0,0,0,0,10,0,0,5,5,6,0,0,1,5,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,4,2,0,1,1,0
95BB06W1,2870,335,2173,61,301,2800,332,2155,25,288,2800,332,2155,25,288,0,0,0,0,0,53,2,11,30,10,14,0,4,0,10,3,0,3,0,0,5,2,0,3,0,21,0,0,21,0,10,0,4,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,1,5,4,2,4,0,1,2,1
95BB07S1,1658,90,1367,21,180,1628,86,1358,8,176,1628,86,1358,8,176,0,0,0,0,0,23,3,6,13,1,1,0,0,0,1,0,0,0,0,0,5,0,0,5,0,7,0,0,7,0,10,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,3,2,1,1,0,0
95BB07S2,1295,28,1154,12,101,1286,28,1147,11,100,1286,28,1147,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,4,0,1,3,0,3,0,0
95BB08S1,1331,90,1087,24,130,1320,86,1085,20,129,1320,86,1085,20,129,0,0,0,0,0,6,4,1,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,2,0,1,0,1
95BB08S2,1294,69,1116,11,98,1268,69,1112,9,78,1268,69,1112,9,78,0,0,0,0,0,20,0,1,2,17,17,0,1,0,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0
95BB09S1,1325,56,1138,7,124,1309,49,1135,6,119,1309,49,1135,6,119,0,0,0,0,0,13,7,1,1,4,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0
95BB09S2,1618,74,1375,8,161,1609,74,1367,7,161,1609,74,1367,7,161,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,1,0,1,0,0
95BB10S1,1690,143,1347,27,173,1618,96,1330,25,167,1617,96,1330,25,166,1,0,0,0,1,54,47,5,2,0,0,0,0,0,0,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,45,39,5,1,0,5,0,5,0,0,0,0,0,0,0,4,0,4,0,0,1,0,1,0,0,9,0,4,0,5,4,0,3,0,1
95BB10S2,1637,107,1379,17,134,1630,107,1373,17,133,1629,107,1372,17,133,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,1,0,0,0,1
95BB11S1,1408,52,1214,17,125,1392,52,1211,6,123,1391,52,1210,6,123,1,0,1,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,3,0,0,1,0,0,0,1
95BB11S2,1547,88,1319,23,117,1535,86,1314,20,115,1535,86,1314,20,115,0,0,0,0,0,11,2,5,3,1,0,0,0,0,0,4,0,0,3,1,1,0,1,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
95BB12S1,1440,142,1039,39,220,1399,140,1036,16,207,1399,140,1036,16,207,0,0,0,0,0,34,0,1,23,10,11,0,1,0,10,0,0,0,0,0,0,0,0,0,0,22,0,0,22,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,3,1,1,0,0,0
95BB12S2,1336,91,1107,16,122,1328,88,1105,16,119,1328,88,1105,16,119,0,0,0,0,0,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,2,1,0,1,0,0
95BB13S1,1392,82,1130,16,164,1381,82,1125,10,164,1381,82,1125,10,164,0,0,0,0,0,7,0,1,6,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0
95BB13S2,1472,128,1190,28,126,1446,128,1179,13,126,1446,128,1179,13,126,0,0,0,0,0,20,0,5,15,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,15,0,0,15,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0
95BB13S3,1580,101,1281,9,189,1572,97,1277,9,189,1572,97,1277,9,189,0,0,0,0,0,5,4,1,0,0,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0
95BB14S1,1510,81,1301,12,116,1499,80,1296,11,112,1499,80,1296,11,112,0,0,0,0,0,3,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,2,4,0,3,0,1
95BB14S2,1606,127,1306,18,155,1595,124,1305,15,151,1595,124,1305,15,151,0,0,0,0,0,4,1,0,2,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,2,2,0,0,1,1
95BB15S1,2005,1059,810,18,118,1992,1054,805,16,117,1990,1052,805,16,117,2,2,0,0,0,6,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,0,1,1,1,0,0,0,0,0,2,0,0,1,1,1,0,1,0,0,3,0,3,0,0,1,0,1,0,0
95BB15S2,1484,958,442,5,79,1474,948,442,5,79,1474,948,442,5,79,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
95BB16S1,1533,67,1328,17,121,1531,67,1328,16,120,1531,67,1328,16,120,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
95BB16S2,1603,108,1338,14,143,1595,108,1333,11,143,1595,108,1333,11,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0,4,2,0,1,0,0,1,0
95BB17S1,1793,122,1421,7,243,1788,122,1419,6,241,1788,122,1419,6,241,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,0,1,1,0
95BB17S2,1763,110,1394,19,240,1747,108,1394,18,227,1746,108,1394,18,226,1,0,0,0,1,10,0,0,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,3,1,0,1,1
95BB18S1,1688,45,1431,15,197,1677,45,1429,14,189,1677,45,1429,14,189,0,0,0,0,0,8,0,2,0,6,7,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0
95BB18S2,2591,153,2119,13,306,2582,151,2113,12,306,2582,151,2113,12,306,0,0,0,0,0,4,2,1,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,1,0,1,0,0
95BB19S1,1613,166,1300,16,131,1579,159,1285,7,128,1579,159,1285,7,128,0,0,0,0,0,19,7,1,8,3,3,0,0,0,3,5,5,0,0,0,0,0,0,0,0,7,0,0,7,0,4,2,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12,0,11,1,0,2,0,2,0,0
95BB19S2,1784,135,1436,11,202,1754,135,1427,11,181,1754,135,1427,11,181,0,0,0,0,0,21,0,0,0,21,21,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0
95BB19S3,1391,109,1090,21,171,1370,108,1088,8,166,1370,108,1088,8,166,0,0,0,0,0,20,0,2,13,5,7,0,2,0,5,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB20S1,1889,1424,385,2,78,1878,1420,385,2,71,1877,1419,385,2,71,1,1,0,0,0,8,3,0,0,5,6,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
95BB20S2,1524,1277,185,7,55,1518,1274,185,5,54,1518,1274,185,5,54,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,3,1,0,1,1
95BB21S1,2387,90,2091,28,178,2375,90,2086,24,175,2375,90,2086,24,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,3,6,0,3,3,0
95BB21S2,2332,498,1588,16,230,2328,498,1586,15,229,2328,498,1586,15,229,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,1
95BB22S1,1557,87,1253,7,210,1541,87,1249,7,198,1541,87,1249,7,198,0,0,0,0,0,11,0,2,0,9,10,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,2
95BB22S2,1483,80,1196,7,200,1479,80,1193,7,199,1479,80,1193,7,199,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0
95BB23S1,1540,204,1181,13,142,1508,199,1174,7,128,1505,199,1174,7,125,3,0,0,0,3,21,4,0,6,11,10,0,0,0,10,6,4,0,1,1,0,0,0,0,0,1,0,0,1,0,4,0,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,9,0,6,0,3,0,0,0,0,0
95BB23S2,1485,128,1220,28,109,1475,127,1219,20,109,1475,127,1219,20,109,0,0,0,0,0,7,0,1,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0
95CC01W1,2558,2244,250,18,46,2522,2234,243,13,32,2522,2234,243,13,32,0,0,0,0,0,31,9,6,5,11,13,0,2,1,10,17,8,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,3
