GeographyCode,DC2612NI0001,DC2612NI0002,DC2612NI0003,DC2612NI0004,DC2612NI0005,DC2612NI0006,DC2612NI0007,DC2612NI0008,DC2612NI0009,DC2612NI0010,DC2612NI0011,DC2612NI0012,DC2612NI0013,DC2612NI0014,DC2612NI0015,DC2612NI0016,DC2612NI0017,DC2612NI0018,DC2612NI0019,DC2612NI0020,DC2612NI0021,DC2612NI0022,DC2612NI0023,DC2612NI0024,DC2612NI0025,DC2612NI0026,DC2612NI0027,DC2612NI0028,DC2612NI0029,DC2612NI0030,DC2612NI0031,DC2612NI0032,DC2612NI0033,DC2612NI0034,DC2612NI0035,DC2612NI0036,DC2612NI0037,DC2612NI0038,DC2612NI0039,DC2612NI0040,DC2612NI0041,DC2612NI0042,DC2612NI0043,DC2612NI0044,DC2612NI0045,DC2612NI0046,DC2612NI0047,DC2612NI0048,DC2612NI0049,DC2612NI0050,DC2612NI0051,DC2612NI0052,DC2612NI0053,DC2612NI0054,DC2612NI0055,DC2612NI0056,DC2612NI0057,DC2612NI0058,DC2612NI0059,DC2612NI0060,DC2612NI0061,DC2612NI0062,DC2612NI0063,DC2612NI0064,DC2612NI0065,DC2612NI0066,DC2612NI0067,DC2612NI0068,DC2612NI0069,DC2612NI0070,DC2612NI0071,DC2612NI0072,DC2612NI0073,DC2612NI0074,DC2612NI0075,DC2612NI0076,DC2612NI0077,DC2612NI0078,DC2612NI0079,DC2612NI0080,DC2612NI0081,DC2612NI0082,DC2612NI0083,DC2612NI0084,DC2612NI0085,DC2612NI0086,DC2612NI0087,DC2612NI0088,DC2612NI0089,DC2612NI0090,DC2612NI0091,DC2612NI0092,DC2612NI0093,DC2612NI0094,DC2612NI0095,DC2612NI0096,DC2612NI0097,DC2612NI0098,DC2612NI0099,DC2612NI0100,DC2612NI0101,DC2612NI0102,DC2612NI0103,DC2612NI0104,DC2612NI0105,DC2612NI0106,DC2612NI0107,DC2612NI0108,DC2612NI0109,DC2612NI0110,DC2612NI0111,DC2612NI0112,DC2612NI0113,DC2612NI0114,DC2612NI0115,DC2612NI0116,DC2612NI0117,DC2612NI0118,DC2612NI0119,DC2612NI0120,DC2612NI0121,DC2612NI0122,DC2612NI0123,DC2612NI0124,DC2612NI0125,DC2612NI0126,DC2612NI0127,DC2612NI0128,DC2612NI0129,DC2612NI0130,DC2612NI0131,DC2612NI0132,DC2612NI0133,DC2612NI0134,DC2612NI0135,DC2612NI0136,DC2612NI0137,DC2612NI0138,DC2612NI0139,DC2612NI0140,DC2612NI0141,DC2612NI0142,DC2612NI0143,DC2612NI0144,DC2612NI0145,DC2612NI0146,DC2612NI0147,DC2612NI0148,DC2612NI0149,DC2612NI0150,DC2612NI0151,DC2612NI0152,DC2612NI0153,DC2612NI0154,DC2612NI0155,DC2612NI0156,DC2612NI0157,DC2612NI0158,DC2612NI0159,DC2612NI0160,DC2612NI0161,DC2612NI0162,DC2612NI0163,DC2612NI0164,DC2612NI0165,DC2612NI0166,DC2612NI0167,DC2612NI0168,DC2612NI0169,DC2612NI0170,DC2612NI0171,DC2612NI0172,DC2612NI0173,DC2612NI0174,DC2612NI0175,DC2612NI0176,DC2612NI0177,DC2612NI0178,DC2612NI0179,DC2612NI0180,DC2612NI0181,DC2612NI0182,DC2612NI0183,DC2612NI0184,DC2612NI0185,DC2612NI0186,DC2612NI0187,DC2612NI0188,DC2612NI0189,DC2612NI0190,DC2612NI0191,DC2612NI0192,DC2612NI0193,DC2612NI0194,DC2612NI0195,DC2612NI0196
95AA08W1,1262,1196,23,13,0,4,6,0,2,0,0,2,3,13,804,751,19,10,0,2,6,0,2,0,0,2,3,9,200,188,3,4,0,0,1,0,2,0,0,0,2,0,434,397,15,5,0,2,5,0,0,0,0,2,1,7,10,10,0,0,0,0,0,0,0,0,0,0,0,0,33,31,0,1,0,0,0,0,0,0,0,0,0,1,88,86,1,0,0,0,0,0,0,0,0,0,0,1,39,39,0,0,0,0,0,0,0,0,0,0,0,0,458,445,4,3,0,2,0,0,0,0,0,0,0,4,182,181,0,0,0,0,0,0,0,0,0,0,0,1,44,42,0,0,0,1,0,0,0,0,0,0,0,1,59,58,1,0,0,0,0,0,0,0,0,0,0,0,136,135,1,0,0,0,0,0,0,0,0,0,0,0,37,29,2,3,0,1,0,0,0,0,0,0,0,2
95AA09W1,1595,1514,32,3,0,0,3,2,1,0,0,9,3,28,1015,947,30,3,0,0,3,1,1,0,0,7,2,21,233,216,7,0,0,0,1,1,0,0,0,2,1,5,576,538,18,3,0,0,2,0,1,0,0,5,1,8,29,25,1,0,0,0,0,0,0,0,0,0,0,3,39,35,1,0,0,0,0,0,0,0,0,0,0,3,90,88,2,0,0,0,0,0,0,0,0,0,0,0,48,45,1,0,0,0,0,0,0,0,0,0,0,2,580,567,2,0,0,0,0,1,0,0,0,2,1,7,251,249,0,0,0,0,0,0,0,0,0,0,0,2,73,71,0,0,0,0,0,0,0,0,0,2,0,0,78,71,2,0,0,0,0,0,0,0,0,0,1,4,126,125,0,0,0,0,0,0,0,0,0,0,0,1,52,51,0,0,0,0,0,1,0,0,0,0,0,0
95AA10W1,1461,1405,19,8,2,0,0,1,1,2,0,0,0,23,900,863,15,8,0,0,0,0,0,1,0,0,0,13,196,189,2,0,0,0,0,0,0,1,0,0,0,4,488,463,11,8,0,0,0,0,0,0,0,0,0,6,19,19,0,0,0,0,0,0,0,0,0,0,0,0,60,57,0,0,0,0,0,0,0,0,0,0,0,3,77,76,1,0,0,0,0,0,0,0,0,0,0,0,60,59,1,0,0,0,0,0,0,0,0,0,0,0,561,542,4,0,2,0,0,1,1,1,0,0,0,10,260,255,0,0,0,0,0,1,0,0,0,0,0,4,53,52,1,0,0,0,0,0,0,0,0,0,0,0,75,69,3,0,0,0,0,0,0,0,0,0,0,3,127,125,0,0,0,0,0,0,0,1,0,0,0,1,46,41,0,0,2,0,0,0,1,0,0,0,0,2
95AA11S1,1995,1819,84,6,1,5,35,2,2,0,0,3,13,25,1486,1323,78,6,0,5,33,1,1,0,0,3,13,23,266,242,10,0,0,0,1,0,0,0,0,0,6,7,974,847,62,6,0,3,31,1,1,0,0,2,7,14,36,36,0,0,0,0,0,0,0,0,0,0,0,0,94,91,1,0,0,0,0,0,0,0,0,1,0,1,67,60,4,0,0,2,1,0,0,0,0,0,0,0,49,47,1,0,0,0,0,0,0,0,0,0,0,1,509,496,6,0,1,0,2,1,1,0,0,0,0,2,254,254,0,0,0,0,0,0,0,0,0,0,0,0,70,64,4,0,0,0,0,1,1,0,0,0,0,0,47,45,0,0,0,0,0,0,0,0,0,0,0,2,102,101,0,0,1,0,0,0,0,0,0,0,0,0,36,32,2,0,0,0,2,0,0,0,0,0,0,0
95AA11S2,1839,1744,23,10,1,1,15,4,7,1,0,10,8,15,1448,1365,21,10,1,0,13,4,7,1,0,9,5,12,247,228,5,1,0,0,1,3,0,0,0,4,1,4,961,910,11,7,1,0,11,1,7,1,0,5,4,3,29,28,0,0,0,0,1,0,0,0,0,0,0,0,93,90,1,0,0,0,0,0,0,0,0,0,0,2,41,33,3,2,0,0,0,0,0,0,0,0,0,3,77,76,1,0,0,0,0,0,0,0,0,0,0,0,391,379,2,0,0,1,2,0,0,0,0,1,3,3,162,159,0,0,0,0,0,0,0,0,0,1,0,2,58,57,0,0,0,0,0,0,0,0,0,0,0,1,48,44,1,0,0,1,2,0,0,0,0,0,0,0,84,84,0,0,0,0,0,0,0,0,0,0,0,0,39,35,1,0,0,0,0,0,0,0,0,0,3,0
95AA12W1,2037,2036,0,0,0,0,0,0,0,0,0,0,0,1,1495,1495,0,0,0,0,0,0,0,0,0,0,0,0,283,283,0,0,0,0,0,0,0,0,0,0,0,0,781,781,0,0,0,0,0,0,0,0,0,0,0,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,265,265,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,542,541,0,0,0,0,0,0,0,0,0,0,0,1,252,252,0,0,0,0,0,0,0,0,0,0,0,0,138,138,0,0,0,0,0,0,0,0,0,0,0,0,67,66,0,0,0,0,0,0,0,0,0,0,0,1,56,56,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0
95AA13S1,1230,1158,9,41,5,4,4,0,1,1,0,0,2,5,882,826,7,31,5,2,4,0,1,1,0,0,2,3,140,134,0,2,1,1,2,0,0,0,0,0,0,0,528,493,6,23,1,0,2,0,1,0,0,0,0,2,26,24,0,2,0,0,0,0,0,0,0,0,0,0,95,90,0,1,3,0,0,0,0,0,0,0,0,1,52,46,1,2,0,1,0,0,0,1,0,0,1,0,41,39,0,1,0,0,0,0,0,0,0,0,1,0,348,332,2,10,0,2,0,0,0,0,0,0,0,2,151,150,1,0,0,0,0,0,0,0,0,0,0,0,64,60,0,3,0,1,0,0,0,0,0,0,0,0,37,31,1,5,0,0,0,0,0,0,0,0,0,0,75,74,0,0,0,0,0,0,0,0,0,0,0,1,21,17,0,2,0,1,0,0,0,0,0,0,0,1
95AA13S2,1109,1058,8,23,2,5,0,4,0,0,4,0,0,5,799,761,7,16,0,2,0,4,0,0,4,0,0,5,153,149,1,1,0,0,0,0,0,0,0,0,0,2,472,443,4,13,0,1,0,4,0,0,4,0,0,3,25,24,0,0,0,1,0,0,0,0,0,0,0,0,78,77,1,0,0,0,0,0,0,0,0,0,0,0,42,39,1,2,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,310,297,1,7,2,3,0,0,0,0,0,0,0,0,140,139,0,0,1,0,0,0,0,0,0,0,0,0,53,50,1,1,0,1,0,0,0,0,0,0,0,0,27,25,0,1,0,1,0,0,0,0,0,0,0,0,65,61,0,2,1,1,0,0,0,0,0,0,0,0,25,22,0,3,0,0,0,0,0,0,0,0,0,0
95AA14W1,1678,1671,3,0,1,0,0,2,0,0,0,0,0,1,1215,1208,3,0,1,0,0,2,0,0,0,0,0,1,231,229,0,0,1,0,0,1,0,0,0,0,0,0,627,622,3,0,0,0,0,1,0,0,0,0,0,1,38,38,0,0,0,0,0,0,0,0,0,0,0,0,194,194,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,463,463,0,0,0,0,0,0,0,0,0,0,0,0,215,215,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,85,85,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0
95AA15S1,1930,1718,73,27,0,0,32,2,20,2,0,21,9,26,1521,1324,64,27,0,0,30,1,19,2,0,20,9,25,256,223,13,5,0,0,1,0,2,0,0,2,3,7,993,845,50,20,0,0,25,1,15,2,0,14,6,15,46,46,0,0,0,0,0,0,0,0,0,0,0,0,80,75,0,1,0,0,0,0,1,0,0,0,0,3,76,70,1,1,0,0,3,0,0,0,0,1,0,0,70,65,0,0,0,0,1,0,1,0,0,3,0,0,409,394,9,0,0,0,2,1,1,0,0,1,0,1,154,153,1,0,0,0,0,0,0,0,0,0,0,0,59,54,1,0,0,0,2,0,1,0,0,1,0,0,60,55,3,0,0,0,0,1,0,0,0,0,0,1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,36,32,4,0,0,0,0,0,0,0,0,0,0,0
95AA15S2,1098,967,43,37,0,2,8,0,4,3,0,6,0,28,755,642,37,31,0,2,8,0,3,2,0,6,0,24,157,136,7,5,0,1,2,0,0,0,0,1,0,5,456,371,27,25,0,1,6,0,3,2,0,5,0,16,13,12,1,0,0,0,0,0,0,0,0,0,0,0,30,29,0,0,0,0,0,0,0,0,0,0,0,1,60,56,2,1,0,0,0,0,0,0,0,0,0,1,39,38,0,0,0,0,0,0,0,0,0,0,0,1,343,325,6,6,0,0,0,0,1,1,0,0,0,4,92,91,0,0,0,0,0,0,0,0,0,0,0,1,47,43,2,1,0,0,0,0,0,1,0,0,0,0,54,50,2,0,0,0,0,0,0,0,0,0,0,2,120,116,0,3,0,0,0,0,0,0,0,0,0,1,30,25,2,2,0,0,0,0,1,0,0,0,0,0
95AA16W1,1351,1234,54,8,0,5,27,0,0,1,0,0,9,13,896,789,50,8,0,4,25,0,0,1,0,0,9,10,191,177,7,0,0,0,5,0,0,0,0,0,0,2,552,464,41,8,0,4,20,0,0,1,0,0,8,6,9,9,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,0,0,0,0,0,0,0,0,0,1,1,67,65,2,0,0,0,0,0,0,0,0,0,0,0,37,36,0,0,0,0,0,0,0,0,0,0,0,1,455,445,4,0,0,1,2,0,0,0,0,0,0,3,197,197,0,0,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,56,49,4,0,0,0,2,0,0,0,0,0,0,1,114,114,0,0,0,0,0,0,0,0,0,0,0,0,40,37,0,0,0,1,0,0,0,0,0,0,0,2
95AA17W1,1614,1548,16,19,0,0,8,0,0,2,0,6,2,13,1117,1057,15,16,0,0,8,0,0,1,0,6,2,12,236,224,4,1,0,0,1,0,0,1,0,2,0,3,658,616,10,12,0,0,6,0,0,0,0,4,2,8,23,22,0,1,0,0,0,0,0,0,0,0,0,0,58,56,0,0,0,0,1,0,0,0,0,0,0,1,99,96,1,2,0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,497,491,1,3,0,0,0,0,0,1,0,0,0,1,214,214,0,0,0,0,0,0,0,0,0,0,0,0,73,72,0,1,0,0,0,0,0,0,0,0,0,0,62,59,1,1,0,0,0,0,0,0,0,0,0,1,112,110,0,1,0,0,0,0,0,1,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0
95AA18W1,1821,1793,7,0,0,0,1,3,2,0,1,0,2,12,1160,1137,7,0,0,0,1,3,1,0,1,0,2,8,198,197,0,0,0,0,0,0,0,0,0,0,1,0,655,637,7,0,0,0,1,1,1,0,0,0,1,7,51,49,0,0,0,0,0,1,0,0,0,0,0,1,166,166,0,0,0,0,0,0,0,0,0,0,0,0,35,33,0,0,0,0,0,1,0,0,1,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,661,656,0,0,0,0,0,0,1,0,0,0,0,4,402,399,0,0,0,0,0,0,1,0,0,0,0,2,83,83,0,0,0,0,0,0,0,0,0,0,0,0,68,67,0,0,0,0,0,0,0,0,0,0,0,1,71,71,0,0,0,0,0,0,0,0,0,0,0,0,37,36,0,0,0,0,0,0,0,0,0,0,0,1
95AA19W1,1888,1859,12,1,6,0,0,0,0,0,0,8,0,2,1271,1246,11,1,4,0,0,0,0,0,0,8,0,1,233,233,0,0,0,0,0,0,0,0,0,0,0,0,653,632,9,1,3,0,0,0,0,0,0,8,0,0,32,31,0,0,1,0,0,0,0,0,0,0,0,0,217,216,1,0,0,0,0,0,0,0,0,0,0,0,75,73,1,0,0,0,0,0,0,0,0,0,0,1,61,61,0,0,0,0,0,0,0,0,0,0,0,0,617,613,1,0,2,0,0,0,0,0,0,0,0,1,164,164,0,0,0,0,0,0,0,0,0,0,0,0,135,134,0,0,1,0,0,0,0,0,0,0,0,0,101,100,1,0,0,0,0,0,0,0,0,0,0,0,152,152,0,0,0,0,0,0,0,0,0,0,0,0,65,63,0,0,1,0,0,0,0,0,0,0,0,1
95BB01S1,1143,1135,3,0,0,0,0,0,0,0,0,0,0,5,861,854,3,0,0,0,0,0,0,0,0,0,0,4,163,162,0,0,0,0,0,0,0,0,0,0,0,1,472,466,3,0,0,0,0,0,0,0,0,0,0,3,38,38,0,0,0,0,0,0,0,0,0,0,0,0,110,110,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,282,281,0,0,0,0,0,0,0,0,0,0,0,1,140,140,0,0,0,0,0,0,0,0,0,0,0,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,30,29,0,0,0,0,0,0,0,0,0,0,0,1,35,35,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0
