GeographyCode,DC4403NI0001,DC4403NI0002,DC4403NI0003,DC4403NI0004,DC4403NI0005,DC4403NI0006,DC4403NI0007,DC4403NI0008,DC4403NI0009,DC4403NI0010,DC4403NI0011,DC4403NI0012,DC4403NI0013,DC4403NI0014,DC4403NI0015,DC4403NI0016,DC4403NI0017,DC4403NI0018,DC4403NI0019,DC4403NI0020,DC4403NI0021,DC4403NI0022,DC4403NI0023,DC4403NI0024,DC4403NI0025,DC4403NI0026,DC4403NI0027,DC4403NI0028,DC4403NI0029,DC4403NI0030,DC4403NI0031,DC4403NI0032,DC4403NI0033,DC4403NI0034,DC4403NI0035,DC4403NI0036,DC4403NI0037,DC4403NI0038,DC4403NI0039,DC4403NI0040,DC4403NI0041,DC4403NI0042,DC4403NI0043,DC4403NI0044,DC4403NI0045,DC4403NI0046,DC4403NI0047,DC4403NI0048,DC4403NI0049,DC4403NI0050,DC4403NI0051,DC4403NI0052,DC4403NI0053,DC4403NI0054,DC4403NI0055,DC4403NI0056,DC4403NI0057,DC4403NI0058,DC4403NI0059,DC4403NI0060,DC4403NI0061,DC4403NI0062,DC4403NI0063,DC4403NI0064,DC4403NI0065,DC4403NI0066,DC4403NI0067,DC4403NI0068,DC4403NI0069,DC4403NI0070,DC4403NI0071,DC4403NI0072,DC4403NI0073,DC4403NI0074,DC4403NI0075,DC4403NI0076,DC4403NI0077,DC4403NI0078,DC4403NI0079,DC4403NI0080,DC4403NI0081,DC4403NI0082,DC4403NI0083,DC4403NI0084,DC4403NI0085,DC4403NI0086,DC4403NI0087,DC4403NI0088,DC4403NI0089,DC4403NI0090,DC4403NI0091,DC4403NI0092,DC4403NI0093,DC4403NI0094,DC4403NI0095,DC4403NI0096,DC4403NI0097,DC4403NI0098,DC4403NI0099,DC4403NI0100,DC4403NI0101,DC4403NI0102,DC4403NI0103,DC4403NI0104,DC4403NI0105,DC4403NI0106,DC4403NI0107,DC4403NI0108,DC4403NI0109,DC4403NI0110,DC4403NI0111,DC4403NI0112,DC4403NI0113,DC4403NI0114,DC4403NI0115,DC4403NI0116,DC4403NI0117,DC4403NI0118,DC4403NI0119,DC4403NI0120,DC4403NI0121,DC4403NI0122,DC4403NI0123,DC4403NI0124,DC4403NI0125,DC4403NI0126,DC4403NI0127,DC4403NI0128,DC4403NI0129,DC4403NI0130,DC4403NI0131,DC4403NI0132
95AA08W1,1676,339,655,27,386,3,228,0,8,0,30,1676,339,655,27,386,3,228,0,8,0,30,1636,334,655,27,372,3,209,0,8,0,28,180,44,89,1,27,3,4,0,1,0,11,268,67,94,1,36,0,63,0,1,0,6,1188,223,472,25,309,0,142,0,6,0,11,40,5,0,0,14,0,19,0,0,0,2,40,5,0,0,14,0,19,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA09W1,2143,503,741,4,553,4,285,0,9,0,44,2143,503,741,4,553,4,285,0,9,0,44,1971,490,734,4,435,4,260,0,9,0,35,621,299,258,0,12,0,38,0,0,0,14,177,27,80,0,38,2,24,0,1,0,5,1173,164,396,4,385,2,198,0,8,0,16,171,13,7,0,117,0,25,0,0,0,9,163,10,7,0,113,0,24,0,0,0,9,8,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA10W1,1953,515,778,11,446,10,144,0,11,1,37,1953,515,778,11,446,10,144,0,11,1,37,1846,507,773,11,363,10,140,0,11,1,30,585,262,278,0,8,1,21,0,2,1,12,649,180,315,9,74,7,50,0,8,0,6,612,65,180,2,281,2,69,0,1,0,12,107,8,5,0,83,0,4,0,0,0,7,102,5,5,0,81,0,4,0,0,0,7,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA11S1,2698,562,1454,10,120,29,431,7,22,7,56,2698,562,1454,10,120,29,431,7,22,7,56,2541,548,1434,10,106,2,355,7,19,4,56,1151,360,672,0,14,0,72,7,3,0,23,655,66,423,6,13,0,126,0,13,0,8,735,122,339,4,79,2,157,0,3,4,25,157,14,20,0,14,27,76,0,3,3,0,135,9,19,0,11,25,65,0,3,3,0,15,0,1,0,3,0,11,0,0,0,0,7,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA11S2,2431,460,1637,15,8,24,262,0,9,2,14,2431,460,1637,15,8,24,262,0,9,2,14,2402,460,1630,15,6,24,242,0,9,2,14,1068,261,743,0,0,0,57,0,0,0,7,1019,147,715,2,6,15,127,0,2,0,5,315,52,172,13,0,9,58,0,7,2,2,29,0,7,0,2,0,20,0,0,0,0,26,0,6,0,2,0,18,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA12W1,2775,1090,1401,1,37,34,128,0,16,0,68,2775,1090,1401,1,37,34,128,0,16,0,68,2767,1088,1401,1,37,34,123,0,16,0,67,2344,1003,1198,0,2,0,84,0,9,0,48,310,70,155,0,12,25,26,0,5,0,17,113,15,48,1,23,9,13,0,2,0,2,5,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95AA13S1,1707,471,795,6,24,62,265,0,34,8,42,1705,471,795,6,24,62,263,0,34,8,42,1614,463,788,6,12,61,208,0,32,2,42,869,281,488,2,0,12,52,0,16,2,16,555,130,256,4,5,47,96,0,13,0,4,190,52,44,0,7,2,60,0,3,0,22,91,8,7,0,12,1,55,0,2,6,0,56,4,5,0,8,1,35,0,2,1,0,25,4,2,0,4,0,10,0,0,5,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
95AA13S2,1561,316,861,4,58,40,249,0,14,4,15,1561,316,861,4,58,40,249,0,14,4,15,1504,312,861,4,55,16,225,0,14,3,14,591,161,373,0,2,0,45,0,6,0,4,701,101,416,3,19,4,140,0,7,1,10,212,50,72,1,34,12,40,0,1,2,0,57,4,0,0,3,24,24,0,0,1,1,37,0,0,0,3,24,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA14W1,2302,1096,1010,4,7,1,111,0,12,10,51,2302,1096,1010,4,7,1,111,0,12,10,51,2288,1084,1010,4,7,0,111,0,12,10,50,2139,1006,969,4,0,0,97,0,11,5,47,105,57,29,0,4,0,9,0,1,5,0,44,21,12,0,3,0,5,0,0,0,3,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA15S1,2630,348,1542,42,165,0,478,5,29,1,20,2630,348,1542,42,165,0,478,5,29,1,20,2457,335,1499,36,119,0,419,5,27,1,16,580,87,403,3,10,0,67,5,2,1,2,1257,205,715,29,30,0,263,0,9,0,6,620,43,381,4,79,0,89,0,16,0,8,173,13,43,6,46,0,59,0,2,0,4,166,13,43,6,45,0,53,0,2,0,4,7,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA15S2,1472,149,581,11,423,2,266,6,9,0,25,1472,149,581,11,423,2,266,6,9,0,25,1393,146,575,11,377,2,246,6,6,0,24,192,45,99,0,19,0,26,0,0,0,3,439,58,192,6,81,0,94,1,4,0,3,762,43,284,5,277,2,126,5,2,0,18,79,3,6,0,46,0,20,0,3,0,1,70,3,6,0,46,0,14,0,0,0,1,9,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA16W1,1807,327,676,25,370,8,342,5,14,4,36,1807,327,676,25,370,8,342,5,14,4,36,1594,318,651,25,251,7,289,5,14,4,30,138,23,51,0,25,0,34,0,0,0,5,327,72,124,4,34,7,77,0,4,0,5,1129,223,476,21,192,0,178,5,10,4,20,213,9,25,0,119,1,53,0,0,0,6,204,9,25,0,119,1,44,0,0,0,6,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA17W1,2142,404,1128,35,308,18,207,2,10,3,27,2142,404,1128,35,308,18,207,2,10,3,27,2068,401,1126,35,267,0,200,2,10,2,25,402,128,219,4,19,0,22,0,4,2,4,856,154,544,19,26,0,101,2,4,0,6,810,119,363,12,222,0,77,0,2,0,15,74,3,2,0,41,18,7,0,0,1,2,68,3,2,0,39,16,6,0,0,1,1,6,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA18W1,2373,1100,940,4,28,3,232,5,23,2,36,2373,1100,940,4,28,3,232,5,23,2,36,2240,1081,921,3,28,2,148,4,19,0,34,1576,890,599,0,0,2,58,0,5,0,22,368,106,191,3,3,0,49,4,7,0,5,296,85,131,0,25,0,41,0,7,0,7,133,19,19,1,0,1,84,1,4,2,2,119,19,15,1,0,1,77,0,2,2,2,8,0,4,0,0,0,1,1,2,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA19W1,2645,1007,1033,1,241,33,224,12,41,7,46,2645,1007,1033,1,241,33,224,12,41,7,46,2610,996,1031,1,239,33,216,0,41,7,46,1769,833,774,1,20,2,94,0,13,2,30,556,119,184,0,98,31,106,0,12,2,4,285,44,73,0,121,0,16,0,16,3,12,23,1,0,0,2,0,8,12,0,0,0,22,0,0,0,2,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB01S1,1574,567,860,3,43,3,72,0,1,6,19,1574,567,860,3,43,3,72,0,1,6,19,1571,565,860,3,43,2,72,0,1,6,19,1029,422,564,0,2,0,27,0,1,0,13,330,77,200,0,17,0,28,0,0,6,2,212,66,96,3,24,2,17,0,0,0,4,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB01S2,2035,566,1264,4,97,0,67,0,8,0,29,2035,566,1264,4,97,0,67,0,8,0,29,1983,553,1243,4,95,0,52,0,8,0,28,763,227,496,0,7,0,14,0,3,0,16,929,256,588,4,44,0,23,0,4,0,10,291,70,159,0,44,0,15,0,1,0,2,52,13,21,0,2,0,15,0,0,0,1,42,4,21,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB02W1,2334,648,693,34,474,116,219,9,43,17,81,2334,648,693,34,474,116,219,9,43,17,81,1859,611,629,30,257,56,175,9,41,8,43,513,241,206,0,11,6,28,9,1,4,7,792,241,262,8,131,28,79,0,12,3,28,554,129,161,22,115,22,68,0,28,1,8,475,37,64,4,217,60,44,0,2,9,38,453,34,63,4,211,60,37,0,2,6,36,22,3,1,0,6,0,7,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB03S1,2026,509,850,29,232,70,277,5,28,3,23,2026,509,850,29,232,70,277,5,28,3,23,1970,504,848,29,221,50,260,5,28,3,22,770,285,385,1,18,5,53,0,4,2,17,592,95,251,13,64,31,118,0,16,1,3,608,124,212,15,139,14,89,5,8,0,2,56,5,2,0,11,20,17,0,0,0,1,41,5,2,0,11,20,2,0,0,0,1,5,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB03S2,2191,817,920,28,147,0,182,2,21,5,69,2191,817,920,28,147,0,182,2,21,5,69,2108,745,920,28,145,0,179,2,21,5,63,1242,576,556,0,13,0,59,2,5,0,31,456,91,196,21,54,0,69,0,2,5,18,410,78,168,7,78,0,51,0,14,0,14,9,0,0,0,2,0,3,0,0,0,4,6,0,0,0,2,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,72,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
95BB04S1,1399,480,498,10,149,39,168,0,11,6,38,1399,480,498,10,149,39,168,0,11,6,38,1314,476,491,10,127,3,155,0,11,4,37,574,274,241,5,5,0,27,0,2,0,20,254,64,97,0,37,0,44,0,1,4,7,486,138,153,5,85,3,84,0,8,0,10,85,4,7,0,22,36,13,0,0,2,1,70,4,4,0,22,36,1,0,0,2,1,9,0,0,0,0,0,9,0,0,0,0,6,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB04S2,1610,742,722,8,10,6,82,0,7,7,26,1610,742,722,8,10,6,82,0,7,7,26,1601,737,718,8,10,6,82,0,7,7,26,928,442,442,0,2,0,20,0,2,3,17,592,283,223,8,0,6,56,0,5,4,7,81,12,53,0,8,0,6,0,0,0,2,9,5,4,0,0,0,0,0,0,0,0,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB05S1,1490,551,692,7,43,26,126,0,0,0,45,1490,551,692,7,43,26,126,0,0,0,45,1472,551,689,7,43,26,112,0,0,0,44,1034,461,475,0,2,3,67,0,0,0,26,284,75,125,7,17,23,19,0,0,0,18,154,15,89,0,24,0,26,0,0,0,0,18,0,3,0,0,0,14,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,7,0,3,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB05S2,1911,616,897,10,152,4,173,0,23,1,35,1911,616,897,10,152,4,173,0,23,1,35,1900,614,894,10,152,4,168,0,23,1,34,1116,487,504,0,31,0,72,0,2,0,20,357,62,176,5,54,0,49,0,10,1,0,427,65,214,5,67,4,47,0,11,0,14,11,2,3,0,0,0,5,0,0,0,1,6,2,2,0,0,0,1,0,0,0,1,5,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB06W1,2870,625,800,42,498,178,612,2,38,2,73,2870,625,800,42,498,178,612,2,38,2,73,2244,578,721,29,350,72,412,0,27,0,55,167,26,62,0,20,16,28,0,1,0,14,515,159,182,0,53,19,86,0,4,0,12,1562,393,477,29,277,37,298,0,22,0,29,626,47,79,13,148,106,200,2,11,2,18,574,35,70,9,144,104,184,2,10,2,14,24,1,6,4,1,2,10,0,0,0,0,28,11,3,0,3,0,6,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB07S1,1601,332,436,15,169,256,309,3,13,6,62,1601,332,436,15,169,256,309,3,13,6,62,1347,308,392,15,165,162,233,3,10,4,55,271,117,88,0,10,3,32,0,4,0,17,454,59,116,5,70,124,58,1,2,4,15,622,132,188,10,85,35,143,2,4,0,23,254,24,44,0,4,94,76,0,3,2,7,218,21,32,0,4,92,59,0,1,2,7,20,3,2,0,0,1,12,0,2,0,0,16,0,10,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB07S2,1295,510,589,4,109,2,52,4,4,0,21,1295,510,589,4,109,2,52,4,4,0,21,1293,508,589,4,109,2,52,4,4,0,21,532,280,229,0,0,0,14,0,4,0,5,507,182,260,2,24,0,27,0,0,0,12,254,46,100,2,85,2,11,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB08S1,1331,229,477,13,397,5,134,0,13,0,63,1331,229,477,13,397,5,134,0,13,0,63,1305,229,474,13,382,5,127,0,13,0,62,97,19,39,1,20,0,10,0,2,0,6,765,112,222,5,291,5,83,0,5,0,42,443,98,213,7,71,0,34,0,6,0,14,26,0,3,0,15,0,7,0,0,0,1,23,0,3,0,15,0,4,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB08S2,1294,390,759,17,14,0,86,2,7,0,19,1294,390,759,17,14,0,86,2,7,0,19,1284,389,756,17,13,0,83,2,7,0,17,367,137,196,0,0,0,28,0,5,0,1,787,223,484,15,0,0,50,2,2,0,11,130,29,76,2,13,0,5,0,0,0,5,10,1,3,0,1,0,3,0,0,0,2,10,1,3,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB09S1,1291,538,568,0,8,16,125,11,7,0,18,1291,538,568,0,8,16,125,11,7,0,18,1261,538,557,0,8,5,119,11,5,0,18,682,358,290,0,0,0,22,2,0,0,10,439,149,223,0,3,2,46,7,1,0,8,140,31,44,0,5,3,51,2,4,0,0,30,0,11,0,0,11,6,0,2,0,0,22,0,6,0,0,11,3,0,2,0,0,8,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB09S2,1618,531,797,6,33,5,212,4,12,0,18,1618,531,797,6,33,5,212,4,12,0,18,1519,507,754,6,33,2,189,4,10,0,14,689,301,369,1,0,0,10,0,4,0,4,429,127,249,1,7,2,36,0,4,0,3,401,79,136,4,26,0,143,4,2,0,7,97,24,43,0,0,3,23,0,2,0,2,81,18,35,0,0,3,23,0,0,0,2,16,6,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
95BB10S1,1663,508,541,15,171,67,291,4,25,0,41,1663,508,541,15,171,67,291,4,25,0,41,1344,453,508,10,117,2,207,3,15,0,29,339,161,138,0,7,0,23,0,0,0,10,242,74,106,2,31,0,28,0,0,0,1,763,218,264,8,79,2,156,3,15,0,18,318,55,32,5,54,65,84,1,10,0,12,282,49,30,5,54,63,59,1,10,0,11,16,1,0,0,0,2,13,0,0,0,0,20,5,2,0,0,0,12,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
