GeographyCode,DC4410NI0001,DC4410NI0002,DC4410NI0003,DC4410NI0004,DC4410NI0005,DC4410NI0006,DC4410NI0007,DC4410NI0008,DC4410NI0009,DC4410NI0010,DC4410NI0011,DC4410NI0012,DC4410NI0013,DC4410NI0014,DC4410NI0015,DC4410NI0016,DC4410NI0017,DC4410NI0018,DC4410NI0019,DC4410NI0020,DC4410NI0021,DC4410NI0022,DC4410NI0023,DC4410NI0024,DC4410NI0025,DC4410NI0026,DC4410NI0027,DC4410NI0028,DC4410NI0029,DC4410NI0030,DC4410NI0031,DC4410NI0032,DC4410NI0033,DC4410NI0034,DC4410NI0035,DC4410NI0036,DC4410NI0037,DC4410NI0038,DC4410NI0039,DC4410NI0040,DC4410NI0041,DC4410NI0042,DC4410NI0043,DC4410NI0044,DC4410NI0045,DC4410NI0046,DC4410NI0047,DC4410NI0048,DC4410NI0049,DC4410NI0050,DC4410NI0051,DC4410NI0052,DC4410NI0053,DC4410NI0054,DC4410NI0055,DC4410NI0056,DC4410NI0057,DC4410NI0058,DC4410NI0059,DC4410NI0060,DC4410NI0061,DC4410NI0062,DC4410NI0063,DC4410NI0064,DC4410NI0065,DC4410NI0066,DC4410NI0067,DC4410NI0068,DC4410NI0069,DC4410NI0070,DC4410NI0071,DC4410NI0072,DC4410NI0073,DC4410NI0074,DC4410NI0075,DC4410NI0076,DC4410NI0077,DC4410NI0078,DC4410NI0079,DC4410NI0080,DC4410NI0081,DC4410NI0082,DC4410NI0083,DC4410NI0084,DC4410NI0085,DC4410NI0086,DC4410NI0087,DC4410NI0088,DC4410NI0089,DC4410NI0090,DC4410NI0091,DC4410NI0092,DC4410NI0093,DC4410NI0094,DC4410NI0095,DC4410NI0096,DC4410NI0097,DC4410NI0098,DC4410NI0099,DC4410NI0100,DC4410NI0101,DC4410NI0102,DC4410NI0103,DC4410NI0104,DC4410NI0105,DC4410NI0106,DC4410NI0107,DC4410NI0108,DC4410NI0109,DC4410NI0110,DC4410NI0111,DC4410NI0112,DC4410NI0113,DC4410NI0114,DC4410NI0115,DC4410NI0116,DC4410NI0117,DC4410NI0118,DC4410NI0119,DC4410NI0120,DC4410NI0121,DC4410NI0122,DC4410NI0123,DC4410NI0124,DC4410NI0125,DC4410NI0126,DC4410NI0127,DC4410NI0128,DC4410NI0129,DC4410NI0130,DC4410NI0131,DC4410NI0132,DC4410NI0133,DC4410NI0134,DC4410NI0135,DC4410NI0136,DC4410NI0137,DC4410NI0138,DC4410NI0139,DC4410NI0140,DC4410NI0141,DC4410NI0142,DC4410NI0143,DC4410NI0144,DC4410NI0145,DC4410NI0146,DC4410NI0147,DC4410NI0148,DC4410NI0149,DC4410NI0150,DC4410NI0151,DC4410NI0152,DC4410NI0153,DC4410NI0154,DC4410NI0155,DC4410NI0156,DC4410NI0157,DC4410NI0158,DC4410NI0159,DC4410NI0160,DC4410NI0161,DC4410NI0162,DC4410NI0163,DC4410NI0164,DC4410NI0165,DC4410NI0166,DC4410NI0167,DC4410NI0168,DC4410NI0169,DC4410NI0170,DC4410NI0171,DC4410NI0172,DC4410NI0173,DC4410NI0174,DC4410NI0175,DC4410NI0176,DC4410NI0177,DC4410NI0178,DC4410NI0179,DC4410NI0180
95AA08W1,699,0,290,264,106,39,230,0,156,55,14,5,333,0,130,144,46,13,100,0,3,56,29,12,26,0,1,7,14,4,10,0,0,2,3,5,416,0,138,176,76,26,74,0,39,30,3,2,223,0,95,90,31,7,87,0,3,49,26,9,22,0,1,5,13,3,10,0,0,2,3,5,160,0,86,53,15,6,91,0,70,13,6,2,63,0,16,37,7,3,4,0,0,3,1,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,66,35,14,7,64,0,47,12,4,1,47,0,19,17,8,3,9,0,0,4,2,3,2,0,0,2,0,0,0,0,0,0,0,0
95AA09W1,943,0,416,370,126,31,357,0,252,76,28,1,370,0,156,172,36,6,172,0,6,110,45,11,34,0,1,10,13,10,10,0,1,2,4,3,516,0,151,247,93,25,91,0,58,24,9,0,226,0,85,112,25,4,158,0,6,101,42,9,32,0,1,9,13,9,9,0,1,1,4,3,274,0,185,63,22,4,181,0,138,29,13,1,86,0,47,30,8,1,6,0,0,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,79,59,11,2,84,0,55,23,6,0,57,0,24,29,3,1,8,0,0,5,2,1,1,0,0,1,0,0,1,0,0,1,0,0
95AA10W1,792,0,269,371,113,39,228,0,142,71,14,1,335,0,123,169,35,8,177,0,3,123,44,7,40,0,1,6,17,16,12,0,0,2,3,7,489,0,95,266,93,35,56,0,28,20,7,1,216,0,65,122,25,4,167,0,1,118,41,7,39,0,1,5,17,16,11,0,0,1,3,7,216,0,134,68,11,3,130,0,91,38,1,0,81,0,42,28,8,3,4,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,3,2,1,0,4,0,2,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,37,35,8,1,38,0,21,12,5,0,36,0,15,18,2,1,6,0,1,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0
95AA11S1,1123,0,398,553,119,53,229,0,159,56,11,3,499,0,223,224,41,11,344,0,16,261,48,19,40,0,0,10,16,14,11,0,0,2,3,6,800,0,229,438,92,41,76,0,51,24,1,0,364,0,163,163,29,9,315,0,15,240,45,15,34,0,0,9,14,11,11,0,0,2,3,6,61,0,35,18,5,3,43,0,28,9,4,2,15,0,7,8,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,25,2,0,0,23,0,23,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,109,95,22,9,87,0,57,23,6,1,116,0,51,51,12,2,26,0,1,20,2,3,6,0,0,1,2,3,0,0,0,0,0,0
95AA11S2,870,0,204,504,112,50,74,0,45,24,5,0,385,0,150,192,34,9,346,0,9,265,52,20,57,0,0,21,20,16,8,0,0,2,1,5,745,0,157,442,101,45,36,0,25,11,0,0,319,0,125,155,32,7,329,0,7,255,49,18,53,0,0,19,19,15,8,0,0,2,1,5,2,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,4,1,0,6,0,3,3,0,0,2,0,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,41,57,10,5,31,0,17,9,5,0,63,0,23,36,2,2,15,0,1,10,2,2,4,0,0,2,1,1,0,0,0,0,0,0
95AA12W1,971,0,205,520,152,94,46,0,34,9,1,2,251,0,148,89,12,2,454,0,17,357,63,17,144,0,4,48,60,32,76,0,2,17,16,41,838,0,138,476,132,92,28,0,20,5,1,2,174,0,99,69,4,2,421,0,13,339,54,15,140,0,4,47,57,32,75,0,2,16,16,41,22,0,12,6,4,0,9,0,7,2,0,0,9,0,5,2,2,0,2,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,11,0,4,6,1,0,0,0,0,0,0,0,7,0,3,4,0,0,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,51,32,15,2,9,0,7,2,0,0,61,0,41,14,6,0,27,0,3,14,8,2,2,0,0,1,1,0,1,0,0,1,0,0
95AA13S1,625,0,194,290,88,53,104,0,68,30,5,1,240,0,114,95,25,6,214,0,9,146,39,20,51,0,3,15,17,16,16,0,0,4,2,10,430,0,93,216,75,46,30,0,16,11,2,1,152,0,68,63,17,4,182,0,6,123,37,16,51,0,3,15,17,16,15,0,0,4,2,9,21,0,18,3,0,0,14,0,13,1,0,0,6,0,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,13,9,2,1,10,0,7,3,0,0,12,0,6,3,2,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,70,62,11,6,50,0,32,15,3,0,70,0,35,28,6,1,28,0,3,19,2,4,0,0,0,0,0,0,1,0,0,0,0,1
95AA13S2,614,0,222,281,70,41,117,0,90,26,0,1,276,0,130,113,25,8,175,0,2,135,28,10,29,0,0,6,10,13,17,0,0,1,7,9,420,0,113,213,58,36,34,0,28,6,0,0,185,0,83,80,17,5,158,0,2,120,26,10,28,0,0,6,10,12,15,0,0,1,5,9,36,0,24,9,3,0,21,0,18,3,0,0,11,0,6,4,1,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,29,5,0,0,18,0,17,1,0,0,14,0,12,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,56,54,9,5,44,0,27,16,0,1,66,0,29,27,7,3,11,0,0,11,0,0,1,0,0,0,0,1,2,0,0,0,2,0
95AA14W1,779,1,149,407,121,101,45,0,38,7,0,0,230,1,99,115,12,3,318,0,9,242,48,19,116,0,2,34,45,35,70,0,1,9,16,44,707,1,125,368,115,98,30,0,27,3,0,0,194,1,86,94,10,3,299,0,9,229,44,17,114,0,2,33,45,34,70,0,1,9,16,44,3,0,0,3,0,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,23,36,6,3,13,0,10,3,0,0,34,0,13,19,2,0,19,0,0,13,4,2,2,0,0,1,0,1,0,0,0,0,0,0
95AA15S1,1013,0,301,529,122,61,153,0,97,38,10,8,489,0,193,243,42,11,318,0,9,234,54,21,40,0,1,12,13,14,13,0,1,2,3,7,714,0,165,418,87,44,41,0,26,10,2,3,340,0,130,179,24,7,283,0,7,217,45,14,37,0,1,10,13,13,13,0,1,2,3,7,97,0,61,26,7,3,63,0,46,13,2,2,30,0,15,11,3,1,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,75,85,28,14,49,0,25,15,6,3,119,0,48,53,15,3,31,0,2,15,7,7,3,0,0,2,0,1,0,0,0,0,0,0
95AA15S2,582,1,245,246,63,27,166,1,114,42,6,3,264,0,126,113,19,6,134,0,5,88,30,11,18,0,0,3,8,7,0,0,0,0,0,0,283,0,79,151,37,16,26,0,16,9,0,1,134,0,60,63,7,4,107,0,3,77,22,5,16,0,0,2,8,6,0,0,0,0,0,0,182,0,121,48,10,3,97,0,72,21,3,1,74,0,48,21,5,0,11,0,1,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,1,44,47,16,8,43,1,26,12,3,1,55,0,17,29,7,2,16,0,1,5,6,4,2,0,0,1,0,1,0,0,0,0,0,0
95AA16W1,832,0,376,345,79,32,290,0,194,80,11,5,411,0,179,189,32,11,108,0,2,71,26,9,18,0,1,4,8,5,5,0,0,1,2,2,453,0,163,217,53,20,77,0,52,24,1,0,262,0,108,125,21,8,92,0,2,63,21,6,17,0,1,4,8,4,5,0,0,1,2,2,204,0,139,54,6,5,122,0,92,27,2,1,77,0,47,25,3,2,5,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,71,74,20,7,88,0,47,29,8,4,72,0,24,39,8,1,11,0,0,6,4,1,1,0,0,0,0,1,0,0,0,0,0,0
95AA17W1,855,0,312,371,113,59,220,0,154,50,11,5,405,0,150,196,43,16,186,0,8,118,42,18,33,0,0,4,16,13,11,0,0,3,1,7,598,0,159,295,92,52,81,0,47,25,6,3,301,0,104,152,31,14,172,0,8,111,38,15,33,0,0,4,16,13,11,0,0,3,1,7,141,0,89,42,8,2,89,0,69,17,2,1,46,0,20,21,4,1,6,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,16,1,0,0,16,0,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,48,33,13,5,34,0,23,7,3,1,57,0,25,23,8,1,8,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0
95AA18W1,1004,0,283,544,125,52,66,0,42,22,1,1,404,0,219,162,20,3,409,0,17,318,54,20,92,0,3,37,40,12,33,0,2,5,10,16,842,0,207,471,115,49,37,0,23,13,1,0,316,0,166,133,14,3,368,0,13,286,51,18,88,0,3,34,39,12,33,0,2,5,10,16,8,0,3,2,2,1,4,0,2,1,0,1,3,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,72,70,8,2,23,0,16,7,0,0,85,0,52,29,4,0,40,0,4,31,3,2,4,0,0,3,1,0,0,0,0,0,0,0
95AA19W1,832,0,210,353,136,133,108,0,69,33,5,1,321,0,121,146,35,19,250,0,16,151,49,34,95,0,2,16,37,40,58,0,2,7,10,39,604,0,108,264,109,123,35,0,23,12,0,0,201,0,68,100,18,15,221,0,13,132,44,32,90,0,2,13,37,38,57,0,2,7,10,38,99,0,52,29,14,4,40,0,28,9,3,0,50,0,24,16,8,2,8,0,0,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,11,0,6,5,0,0,2,0,2,0,0,0,7,0,4,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,118,0,44,55,13,6,31,0,16,12,2,1,63,0,25,27,9,2,20,0,3,15,2,0,3,0,0,1,0,2,1,0,0,0,0,1
95BB01S1,548,0,125,268,88,67,45,0,35,8,1,1,155,0,78,60,16,1,235,0,10,177,33,15,72,0,2,19,30,21,41,0,0,4,8,29,484,0,91,247,79,67,26,0,20,4,1,1,120,0,61,49,9,1,225,0,8,171,31,15,72,0,2,19,30,21,41,0,0,4,8,29,23,0,14,7,2,0,10,0,8,2,0,0,13,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,19,13,7,0,7,0,6,1,0,0,22,0,11,6,5,0,10,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB01S2,759,0,194,395,112,58,54,0,41,10,1,2,288,0,146,121,15,6,318,0,5,238,52,23,81,0,2,23,37,19,18,0,0,3,7,8,664,0,145,363,107,49,30,0,22,7,0,1,240,0,116,106,14,4,301,0,5,227,50,19,77,0,2,21,36,18,16,0,0,2,7,7,45,0,24,12,2,7,12,0,8,2,1,1,25,0,16,7,0,2,7,0,0,2,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,25,20,3,2,12,0,11,1,0,0,23,0,14,8,1,0,10,0,0,9,1,0,3,0,0,1,1,1,2,0,0,1,0,1
95BB02W1,1126,0,505,456,118,47,398,0,291,86,19,2,490,0,203,224,44,19,180,0,9,131,30,10,37,0,0,10,17,10,21,0,2,5,8,6,600,0,179,306,84,31,93,0,61,24,8,0,306,0,110,157,30,9,146,0,7,110,22,7,35,0,0,10,16,9,20,0,1,5,8,6,267,0,169,68,23,7,152,0,117,27,8,0,96,0,52,30,10,4,19,0,0,11,5,3,0,0,0,0,0,0,0,0,0,0,0,0,78,0,56,19,2,1,52,0,40,10,1,1,24,0,16,8,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,101,63,9,8,101,0,73,25,2,1,64,0,25,29,4,6,13,0,2,9,2,0,2,0,0,0,1,1,1,0,1,0,0,0
95BB03S1,877,0,322,429,100,26,168,0,112,41,14,1,434,0,196,206,25,7,237,0,14,173,43,7,31,0,0,8,15,8,7,0,0,1,3,3,568,0,163,318,68,19,54,0,41,11,2,0,281,0,109,152,17,3,200,0,13,146,34,7,28,0,0,8,14,6,5,0,0,1,1,3,119,0,62,41,14,2,55,0,27,21,6,1,54,0,34,16,3,1,10,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,25,7,4,2,18,0,15,1,2,0,18,0,10,5,2,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,152,0,72,63,14,3,41,0,29,8,4,0,81,0,43,33,3,2,26,0,0,22,4,0,2,0,0,0,1,1,2,0,0,0,2,0
